"name";"cst";"SAO";"coord";"wds_name";"last";"obs";"pa";"sep";"m1";"m2";"d_mag";"orb"
"";"Cas";"11974";"01 46 35 +61 15 45";"STF 153";"2020";"28";69;7.8;9.36;10.38;1.02;""
"HD 10673";"And";"37481";"01 45 02 +43 42 23";"STF 154";"2020";"46";127;5.2;8.56;8.78;0.22;""
"HD 10668";"Psc";"110099";"01 44 15 +09 29 03";"STF 155 AB";"2023";"130";312;5.0;7.87;8.01;0.14;""
"HD 10871";"Cas";"11990";"01 48 29 +60 26 32";"STF 156";"2016";"21";101;6.0;8.43;11.10;2.67;""
"";"And";"54970";"01 46 44 +38 55 40";"STF 157 AC";"2020";"44";115;12.4;9.56;10.06;0.50;""
"";"And";"54970";"01 46 44 +38 55 40";"STF 157 AD";"2016";"14";281;55.9;9.56;11.27;1.71;""
"HD 10828";"Tri";"54973";"01 46 44 +33 09 46";"STF 158 AB";"2022";"131";272;2.2;8.96;9.40;0.44;"Y"
"";"Ari";"92629";"01 47 25 +17 22 01";"STF 159";"2016";"15";295;31.1;9.25;12.04;2.79;""
"";"Cet";"";"01 46 25 -02 23 52";"STF 160 AB";"2016";"26";270;9.9;10.78;11.50;0.72;""
"";"Cet";"";"01 46 25 -02 23 52";"STF 160 AC";"2015";"9";164;173.6;10.78;11.69;0.91;""
"";"Cet";"";"01 46 28 -02 26 40";"STF 160 CD";"2015";"10";245;31.1;11.69;12.93;1.24;""
"";"Tri";"74936";"01 47 43 +28 29 14";"STF 161";"2015";"20";212;24.1;8.57;10.24;1.67;""
"HD 11031";"Per";"37536";"01 49 15 +47 53 47";"STF 162 AB";"2020";"181";197;2.0;6.47;7.22;0.75;""
"";"Per";"37536";"01 49 15 +47 53 47";"STF 162 AC";"2020";"65";178;20.7;6.47;9.24;2.77;""
"";"Per";"37536";"01 49 15 +47 53 47";"STF 162 AD";"2016";"12";96;138.8;6.47;10.01;3.54;""
"";"Per";"37536";"01 49 15 +47 53 47";"STF 162 BC";"2018";"11";177;19.2;7.22;9.24;2.02;""
"HD 11092";"Cas";"12006";"01 51 17 +64 51 18";"STF 163 AB";"2018";"52";37;34.5;6.80;9.13;2.33;""
"";"Cas";"12006";"01 51 17 +64 51 18";"STF 163 AC";"2015";"11";255;114.3;6.80;10.74;3.94;""
"HD 11047";"Tri";"54999";"01 49 11 +34 03 36";"STF 164";"2016";"45";95;9.8;9.59;10.00;0.41;""
"";"Ari";"74944";"01 48 31 +20 18 20";"STF 165";"2015";"12";339;18.9;10.90;13.40;2.50;""
"HD 10983";"Cet";"129506";"01 47 53 -03 20 11";"STF 166";"2018";"18";1;7.7;9.29;11.00;1.71;""
"HD 11161";"Cas";"12013";"01 52 11 +66 26 56";"STF 167";"2015";"21";313;32.1;9.11;11.67;2.56;""
"HD 11212";"Cas";"";"01 52 33 +66 44 11";"STF 168";"2015";"11";224;1.8;9.59;11.38;1.79;""
"V776 Cas";"Cas";"";"01 53 23 +70 02 34";"STF 169";"2020";"26";138;5.5;9.08;10.64;1.56;""
"HD 11316";"Cas";"4512";"01 55 27 +76 13 28";"STF 170";"2016";"68";243;3.2;7.49;8.24;0.75;""
"HD 11072";"Cet";"129513";"01 48 46 -01 25 33";"STF 171 AB";"2019";"56";165;34.5;9.61;9.74;0.13;""
"HD 11004";"Tri";"74962";"01 50 02 +27 06 14";"STF 172";"2015";"21";194;17.8;10.24;10.39;0.15;""
"1 Ari";"Ari";"92654";"01 50 05 +14 21 04";"STF 173";"2020";"25";205;22.4;8.62;10.82;2.20;""
"1 Ari";"Ari";"74966";"01 50 09 +22 16 30";"STF 174";"2018";"180";164;2.9;6.33;7.21;0.88;""
"HD 11256";"Ari";"74981";"01 51 02 +21 06 56";"STF 175 AB";"2019";"100";0;28.6;8.99;9.36;0.37;""
"";"Ari";"74979";"01 51 02 +21 07 22";"STF 175 BC";"2015";"8";38;158.1;9.36;13.16;3.80;""
"";"Tri";"74955";"01 49 32 +28 41 35";"STF 176";"2016";"18";331;23.8;8.72;10.51;1.79;""
"";"Psc";"";"01 53 06 +04 58 48";"STF 177";"2015";"35";121;30.8;10.15;10.65;0.50;""
"HD 11386";"Ari";"92669";"01 52 03 +10 48 38";"STF 178";"2018";"136";205;3.0;8.22;8.20;0.02;""
"HD 11430";"And";"55058";"01 53 11 +37 19 16";"STF 179";"2018";"74";160;3.5;7.59;8.14;0.55;""
"Mesarthim";"Ari";"92681";"01 53 32 +19 17 39";"STF 180 AB";"2024";"405";1;7.3;4.52;4.58;0.06;""
"";"Ari";"92681";"01 53 32 +19 17 39";"STF 180 AC";"2015";"19";81;214.9;4.52;8.63;4.11;""
"";"Ari";"92680";"01 53 32 +19 17 46";"STF 180 BC";"2015";"11";83;214.0;4.58;8.63;4.05;""
"";"And";"55076";"01 54 40 +38 11 46";"STF 181 AB";"2024";"22";125;27.0;8.99;10.52;1.53;""
"";"And";"55076";"01 54 40 +38 11 46";"STF 181 AD";"2024";"8";281;27.1;8.99;12.10;3.11;""
"";"And";"";"01 54 42 +38 11 30";"STF 181 BC";"2024";"12";86;35.6;10.52;13.02;2.50;""
"HD 11669";"Cas";"12046";"01 56 24 +61 16 52";"STF 182 AB";"2020";"62";125;3.6;8.31;8.35;0.04;""
"";"Cas";"12046";"01 56 24 +61 16 52";"STF 182 AC";"2015";"5";71;30.4;8.31;14.30;5.99;""
"";"Tri";"75020";"01 55 07 +28 47 53";"STF 183 AB";"2018";"135";134;0.3;7.67;10.00;2.33;"Y"
"HD 11671";"Tri";"75020";"01 55 07 +28 47 53";"STF 183 AB,C";"2018";"102";161;5.7;7.67;9.26;1.59;""
"HD 12356";"Cas";"4545";"02 01 07 +73 57 59";"STF 184";"2015";"21";14;17.0;9.70;10.74;1.04;""
"V779 Cas";"Cas";"4550";"02 02 09 +75 30 08";"STF 185 AB";"2020";"59";4;1.1;6.77;8.58;1.81;""
"";"Cas";"4550";"02 02 09 +75 30 08";"STF 185 AC";"2015";"14";169;122.5;6.77;8.94;2.17;""
"NSV667";"Cet";"110235";"01 55 54 +01 50 60";"STF 186";"2024";"475";81;0.5;6.79;6.84;0.05;"Y"
"";"Tri";"55133";"01 57 33 +31 34 10";"STF 187 AB";"2015";"9";189;10.9;9.68;11.90;2.22;""
"";"Cas";"12075";"01 59 28 +62 54 21";"STF 188";"2015";"23";238;31.8;9.18;10.50;1.32;""
"";"Ari";"92717";"01 57 09 +18 57 32";"STF 189";"2016";"26";269;9.0;9.88;10.97;1.09;""
"HD 12173";"Cas";"4559";"02 03 10 +73 51 02";"STF 191";"2016";"51";196;5.3;6.20;9.10;2.90;""
"HD 12098";"Cas";"22833";"02 00 40 +58 31 37";"STF 192 AB";"2016";"19";181;4.9;8.13;10.70;2.57;""
"";"Cas";"22833";"02 00 40 +58 31 37";"STF 192 AC";"2015";"13";149;72.1;8.13;9.35;1.22;""
"HD 12161";"Cas";"12086";"02 01 20 +60 30 43";"STF 193 DE";"2016";"13";204;2.5;8.10;10.50;2.40;""
"HD 12101";"Ari";"75071";"01 59 19 +24 49 45";"STF 194";"2018";"81";279;1.3;7.62;9.46;1.84;""
"HD 12130";"And";"37689";"02 00 11 +44 27 06";"STF 195";"2018";"31";195;3.0;9.27;9.97;0.70;""
"";"Ari";"75075";"01 59 34 +21 00 15";"STF 196 AB";"2016";"33";41;1.8;9.36;10.92;1.56;""
"";"Ari";"75075";"01 59 34 +21 00 15";"STF 196 AC";"2015";"41";154;21.1;9.36;10.18;0.82;""
"";"Ari";"75075";"01 59 34 +21 00 15";"STF 196 AD";"2015";"28";9;198.4;9.36;6.01;3.35;""
"";"Ari";"75075";"01 59 34 +21 00 15";"STF 196 BC";"2016";"15";154;21.2;10.92;10.18;0.74;""
"";"Ari";"75076";"01 59 34 +20 59 54";"STF 196 CD";"2015";"25";5;217.3;10.18;6.01;4.17;""
"HD 12246";"Tri";"55190";"02 01 05 +35 18 22";"STF 197 AB";"2015";"59";233;37.8;8.21;9.30;1.09;""
"";"Tri";"55190";"02 01 05 +35 18 22";"STF 197 AC";"2015";"8";74;39.6;8.21;13.90;5.69;""
"HD 12234";"Psc";"110265";"02 00 10 +06 41 28";"STF 198";"2018";"31";118;45.6;9.22;9.80;0.58;""
"";"Cas";"12114";"02 05 20 +67 40 28";"STF 199 AB";"2022";"32";22;35.8;9.21;9.37;0.16;""
"";"Ari";"75094";"02 01 36 +24 05 22";"STF 200";"2018";"43";124;8.1;9.55;10.29;0.74;""
"Eps Tri";"Tri";"55218";"02 02 58 +33 17 03";"STF 201";"2016";"23";120;4.4;5.52;11.40;5.88;""
"Alrescha";"Psc";"110291";"02 02 03 +02 45 49";"STF 202 AB";"2024";"635";258;1.9;4.10;5.17;1.07;"Y"
"";"Ari";"318";"02 02 32 +19 24 03";"STF 203";"2016";"17";330;14.8;11.26;11.21;0.05;""
"HD 12649";"Cas";"12129";"02 07 06 +69 56 38";"STF 204";"2012";"29";35;0.2;9.75;9.91;0.16;""
"Almach";"And";"37734";"02 03 54 +42 19 48";"STF 205 A,BC";"2024";"367";63;9.5;2.31;5.02;2.71;""
"HD 12504";"Ari";"92767";"02 02 51 +11 22 20";"STF 206";"2020";"36";134;31.5;8.87;10.16;1.29;""
"";"Ari";"";"02 03 20 +17 38 49";"STF 207";"2016";"20";186;11.8;9.97;12.50;2.53;""
"10 Ari";"Ari";"75114";"02 03 39 +25 56 08";"STF 208 AB";"2022";"240";347;1.5;5.82;7.87;2.05;"Y"
"";"Ari";"75114";"02 03 39 +25 56 08";"STF 208 AB,C";"2001";"3";150;95.3;5.67;13.50;7.83;""
"HD 12574";"Cet";"129654";"02 03 06 -07 24 38";"STF 209";"2015";"22";136;39.8;9.67;9.95;0.28;""
"";"And";"55256";"02 05 40 +36 57 26";"STF 210";"2016";"19";244;17.6;9.82;11.97;2.15;""
"HD 12824";"Ari";"75140";"02 06 15 +25 06 31";"STF 212";"2020";"71";161;1.9;8.35;8.71;0.36;""
"HD 13053";"Per";"22968";"02 09 09 +51 04 24";"STF 213 AB";"2017";"27";327;1.7;9.06;9.50;0.44;""
"";"Per";"22968";"02 09 09 +51 04 24";"STF 213 AC";"2016";"12";63;7.0;9.06;12.20;3.14;""
"";"Per";"22968";"02 09 09 +51 04 24";"STF 213 AD";"2016";"4";78;7.5;9.50;12.20;2.70;""
"HD 12997";"Ari";"";"02 07 34 +15 35 24";"STF 214";"2020";"35";188;5.0;8.73;10.24;1.51;""
"BX And";"And";"37805";"02 09 03 +40 47 39";"STF 215";"2020";"34";60;19.6;9.03;10.40;1.37;""
"HD 13196";"Cas";"12159";"02 11 22 +62 20 53";"STF 216";"2024";"30";301;0.3;8.10;9.00;0.90;"Y"
"HD 232602";"Per";"22957";"02 08 24 +55 14 05";"STF 217 AB";"2015";"13";125;98.8;10.00;10.61;0.61;""
"";"Per";"22957";"02 08 24 +55 14 05";"STF 217 AC";"2015";"13";129;129.9;10.00;9.82;0.18;""
"";"Per";"";"02 08 34 +55 13 08";"STF 217 BC";"2016";"15";142;32.1;10.61;9.82;0.79;""
"HD 13191";"Cet";"129718";"02 08 42 -00 26 13";"STF 218";"2018";"69";247;4.9;7.63;9.20;1.57;""
"HD 13247";"Tri";"55321";"02 10 16 +33 21 55";"STF 219";"2016";"34";184;11.6;8.03;8.89;0.86;""
"HD 13237";"Ari";"75175";"02 09 43 +20 20 53";"STF 221 AB";"2022";"69";145;8.2;8.13;9.45;1.32;""
"";"Ari";"75175";"02 09 43 +20 20 53";"STF 221 AC";"2015";"11";227;67.0;8.13;12.72;4.59;""
"59 And";"And";"55330";"02 10 53 +39 02 22";"STF 222";"2019";"96";36;16.6;6.05;6.71;0.66;""
"HD 13714";"Cep";"372";"02 21 07 +80 43 36";"STF 223";"2016";"15";47;0.8;7.89;9.81;1.92;""
"HD 13344";"Ari";"92824";"02 10 52 +13 41 00";"STF 224";"2023";"78";243;5.7;8.28;8.90;0.62;""
"HD 13452";"Per";"23037";"02 13 12 +54 13 08";"STF 225 AB";"2024";"21";79;6.0;8.13;10.49;2.36;""
"";"Per";"23037";"02 13 12 +54 13 08";"STF 225 AC";"2024";"15";160;153.0;8.13;10.48;2.35;""
"HD 13482";"Ari";"75199";"02 12 15 +23 57 30";"STF 226 AB";"2017";"51";231;1.8;8.02;9.64;1.62;""
"Iot Tri";"Tri";"55347";"02 12 22 +30 18 11";"STF 227";"2022";"265";67;4.0;5.26;6.67;1.41;"Y"
"HD 13594";"And";"37878";"02 14 02 +47 29 03";"STF 228";"2024";"367";323;0.4;6.56;7.21;0.65;"Y"
"HD 13664";"Tri";"55367";"02 13 59 +34 30 51";"STF 229";"2018";"32";356;2.5;9.21;10.29;1.08;""
"HD 13633";"Per";"23071";"02 14 57 +58 29 26";"STF 230";"2015";"34";259;23.8;7.87;9.37;1.50;""
"66 Cet";"Cet";"129752";"02 12 48 -02 23 37";"STF 231 AB";"2024";"172";235;16.8;5.72;7.71;1.99;""
"";"Cet";"129752";"02 12 48 -02 23 37";"STF 231 AC";"1998";"4";53;147.0;5.65;11.50;5.85;""
"HD 13746";"Tri";"55383";"02 14 42 +30 23 41";"STF 232";"2019";"104";69;6.7;7.82;7.90;0.08;""
"";"Cas";"4623";"02 21 39 +76 22 49";"STF 233";"2016";"22";273;2.0;9.60;9.91;0.31;""
"";"Cas";"12207";"02 17 23 +61 21 06";"STF 234 AB";"2012";"73";222;0.6;8.74;9.40;0.66;"Y"
"HD 13864";"Cas";"12207";"02 17 23 +61 21 06";"STF 234 AB,C";"2016";"8";248;83.8;8.26;12.38;4.12;""
"HD 13901";"Per";"";"02 17 11 +55 54 54";"STF 235";"2017";"30";48;1.9;9.60;9.81;0.21;""
"HD 13954";"Per";"23132";"02 17 20 +52 28 10";"STF 236 AB";"2016";"23";249;1.4;9.40;10.00;0.60;""
"";"Per";"23132";"02 17 20 +52 28 10";"STF 236 AC";"2015";"4";323;12.4;9.40;14.60;5.20;""
"HD 13904";"Ari";"92861";"02 15 42 +10 46 16";"STF 237 AB";"2016";"35";237;14.6;9.54;9.94;0.40;""
"";"Ari";"92861";"02 15 42 +10 46 16";"STF 237 AC";"2016";"17";275;72.3;9.54;11.93;2.39;""
"HD 14016";"And";"55425";"02 17 12 +37 29 00";"STF 238 AC";"2016";"39";356;11.1;9.23;9.78;0.55;""
"HD 14082";"Tri";"75265";"02 17 25 +28 44 42";"STF 239 EC";"2019";"67";212;14.0;7.09;7.83;0.74;""
"HD 14066";"Ari";"75263";"02 17 16 +23 52 25";"STF 240";"2018";"71";52;4.8;8.32;8.60;0.28;""
"";"Cas";"4636";"02 23 34 +74 06 12";"STF 241";"2015";"23";285;20.0;9.00;10.72;1.72;""
"HD 14044";"Cet";"148304";"02 16 16 -09 49 16";"STF 242 AB";"2017";"22";249;80.1;6.98;11.29;4.31;""
"HD 14114";"Ari";"23134";"02 17 34 +22 13 50";"STF 244";"2018";"43";290;4.4;9.28;9.41;0.13;""
"HD 14189";"And";"37940";"02 18 36 +40 16 44";"STF 245 AB";"2020";"61";294;11.2;7.26;8.03;0.77;""
"HD 14202";"Tri";"55446";"02 18 40 +34 29 16";"STF 246";"2018";"43";123;9.8;7.82;9.26;1.44;""
"";"Cet";"";"02 18 21 +04 10 01";"STF 247";"2016";"23";212;7.7;11.48;11.48;0.00;""
"";"And";"37964";"02 21 04 +42 46 27";"STF 248";"2017";"89";203;0.7;9.55;9.83;0.28;"Y"
"HD 14477";"And";"37971";"02 21 36 +44 35 60";"STF 249";"2018";"41";197;2.4;7.21;8.99;1.78;""
"HD 14472";"And";"55478";"02 21 15 +37 25 23";"STF 250";"2018";"37";136;3.2;9.22;9.69;0.47;""
"HD 14511";"And";"55483";"02 21 44 +39 22 40";"STF 251";"2018";"26";266;2.2;9.02;9.63;0.61;""
"HD 14659";"Cas";"12272";"02 25 01 +66 50 38";"STF 252";"2016";"10";43;3.3;8.97;11.60;2.63;""
"";"Ari";"75304";"02 21 36 +23 37 43";"STF 254";"2019";"77";16;12.2;9.21;10.29;1.08;""
"";"Cas";"";"02 24 40 +59 59 31";"STF 255";"2022";"18";2;5.9;11.22;12.37;1.15;""
"";"And";"37998";"02 23 45 +49 20 19";"STF 256 AB";"2016";"26";197;21.3;9.27;11.10;1.83;""
"";"And";"37998";"02 23 45 +49 20 19";"STF 256 AC";"2016";"27";45;35.7;9.27;9.86;0.59;""
"V559 Cas";"Cas";"12277";"02 25 40 +61 32 59";"STF 257";"2020";"103";82;0.5;7.51;8.16;0.65;"Y"
"";"Tri";"55512";"02 23 55 +33 30 28";"STF 258 AC";"2016";"25";151;70.9;7.93;10.16;2.23;""
"";"Tri";"23283";"02 23 58 +33 29 27";"STF 258 CD";"2016";"31";30;6.4;10.16;10.61;0.45;""
"HD 14865";"And";"38014";"02 25 22 +48 04 02";"STF 259";"2016";"14";19;13.4;9.06;11.46;2.40;""
"HD 14958";"Per";"23331";"02 26 28 +54 16 58";"STF 260";"2020";"36";346;6.6;8.91;9.21;0.30;""
"HD 14888";"Ari";"92923";"02 24 23 +11 30 06";"STF 261";"2020";"44";252;2.7;9.48;9.54;0.06;""
"Iot Cas";"Cas";"12298";"02 29 04 +67 24 09";"STF 262 AB";"2022";"272";231;3.0;4.66;6.92;2.26;"Y"
"";"Cas";"12298";"02 29 04 +67 24 09";"STF 262 AC";"2022";"233";117;6.9;4.63;9.05;4.42;""
"";"Cas";"12298";"02 29 04 +67 24 09";"STF 262 AD";"2016";"10";60;210.9;4.63;8.48;3.85;""
"";"Cas";"12298";"02 29 04 +67 24 07";"STF 262 BC";"2015";"154";99;8.5;6.92;9.05;2.13;""
"";"Cas";"12298";"02 29 04 +67 24 09";"STF 262 CD";"2015";"8";58;207.1;9.05;8.48;0.57;""
"V528 Cas";"Cas";"12303";"02 29 38 +60 39 26";"STF 263 AB";"2015";"19";103;15.0;8.55;10.90;2.35;""
"";"Cas";"12303";"02 29 38 +60 39 26";"STF 263 AC";"2015";"17";263;39.0;8.55;9.93;1.38;""
"";"Cas";"12303";"02 29 38 +60 39 26";"STF 263 AD";"2015";"11";253;53.2;8.55;10.76;2.21;""
"";"Cas";"";"02 29 40 +60 39 23";"STF 263 BC";"2015";"14";269;53.3;10.90;9.93;0.97;""
"";"Cas";"";"02 29 40 +60 39 23";"STF 263 BD";"2015";"10";259;66.6;10.90;10.76;0.14;""
"";"Cas";"";"02 29 32 +60 39 22";"STF 264 CD";"2015";"18";227;16.6;9.93;10.76;0.83;""
"HD 14937";"Cet";"129880";"02 24 30 -01 44 59";"STF 265";"2015";"34";136;12.2;9.14;9.57;0.43;""
"HD 14986";"Cet";"129885";"02 24 54 -02 06 44";"STF 266";"2020";"46";267;7.8;9.10;9.25;0.15;""
"HD 232657";"Per";"23359";"02 28 13 +54 22 54";"STF 267 AB";"2019";"21";29;94.2;8.97;8.95;0.02;""
"";"Per";"23361";"02 28 18 +54 24 17";"STF 267 BC";"2019";"17";26;69.0;8.95;10.54;1.59;""
"HD 15253";"Per";"23369";"02 29 25 +55 32 10";"STF 268";"2018";"55";131;2.9;6.72;8.50;1.78;""
"HD 15256";"Tri";"75383";"02 28 12 +29 52 24";"STF 269 AB";"2020";"61";345;1.7;7.59;8.97;1.38;""
"HD 15407";"Per";"23389";"02 30 51 +55 32 54";"STF 270 AB";"2016";"45";305;21.3;7.00;9.66;2.66;""
"";"Per";"23389";"02 30 51 +55 32 54";"STF 270 AC";"2015";"13";333;48.0;7.00;11.37;4.37;""
"";"Per";"23389";"02 30 51 +55 32 54";"STF 270 AD";"2015";"10";281;51.1;7.00;14.20;7.20;""
"";"Per";"";"02 30 49 +55 33 06";"STF 270 BD";"2015";"7";265;32.8;9.66;14.20;4.54;""
"HD 15524";"Ari";"75407";"02 30 32 +25 14 07";"STF 271 AB";"2016";"27";184;13.0;5.93;9.94;4.01;""
"";"Ari";"75407";"02 30 32 +25 14 07";"STF 271 AC";"2022";"10";30;115.8;5.93;12.70;6.77;""
"HD 15641";"Per";"23419";"02 33 09 +58 27 45";"STF 272";"2020";"48";216;1.9;8.33;8.36;0.03;""
"HD 15718";"Ari";"92990";"02 32 03 +18 22 25";"STF 273";"2016";"58";359;7.2;8.56;9.12;0.56;""
"HD 15695";"Cet";"110591";"02 31 30 +01 05 39";"STF 274 AB";"2016";"73";220;13.7;7.52;7.62;0.10;""
"HD 15804";"Cet";"110599";"02 32 40 +06 19 47";"STF 276";"2017";"55";276;1.8;9.55;9.57;0.02;""
"V791 Cas";"Cas";"23467";"02 36 55 +59 53 01";"STF 277 AB";"2016";"10";141;3.1;7.81;11.38;3.57;""
"";"Cas";"23467";"02 36 55 +59 53 01";"STF 277 AC";"2015";"11";23;162.4;7.81;11.32;3.51;""
"HD 16096";"Cas";"12365";"02 38 51 +69 18 15";"STF 278";"2020";"52";23;0.5;8.98;8.68;0.30;""
"HD 15851";"And";"55684";"02 35 39 +37 18 44";"STF 279 AB";"2016";"16";71;17.9;5.87;10.31;4.44;""
"";"And";"55684";"02 35 39 +37 18 44";"STF 279 AC";"2001";"4";208;44.5;5.87;11.70;5.83;""
"HD 15994";"Cet";"129981";"02 34 08 -05 38 08";"STF 280";"2018";"106";346;3.6;7.98;7.97;0.01;""
"Nu Cet";"Cet";"110635";"02 35 52 +05 35 36";"STF 281";"2016";"47";80;8.1;4.97;9.08;4.11;""
"";"Cas";"12384";"02 41 02 +65 38 39";"STF 282 AB";"2022";"55";295;6.4;9.47;9.51;0.04;""
"HD 16410";"Cas";"12380";"02 40 32 +61 29 02";"STF 283 AB";"2018";"22";210;1.8;8.38;9.03;0.65;""
"";"Cas";"12380";"02 40 32 +61 29 02";"STF 283 AC";"2015";"4";20;18.3;8.38;13.90;5.52;""
"V482 Cas";"Cas";"12383";"02 40 45 +61 16 56";"STF 284 AB";"2018";"30";190;6.9;7.92;9.88;1.96;""
"";"Cas";"12383";"02 40 45 +61 16 56";"STF 284 AC";"2016";"9";9;53.1;7.92;10.52;2.60;""
"";"Tri";"";"02 38 46 +33 25 08";"STF 285 Aa,Ab";"2015";"2";39;0.4;7.48;"";"";""
"HD 16396";"Tri";"55748";"02 38 46 +33 25 08";"STF 285 AB";"2020";"121";162;1.7;7.48;8.14;0.66;""
"HD 16511";"Tri";"55761";"02 39 51 +33 56 57";"STF 286";"2021";"21";258;2.9;7.78;10.15;2.37;""
"HD 16480";"Ari";"";"02 38 60 +14 51 38";"STF 287";"2020";"38";74;6.8;7.36;9.61;2.25;""
"HD 16454";"Cet";"148514";"02 38 10 -11 23 06";"STF 288";"2020";"22";216;11.9;8.27;10.70;2.43;""
"33 Ari";"Ari";"75510";"02 40 41 +27 03 40";"STF 289";"2016";"57";1;28.3;5.30;9.56;4.26;""
"HD 16560";"Cet";"130038";"02 39 19 -01 54 04";"STF 290 AB";"2020";"27";221;10.1;8.56;10.45;1.89;""
"";"Cet";"130038";"02 39 19 -01 54 04";"STF 290 AC";"2015";"7";154;13.1;8.56;14.50;5.94;""
"HD 16694";"Ari";"93052";"02 41 07 +18 48 01";"STF 291 AB";"2020";"89";118;3.4;7.66;7.50;0.16;""
"";"Ari";"93052";"02 41 07 +18 48 01";"STF 291 AC";"2015";"18";242;65.5;7.66;9.53;1.87;""
"";"Ari";"93052";"02 41 07 +18 47 59";"STF 291 BC";"2018";"16";243;66.8;7.50;9.53;2.03;""
"HD 16772";"Per";"38265";"02 42 29 +40 15 40";"STF 292";"2017";"41";212;23.5;7.56;8.23;0.67;""
"HD 236992";"Per";"23573";"02 44 18 +57 03 34";"STF 293 AB";"2015";"40";102;13.6;9.55;12.40;2.85;""
"";"Per";"23573";"02 44 18 +57 03 34";"STF 293 AC";"2015";"13";335;79.6;9.55;13.17;3.62;""
"";"Per";"23573";"02 44 18 +57 03 34";"STF 293 AD";"2015";"20";344;187.4;9.55;8.73;0.82;""
"";"Per";"";"02 42 46 +37 08 50";"STF 294";"2017";"26";101;7.3;10.36;11.14;0.78;""
"84 Cet";"Cet";"130055";"02 41 14 -00 41 44";"STF 295";"2022";"122";301;3.9;5.82;9.68;3.86;"Y"
"The Per";"Per";"38288";"02 44 12 +49 13 42";"STF 296 AB";"2023";"86";305;21.2;4.16;9.10;4.94;"Y"
"";"Per";"38288";"02 44 12 +49 13 42";"STF 296 AC";"2002";"17";244;94.8;4.16;11.08;6.92;""
"";"Per";"23572";"02 44 10 +49 13 54";"STF 296 BC";"2016";"14";233;90.1;9.10;11.08;1.98;""
"HD 16964";"Per";"23588";"02 45 25 +56 33 49";"STF 297 AB";"2024";"45";278;15.7;8.55;8.87;0.32;""
"";"Per";"23588";"02 45 25 +56 33 49";"STF 297 AC";"2024";"20";109;29.3;8.55;11.35;2.80;""
"";"Per";"23587";"02 45 23 +56 33 52";"STF 297 BC";"2024";"19";105;44.2;8.87;11.35;2.48;""
"Kaffaljidhma";"Cet";"110707";"02 43 18 +03 14 09";"STF 299 AB";"2024";"242";299;1.9;3.54;6.18;2.64;"Y"
"";"Ari";"75544";"02 44 37 +29 27 37";"STF 300";"2020";"143";316;3.1;7.89;8.08;0.19;""
"HD 17198";"Per";"23611";"02 47 39 +53 56 36";"STF 301";"2016";"40";17;8.2;7.85;8.70;0.85;""
"HD 17327";"Cas";"12455";"02 49 58 +64 37 51";"STF 302";"2015";"14";170;5.3;7.54;10.34;2.80;""
"HD 17107";"Cet";"130090";"02 44 40 -01 57 43";"STF 303";"2020";"33";181;5.7;8.91;9.64;0.73;""
"HD 17359";"Per";"38352";"02 48 50 +49 11 02";"STF 304";"2016";"17";289;26.1;7.54;10.72;3.18;""
"HD 17332";"Ari";"93105";"02 47 27 +19 22 20";"STF 305 AB";"2022";"332";307;3.6;7.52;8.25;0.73;"Y"
"";"Ari";"93105";"02 47 27 +19 22 20";"STF 305 AC";"2015";"6";26;95.1;7.52;13.00;5.48;""
"HD 17505";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AB";"2018";"30";93;2.2;7.39;9.09;1.70;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AC";"2015";"12";159;27.4;7.39;11.50;4.11;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AD";"2015";"5";76;16.7;7.39;12.00;4.61;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AE";"2015";"8";113;19.0;7.39;11.70;4.31;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AF";"2015";"7";107;27.0;7.39;11.81;4.42;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AG";"2016";"18";157;123.7;7.39;8.37;0.98;""
"Miram";"Per";"23655";"02 50 42 +55 53 44";"STF 307 AB";"2024";"59";301;27.1;3.76;8.50;4.74;""
"";"Per";"23655";"02 50 42 +55 53 44";"STF 307 AC";"2024";"15";268;64.2;3.76;11.61;7.85;""
"";"Eri";"148599";"02 46 59 -09 52 03";"STF 308 AB,CD";"2022";"25";334;21.0;9.79;10.43;0.64;""
"HD 17416";"Cet";"110750";"02 47 43 +05 51 26";"STF 309";"2016";"23";9;25.7;9.72;11.04;1.32;""
"HD 17497";"Tri";"55911";"02 49 27 +33 56 10";"STF 310";"2021";"21";93;2.4;7.36;10.42;3.06;""
"Pi Ari";"Ari";"93127";"02 49 18 +17 27 52";"STF 311 AB";"2020";"82";118;3.3;5.32;7.95;2.63;""
"";"Ari";"93127";"02 49 18 +17 27 52";"STF 311 AC";"2018";"48";113;25.5;5.32;10.72;5.40;""
"";"Ari";"93127";"02 49 18 +17 27 50";"STF 311 BC";"2017";"30";110;23.8;7.95;10.72;2.77;""
"HD 17785";"Cas";"4776";"02 56 11 +72 53 10";"STF 312 AB";"2020";"93";49;1.7;8.16;8.92;0.76;"Y"
"";"Cas";"4776";"02 56 11 +72 53 10";"STF 312 AC";"2022";"36";132;43.0;8.16;10.14;1.98;""
