"name";"cst";"SAO";"coord";"wds_name";"last";"obs";"pa";"sep";"m1";"m2";"d_mag";"orb"
"HD 192063";"Aql";"125574";"20 12 51 +03 18 22";"BAL 2529";"2015";"8";36;11.3;7.89;11.40;3.51;""
"HD 192007";"Aql";"144173";"20 12 47 -02 59 45";"STF 2643";"2020";"32";81;3.0;7.09;9.40;2.31;""
"HD 192321";"Cep";"18761";"20 12 54 +60 23 08";"HJ 2944";"2015";"14";196;25.0;8.58;12.20;3.62;""
"HD 192284";"Cyg";"69614";"20 12 56 +34 28 32";"AG 250";"2018";"20";53;8.9;8.45;10.20;1.75;""
"HD 192442";"Cyg";"49328";"20 13 02 +44 33 16";"A 723";"2015";"8";129;0.3;8.80;10.80;2.00;""
"HD 192494";"Cyg";"49329";"20 13 07 +49 11 19";"ES 502";"2021";"15";220;14.0;8.01;10.89;2.88;""
"HD 192321";"Cyg";"69617";"20 13 04 +34 11 25";"STTA 203";"2019";"23";37;88.4;8.26;9.14;0.88;""
"HD 228368";"Cyg";"69627";"20 13 19 +35 01 30";"ARY 23 AB";"2018";"16";28;81.6;8.48;8.89;0.41;""
"RS Cyg";"Cyg";"69636";"20 13 24 +38 43 44";"BLL 47 AB";"2015";"24";354;131.7;8.00;7.15;0.85;""
"";"Cyg";"69636";"20 13 24 +38 43 44";"BLL 47 AC";"2015";"21";106;154.0;8.00;9.50;1.50;""
"HD 192147";"Aql";"";"20 13 23 +01 28 18";"AG 248 AB";"2015";"18";11;3.4;8.90;10.40;1.50;""
"";"Tel";"246488";"20 13 30 -53 36 24";"RST 1063";"2015";"4";178;6.0;8.97;14.60;5.63;""
"HD 192679";"Cyg";"32380";"20 13 41 +53 07 30";"STF 2658 AB";"2023";"87";103;5.3;7.19;9.38;2.19;"Y"
"";"Cyg";"32380";"20 13 41 +53 07 30";"STF 2658 AD";"2015";"9";284;30.9;7.19;12.90;5.71;""
"";"Cyg";"32380";"20 13 41 +53 07 30";"STF 2658 AC";"2023";"56";204;67.1;7.19;10.33;3.14;""
"";"Cyg";"49337";"20 13 38 +46 44 29";"WRH 33 Aa,Ab";"1985";"6";111;0.0;3.93;"";"";"Y"
"";"Cyg";"49337";"20 13 38 +46 44 29";"HJ 1495 AB";"2023";"13";327;36.2;3.93;13.40;9.47;""
"Omi1 Cyg";"Cyg";"49337";"20 13 38 +46 44 29";"STFA 50 AC";"2023";"47";173;106.7;3.93;6.97;3.04;""
"";"Cyg";"49337";"20 13 38 +46 44 29";"BU 1483 AF";"2023";"5";168;43.4;3.93;13.90;9.97;""
"";"Cyg";"49332";"20 13 18 +46 48 56";"ES 26 DE";"2023";"5";249;36.7;4.83;13.20;8.37;""
"";"Sge";"105854";"20 13 34 +16 12 49";"CHE 214";"2018";"15";334;26.9;8.29;13.09;4.80;""
"";"Cyg";"49336";"20 13 43 +43 22 44";"BU 660 AB";"2015";"13";318;8.7;6.29;12.70;6.41;""
"";"Cyg";"49336";"20 13 43 +43 22 44";"BU 660 AC";"2015";"11";190;58.2;6.29;12.92;6.63;""
"";"Cyg";"49336";"20 13 43 +43 22 44";"FOX 250 AD";"2015";"5";279;31.5;6.29;14.70;8.41;""
"HD 192405";"Vul";"88379";"20 13 40 +27 32 06";"HDS 2882 AB";"2022";"5";340;0.1;8.65;9.54;0.89;""
"HD 192342";"Vul";"88377";"20 13 41 +24 14 20";"STF 2653 AB";"2020";"49";277;2.9;6.72;9.18;2.46;""
"HD 192324";"Sge";"105861";"20 13 45 +16 09 29";"STF 2651 AB";"2020";"92";279;0.9;8.41;8.44;0.03;""
"HD 191957";"Sgr";"211916";"20 13 42 -34 07 04";"HJ 5178 AB";"2016";"38";9;2.8;7.05;8.20;1.15;""
"";"Sgr";"211916";"20 13 42 -34 07 04";"JC 24 AC";"2015";"7";16;79.5;7.05;10.76;3.71;""
"HD 191799";"Tel";"246494";"20 13 55 -50 19 15";"HU 1613";"2016";"13";142;0.7;8.87;9.36;0.49;""
"HD 239355";"Cyg";"32383";"20 14 01 +55 57 11";"TOK 5";"1993";"6";90;0.0;8.85;10.10;1.25;""
"HD 192556";"Cyg";"69657";"20 14 07 +36 16 44";"SEI 1031";"2016";"16";61;18.6;8.19;10.20;2.01;""
"HD 192424";"Vul";"88384";"20 14 05 +22 13 22";"STF 2655 AB";"2020";"118";3;6.2;7.89;7.95;0.06;""
"";"Vul";"88384";"20 14 05 +22 13 22";"STF 2655 AC";"2016";"18";154;60.8;7.89;10.09;2.20;""
"HD 192782";"Cyg";"32384";"20 14 11 +54 44 40";"A 1422";"1991";"7";351;2.8;8.95;12.52;3.57;""
"HD 192557";"Cyg";"69661";"20 14 14 +35 21 42";"ES 204";"2015";"26";281;15.1;7.62;11.23;3.61;""
"HD 228496";"Aql";"125597";"20 14 10 +06 35 20";"S 740 AB";"2019";"46";192;43.9;7.77;8.06;0.29;""
"HD 192366";"Aql";"125602";"20 14 16 +08 03 16";"HDS 2884";"1991";"1";130;0.5;8.78;12.04;3.26;""
"HD 192327";"Aql";"144202";"20 14 20 +00 08 40";"HDS 2885";"2021";"7";132;0.2;8.32;10.83;2.51;""
"HD 194375";"Dra";"3364";"20 14 26 +80 31 54";"STF 2694";"2021";"20";344;4.3;6.85;9.58;2.73;""
"HD 192659";"Cyg";"49345";"20 14 22 +42 06 16";"STT 403 AB";"2019";"97";170;0.9;7.31;7.64;0.33;""
"";"Cyg";"49345";"20 14 22 +42 06 16";"STF 2657 AC";"2021";"39";33;11.5;7.28;9.80;2.52;""
"HD 192606";"Cyg";"69673";"20 14 26 +35 24 26";"ES 244 AB";"2015";"7";130;41.2;8.44;12.25;3.81;""
"HD 192290";"Aql";"144199";"20 14 24 -06 02 51";"STF 2646 AB";"2015";"69";40;17.8;7.49;9.28;1.79;""
"";"Cyg";"69678";"20 14 32 +36 48 22";"BUP 207 AE";"2012";"14";325;35.2;4.96;12.20;7.24;""
"V1679 Cyg";"Cyg";"69677";"20 14 32 +36 39 40";"BLL 48 AB";"2015";"21";117;113.6;7.97;10.06;2.09;""
"HD 192519";"Vul";"88394";"20 14 31 +24 50 41";"STT 402";"2020";"24";33;15.3;7.46;10.73;3.27;""
"HD 191585";"Pav";"254757";"20 14 35 -64 25 47";"HJ 5171 AB";"2020";"21";305;17.3;6.94;9.75;2.81;""
"";"Pav";"254757";"20 14 35 -64 25 47";"HJ 5171 AC";"2020";"19";335;34.6;6.94;9.96;3.02;""
"HD 192561";"Vul";"88398";"20 14 47 +21 58 32";"HDS 2886";"2011";"6";64;1.0;7.32;10.63;3.31;""
"HD 191869";"Pav";"246498";"20 14 56 -56 58 35";"RMK 25";"2020";"44";29;7.1;7.97;8.02;0.05;""
"QR Vul";"Cyg";"49365";"20 15 08 +41 17 55";"A 387 AB";"2016";"12";151;5.1;7.90;11.48;3.58;""
"";"Cyg";"49365";"20 15 08 +41 17 55";"A 387 AC";"2016";"12";222;21.6;7.90;10.75;2.85;""
"HD 192744";"Cyg";"69696";"20 15 05 +37 41 45";"COU 2416";"2016";"23";135;0.4;8.00;8.50;0.50;"Y"
"HD 192504";"Aql";"125611";"20 15 07 +02 17 56";"BAL 1551";"2015";"7";40;9.8;7.76;11.80;4.04;""
"HD 192967";"Cyg";"32392";"20 15 14 +54 08 48";"HO 455 AB";"2015";"8";83;35.1;7.46;12.00;4.54;""
"";"Cyg";"32392";"20 15 14 +54 08 48";"HO 455 AD";"2015";"13";263;31.4;7.46;11.07;3.61;""
"";"Cyg";"32392";"20 15 14 +54 08 48";"HO 455 AE";"2015";"15";71;39.6;7.46;10.44;2.98;""
"HD 192461";"Aql";"144212";"20 15 11 -03 30 13";"STF 2654";"2019";"80";232;14.4;6.96;8.14;1.18;""
"QR Vul";"Vul";"88410";"20 15 16 +25 35 31";"BU 983 AB";"2016";"31";190;0.4;4.80;7.55;2.75;""
"";"Vul";"88410";"20 15 16 +25 35 31";"BU 983 AC";"2015";"6";83;115.7;4.80;9.70;4.90;""
"";"Dra";"18780";"20 15 22 +64 11 56";"MLR 60 AB";"2008";"24";173;0.2;8.46;8.50;0.04;"Y"
"";"Dra";"18780";"20 15 22 +64 11 56";"LDS 5245 AC";"2016";"2";164;22.4;8.54;16.10;7.56;""
"";"Cyg";"69701";"20 15 24 +33 43 46";"A 283";"2016";"9";287;3.5;5.80;13.60;7.80;""
"";"Aql";"125616";"20 15 33 +02 50 48";"HJ 910 AB";"2015";"7";305;18.3;6.86;12.60;5.74;""
"HD 192484";"Aql";"125616";"20 15 33 +02 50 48";"HJ 910 AC";"2015";"9";243;36.6;6.86;12.30;5.44;""
"";"Cap";"189073";"20 15 31 -21 27 52";"DON 983";"2015";"5";192;2.0;8.75;14.40;5.65;""
"HD 192714";"Sge";"105904";"20 15 37 +19 58 30";"ROE 101 AB";"2015";"16";53;12.7;8.38;9.60;1.22;""
"";"Sge";"105904";"20 15 37 +19 58 30";"ROE 101 AC";"2015";"10";187;40.9;8.38;12.34;3.96;""
"";"Sge";"105904";"20 15 37 +19 58 30";"ROE 101 AD";"2015";"11";289;11.9;8.38;11.30;2.92;""
"";"Sge";"105904";"20 15 37 +19 58 30";"ROE 101 AE";"2015";"9";59;46.1;8.38;13.76;5.38;""
"";"Del";"105902";"20 15 34 +15 26 13";"HDS 2887 AB";"2023";"3";245;4.9;8.85;13.18;4.33;""
"HD 192686";"Del";"105902";"20 15 34 +15 26 13";"CHE 246 AC";"2016";"12";87;15.9;8.85;11.00;2.15;""
"";"Del";"105902";"20 15 34 +15 26 13";"CVP 1 AD";"2023";"9";340;40.2;8.85;12.75;3.90;""
"HD 192622";"Aql";"125620";"20 15 37 +07 48 32";"STF 2656";"2016";"25";233;9.7;7.34;11.30;3.96;""
"HD 192983";"Cyg";"32400";"20 15 43 +50 13 58";"CHR 93";"1991";"8";173;0.1;6.31;"";"";""
"HD 192624";"Aql";"125621";"20 15 42 +04 39 43";"A 386";"2000";"8";83;2.8;8.90;11.98;3.08;""
"HD 193054";"Cyg";"32404";"20 15 49 +52 30 08";"STT 404 AB";"2015";"20";115;28.5;7.59;9.80;2.21;""
"";"Cyg";"32404";"20 15 49 +52 30 08";"WAL 130 AC";"2015";"9";2;78.9;7.59;11.08;3.49;""
"";"Cyg";"32404";"20 15 49 +52 30 08";"WAL 130 AD";"2015";"6";227;25.9;7.59;12.31;4.72;""
"23 Vul";"Vul";"88428";"20 15 46 +27 48 51";"CHR 94 Aa,Ab";"2007";"5";331;0.0;4.80;6.50;1.70;"Y"
"";"Vul";"88428";"20 15 46 +27 48 51";"MCA 60 AB";"2022";"29";138;0.2;4.80;6.94;2.14;"Y"
"HD 192934";"Cyg";"69720";"20 16 03 +38 53 53";"CHR 95";"1985";"1";56;0.2;6.27;"";"";""
"HD 192646";"Aql";"144228";"20 16 08 -07 43 56";"HO 589 AB";"2015";"9";329;15.7;7.80;11.80;4.00;""
"";"Aql";"144228";"20 16 08 -07 43 56";"HO 589 AC";"2015";"11";200;55.3;7.80;12.37;4.57;""
"HD 191972";"Pav";"254761";"20 16 07 -62 09 57";"I 411";"2016";"11";273;0.8;8.57;9.79;1.22;""
"HD 192837";"Sge";"88432";"20 16 20 +20 33 02";"HDS 2888";"2011";"3";283;0.6;8.30;11.67;3.37;""
"3 Cap";"Cap";"163402";"20 16 23 -12 20 14";"BU 294 AB";"2015";"7";33;26.7;6.32;13.70;7.38;""
"NSV12949";"Sgr";"211948";"20 16 24 -36 27 13";"HJ 5183 AB";"1999";"8";229;36.8;6.39;11.20;4.81;""
"";"Sgr";"211948";"20 16 24 -36 27 13";"HJ 5183 AC";"1998";"3";179;46.3;6.39;12.60;6.21;""
"HD 194860";"Dra";"3373";"20 16 32 +81 08 47";"STT 526";"2016";"16";167;1.3;8.20;9.87;1.67;""
"HD 192987";"Cyg";"69725";"20 16 28 +37 03 23";"ARY 24";"2015";"13";307;96.3;6.43;9.60;3.17;""
"MW Vul";"Vul";"88444";"20 16 27 +27 46 34";"HDS 2889";"2018";"6";116;0.2;6.74;9.26;2.52;""
"HD 192297";"Tel";"246510";"20 16 32 -52 32 48";"HU 1614";"2016";"6";64;1.3;8.96;12.40;3.44;""
"HD 192415";"Tel";"230129";"20 16 35 -45 54 29";"I 125";"2016";"15";45;1.5;8.85;9.63;0.78;""
"HD 193063";"Cyg";"69749";"20 16 49 +39 41 50";"STF 2663 AB";"2018";"41";322;5.4;8.20;8.66;0.46;""
"HD 228721";"Cyg";"69750";"20 16 53 +37 31 05";"ARY 25";"2022";"20";293;147.1;8.65;8.72;0.07;""
"HD 192809";"Aql";"125640";"20 16 46 +01 10 44";"HDS 2890";"2013";"2";313;0.1;8.80;11.73;2.93;""
"HD 192791";"Aql";"144237";"20 16 50 -03 29 30";"RST 4659 AB";"2016";"11";7;1.8;7.16;9.19;2.03;""
"";"Sgr";"211956";"20 16 46 -37 33 25";"B 473";"2016";"3";183;2.4;8.80;15.00;6.20;""
"HD 193216";"Cyg";"32429";"20 16 55 +50 16 43";"ENG 73 AB";"2015";"16";74;81.4;8.24;10.30;2.06;"Y"
"";"Cyg";"32429";"20 16 55 +50 16 43";"ENG 73 AC";"2003";"10";158;92.7;8.24;11.00;2.76;""
"";"Cyg";"32429";"20 16 55 +50 16 43";"ENG 73 AD";"2003";"11";340;122.5;8.24;10.61;2.37;""
"";"Cyg";"32429";"20 16 55 +50 16 43";"ENG 73 AE";"2003";"11";118;162.5;8.24;12.30;4.06;""
"";"Cyg";"32429";"20 16 55 +50 16 43";"MET 89 AH";"2003";"1";67;4.2;6.40;18.60;12.20;""
"";"Cyg";"32429";"20 16 55 +50 16 43";"MET 89 AI";"2003";"1";44;8.7;6.40;16.94;10.54;""
"";"Cyg";"32429";"20 16 55 +50 16 43";"MET 89 AJ";"2004";"1";326;11.3;6.40;18.49;12.09;""
"";"Cyg";"32429";"20 16 55 +50 16 43";"MET 89 AK";"2003";"1";232;11.7;6.40;18.41;12.01;""
"";"Cyg";"32429";"20 16 55 +50 16 43";"GIC 155 AF";"2015";"6";287;105.9;8.24;12.99;4.75;""
"";"Cyg";"49418";"20 16 57 +43 36 32";"FOX 252";"2015";"15";246;18.6;8.79;10.14;1.35;""
"NSV12981";"Cyg";"49410";"20 16 55 +40 21 54";"BU 661 AB";"2014";"16";69;12.3;5.24;11.50;6.26;""
"";"Cyg";"49410";"20 16 55 +40 21 54";"BU 661 AC";"2014";"5";217;111.7;5.44;13.68;8.24;""
"HD 193010";"Cyg";"69743";"20 16 55 +31 30 19";"HO 588 AB";"2018";"29";297;50.8;6.91;8.89;1.98;""
"HD 192614";"Sgr";"211959";"20 16 55 -32 36 26";"STN 64";"2016";"56";295;1.7;8.14;8.51;0.37;""
"";"Cyg";"";"20 17 00 +37 25 24";"HDS 2891 Aa,Ab";"2016";"4";55;0.9;8.11;11.25;3.14;""
"HD 193077";"Cyg";"69755";"20 17 00 +37 25 24";"A 1423 AB";"2016";"9";128;4.4;8.11;12.10;3.99;""
"";"Del";"105926";"20 17 10 +15 52 22";"CHE 273 AB";"2023";"9";95;26.3;7.48;13.40;5.92;""
"HD 192653";"Sgr";"211966";"20 17 19 -36 37 45";"RSS 545";"2015";"9";132;22.1;8.66;11.00;2.34;""
"HD 192823";"Cap";"";"20 17 27 -15 49 40";"HDS 2894 Ca,Cb";"2021";"3";65;0.8;7.53;11.62;4.09;""
"HD 193267";"Cyg";"49431";"20 17 30 +45 38 16";"STF 2667";"2020";"40";224;8.0;8.66;9.00;0.34;""
"";"Vul";"88473";"20 17 32 +29 08 51";"POP 1229 Aa,Ab";"1989";"2";217;0.4;6.40;"";"";""
"HD 193094";"Vul";"88473";"20 17 32 +29 08 51";"BU 441 AB";"2016";"28";66;6.4;6.37;10.50;4.13;""
"HD 193095";"Vul";"88471";"20 17 35 +26 22 13";"BU 984";"2012";"102";160;0.2;8.22;9.39;1.17;"Y"
"";"Cap";"69767";"20 17 39 -12 30 30";"WZ 15 Aa,Ab";"2023";"4";339;0.7;4.44;8.60;4.16;""
"";"Cap";"163422";"20 17 39 -12 30 30";"BU 295 AB";"2008";"7";212;53.2;4.24;14.10;9.86;""
"Prima Giedi";"Cap";"163422";"20 17 39 -12 30 30";"HJ 607 AC";"2020";"34";228;47.4;4.24;9.60;5.36;""
"";"Cap";"163420";"20 17 35 -12 50 10";"RST 4056";"2016";"4";82;2.7;8.38;13.50;5.12;""
"HD 192549";"Tel";"246516";"20 17 36 -50 33 32";"HDS 2896";"2015";"7";70;12.8;8.64;11.44;2.80;""
"HD 193246";"Cyg";"49432";"20 17 44 +40 30 25";"HDS 2897";"2012";"7";273;0.3;8.46;10.76;2.30;""
"HD 193079";"Sge";"";"20 17 45 +20 25 23";"COU 219 Aa,Ab";"2015";"16";109;0.4;8.50;9.80;1.30;""
"";"Sge";"88476";"20 17 45 +20 25 23";"J 2308 AB";"2019";"12";283;37.0;8.30;15.50;7.20;""
"";"Sge";"88476";"20 17 45 +20 25 23";"J 2308 AC";"2019";"11";284;42.5;8.30;14.00;5.70;""
"HD 192634";"Tel";"230133";"20 17 44 -45 57 27";"HJ 5184";"2015";"31";285;12.3;8.46;10.97;2.51;""
"HD 193511";"Cyg";"";"20 17 46 +57 17 16";"KR 50 AB";"2021";"17";128;2.1;8.55;9.99;1.44;""
"";"Cyg";"";"20 17 46 +57 17 16";"KR 50 AC";"2015";"7";73;66.6;8.55;11.54;2.99;""
"HD 193247";"Cyg";"69777";"20 17 50 +39 55 34";"HJ 2951 AB";"2015";"32";125;10.8;8.80;9.54;0.74;""
"";"Cyg";"69777";"20 17 50 +39 55 34";"FOX 9014 AC";"2015";"8";61;24.4;8.80;13.50;4.70;""
"HD 192994";"Aql";"";"20 17 46 +06 11 38";"AG 251 AB";"2020";"28";185;7.5;8.61;10.00;1.39;""
"";"Aql";"";"20 17 46 +06 11 38";"AG 251 AC";"2020";"9";221;87.6;8.61;12.11;3.50;""
"HD 192724";"Sgr";"230134";"20 17 50 -40 11 05";"DUN 230";"2018";"43";117;9.7;7.42;7.72;0.30;""
"HD 193081";"Del";"105933";"20 17 53 +15 08 12";"A 1669";"2016";"10";247;3.1;8.85;11.40;2.55;""
"";"Cyg";"69778";"20 17 60 +33 11 29";"BAR 11 AB";"2018";"26";199;0.5;7.91;9.09;1.18;""
"HD 193238";"Cyg";"69778";"20 17 60 +33 11 29";"HO 592 AB,C";"2018";"19";255;3.1;7.60;11.96;4.36;""
"";"Cyg";"88492";"20 18 07 +40 43 56";"CHR 96 Aa,Ab";"2018";"30";151;0.1;6.60;6.80;0.20;"Y"
"HD 193322";"Cyg";"49438";"20 18 07 +40 43 56";"STF 2666 AB";"2023";"90";245;2.9;5.96;8.24;2.28;""
"";"Cyg";"49438";"20 18 07 +40 43 56";"STF 2666 AC";"2006";"13";207;34.0;5.96;10.70;4.74;""
"";"Cyg";"49438";"20 18 07 +40 43 56";"TAR 5 AD";"2006";"8";181;49.6;5.96;11.00;5.04;""
"HD 192956";"Cap";"163428";"20 18 03 -10 35 51";"HDS 2899";"2018";"4";237;0.3;7.84;10.25;2.41;""
"Algedi";"Cap";"163427";"20 18 03 -12 32 41";"HJ 608 A,BC";"2016";"28";190;6.6;3.66;11.10;7.44;""
"";"Cap";"163427";"20 18 03 -12 32 41";"AGC 12 AD";"2020";"16";159;153.4;3.66;10.50;6.84;""
"HD 193161";"Sge";"105940";"20 18 14 +18 19 42";"HU 357";"2016";"15";195;1.8;7.98;10.94;2.96;""
"HD 193512";"Cyg";"32451";"20 18 17 +51 52 01";"HDS 2900";"2016";"3";106;0.1;8.88;9.14;0.26;""
"";"Vul";"88490";"20 18 17 +25 38 54";"BU 985 AB";"2009";"8";153;5.9;6.99;12.80;5.81;""
"HD 193220";"Vul";"88490";"20 18 17 +25 38 54";"HJ 1499 AC";"2023";"23";354;21.6;6.96;10.87;3.91;""
"";"Vul";"88490";"20 18 17 +25 38 54";"WAL 131 AE";"2023";"23";151;122.7;6.96;8.13;1.17;""
"HD 193592";"Cyg";"32455";"20 18 25 +55 23 50";"STF 2671 AB";"2023";"122";338;3.9;6.01;7.51;1.50;""
"";"Cyg";"32455";"20 18 25 +55 23 50";"STF 2671 AC";"2003";"4";53;87.2;6.01;12.40;6.39;""
"";"Cyg";"32455";"20 18 25 +55 23 50";"WOR 52 AE";"2003";"3";54;30.3;6.01;13.70;7.69;""
"HD 193367";"Cyg";"69800";"20 18 22 +39 49 59";"A 1424";"2016";"8";46;1.1;8.80;12.10;3.30;""
"HD 239377";"Cyg";"32458";"20 18 29 +55 41 34";"BU 1260";"2016";"12";135;0.3;8.90;11.50;2.60;""
"HD 193162";"Del";"105943";"20 18 33 +10 59 32";"STF 2662";"2018";"26";42;2.0;8.69;10.30;1.61;""
"HD 193371";"Cyg";"69808";"20 18 43 +33 15 01";"STT 405";"2016";"50";150;0.8;8.08;9.27;1.19;""
"V382 Cyg";"Cyg";"69812";"20 18 47 +36 20 26";"SEI 1077";"1896";"1";330;11.3;8.70;11.40;2.70;""
"HD 228849";"Cyg";"69809";"20 18 46 +35 06 43";"BU 986 AB,C";"2019";"16";240;4.2;8.57;11.00;2.43;""
"";"Cyg";"69809";"20 18 46 +35 06 43";"FOX 253 AB,D";"2019";"9";341;46.6;8.57;11.41;2.84;""
"";"Cyg";"69815";"20 18 52 +38 16 46";"A 1425 AB";"2011";"27";266;0.2;7.95;8.25;0.30;""
"HD 193609";"Cyg";"49464";"20 18 58 +49 37 36";"ES 2693 AB";"2018";"16";110;30.6;8.76;9.59;0.83;""
"HD 193469";"Cyg";"69820";"20 18 58 +39 00 15";"HO 125";"2008";"11";196;3.5;6.61;10.60;3.99;""
"HD 193102";"Cap";"163440";"20 19 02 -14 17 28";"RST 4057";"1991";"4";255;1.2;7.59;10.46;2.87;""
"";"Cyg";"69826";"20 19 08 +39 16 24";"TRN 28 AB";"2015";"3";80;4.9;7.44;13.00;5.56;""
"";"Cyg";"69826";"20 19 08 +39 16 24";"TRN 28 AC";"2002";"2";158;3.2;7.44;15.00;7.56;""
"HD 193487";"Cyg";"69822";"20 19 07 +36 45 08";"BU 1206 AB";"2016";"19";355;2.2;7.53;10.70;3.17;""
"HD 193647";"Cyg";"32467";"20 19 11 +50 52 50";"HDS 2903";"1991";"1";320;0.1;8.66;9.52;0.86;""
"HD 193349";"Del";"105957";"20 19 21 +14 22 15";"STF 2665 A,BC";"2020";"34";12;3.3;6.88;9.55;2.67;""
"Sig Cap";"Cap";"163445";"20 19 24 -19 07 07";"H 5 87";"2019";"30";180;56.0;5.43;9.43;4.00;""
"HD 193389";"Del";"105962";"20 19 31 +15 32 42";"HDS 2905";"2011";"2";116;0.3;7.72;11.44;3.72;""
"U Cyg";"Cyg";"49479";"20 19 42 +47 54 20";"BLL 49";"2015";"27";231;65.4;7.97;8.98;1.01;""
"HD 193488";"Vul";"88517";"20 19 34 +27 25 30";"MLB 610 AB";"2015";"12";26;63.3;8.33;11.28;2.95;""
"HD 193392";"Del";"105967";"20 19 38 +13 00 17";"STF 2664";"2019";"55";322;27.8;8.07;8.34;0.27;""
"HD 193633";"Cyg";"49476";"20 19 45 +41 08 19";"STTA 205";"2018";"31";321;45.5;7.19;8.91;1.72;""
"HD 193612";"Cyg";"69838";"20 19 43 +37 43 17";"ES 2505";"2015";"7";247;8.3;8.65;12.10;3.45;""
"HD 193701";"Cyg";"49481";"20 19 50 +45 21 50";"STT 406";"2021";"167";77;0.2;7.25;8.74;1.49;"Y"
"HD 228935";"Cyg";"69841";"20 19 48 +37 07 57";"ARY 1";"2015";"17";257;76.6;6.58;8.65;2.07;""
"HD 193330";"Aql";"144303";"20 19 53 -02 14 51";"STF 2661";"2016";"38";341;24.4;7.87;9.19;1.32;""
"HD 193636";"Cyg";"69847";"20 19 58 +36 16 08";"BU 431";"2019";"40";208;0.5;8.62;8.96;0.34;""
"HD 346345";"Vul";"88533";"20 20 08 +24 24 18";"HJ 2952";"2015";"11";282;20.6;8.76;11.50;2.74;""
"HD 193490";"Del";"105980";"20 20 10 +11 28 10";"HDS 2906";"2018";"3";319;0.6;6.81;10.73;3.92;""
"";"Cap";"163460";"20 20 13 -14 44 23";"RST 4058 AB";"2015";"5";100;5.7;8.59;14.10;5.51;""
"HD 193244";"Sgr";"189160";"20 20 15 -29 07 52";"GLP 18";"2015";"9";198;56.8;7.85;9.90;2.05;""
"HD 193194";"Sgr";"212015";"20 20 14 -34 35 07";"I 1416";"2022";"43";318;0.1;7.09;8.19;1.10;"Y"
"";"Cyg";"69856";"20 20 15 +39 24 12";"A 1427 AB";"2017";"52";146;0.2;6.57;8.17;1.60;"Y"
"HD 193702";"Cyg";"69856";"20 20 15 +39 24 12";"STF 2668 AB,C";"2023";"69";280;3.7;6.34;8.49;2.15;""
"";"Cyg";"";"20 20 18 +39 22 29";"SEI 1091";"2020";"17";180;27.7;8.92;11.39;2.47;""
"";"Cyg";"32491";"20 20 31 +53 35 44";"BU 663 AB";"2015";"5";305;6.9;6.18;14.20;8.02;""
"HD 193944";"Cyg";"32491";"20 20 31 +53 35 44";"BU 663 AC";"1958";"7";69;6.5;6.18;12.40;6.22;""
"";"Cyg";"32491";"20 20 31 +53 35 44";"BU 663 AD";"2015";"2";232;12.2;6.18;14.50;8.32;""
"";"Cyg";"49491";"20 20 28 +43 51 16";"BU 1207 AB";"2015";"10";211;4.8;6.85;14.40;7.55;""
"";"Cyg";"49491";"20 20 28 +43 51 16";"TRN 29 AC";"2001";"1";202;2.3;6.85;16.00;9.15;""
"8 Cap";"Sgr";"189164";"20 20 28 -29 11 50";"HJ 5188 AB";"2015";"46";38;3.7;6.66;10.13;3.47;""
"";"Sgr";"189164";"20 20 28 -29 11 50";"HJ 5188 AC";"2018";"47";321;27.3;6.66;7.55;0.89;""
"";"Sgr";"189164";"20 20 28 -29 11 50";"HJ 5188 AD";"2015";"6";38;120.6;6.66;10.05;3.39;""
"HD 192949";"Pav";"246534";"20 20 38 -58 43 46";"HJ 5185 AB";"2015";"9";60;18.7;7.23;11.34;4.11;""
"HD 193622";"Del";"105997";"20 20 39 +16 00 56";"YSC 70";"2013";"4";159;0.5;8.00;11.80;3.80;""
"Alshat";"Cap";"163468";"20 20 40 -12 45 33";"LAM 5";"2012";"10";211;53.2;4.74;11.80;7.06;""
"HD 193493";"Aql";"230165";"20 20 47 -07 44 39";"SCJ 25";"2020";"43";215;2.7;8.65;9.58;0.93;""
"";"Cyg";"69874";"20 20 56 +39 28 27";"HO 127";"2015";"6";94;1.9;8.94;13.40;4.46;""
"HD 193815";"Cyg";"69872";"20 20 57 +36 56 44";"ARY 26";"2015";"16";307;111.3;8.50;10.71;2.21;""
"HD 193459";"Cap";"";"20 20 57 -19 38 33";"BU 662 AB";"2015";"10";4;125.2;8.91;10.81;1.90;""
"HD 193213";"Tel";"230165";"20 20 54 -45 32 43";"SEE 415";"2016";"11";97;11.0;7.39;12.00;4.61;""
"";"Cap";"163481";"20 21 01 -14 46 53";"BLA 7 Aa,Ab";"2023";"17";227;0.0;3.10;4.90;1.80;"Y"
"";"Cap";"163481";"20 21 01 -14 46 53";"HJ 2948 AD";"2000";"3";292;115.9;3.15;12.96;9.81;""
"";"Cap";"106006";"20 20 47 -14 47 06";"BAR 12 Ba,Bb";"2023";"32";51;0.4;6.16;9.14;2.98;"Y"
"";"Cep";"18821";"20 21 03 +60 48 15";"FOX 92";"1999";"2";84;5.2;8.61;12.70;4.09;""
"";"Cyg";"49504";"20 21 05 +43 40 31";"A 46 AB";"2012";"21";77;0.4;9.00;9.20;0.20;""
"HD 229045";"Cyg";"69876";"20 21 06 +34 24 28";"SEI 1096";"2015";"13";53;9.3;8.70;11.20;2.50;""
"";"Dra";"18826";"20 21 12 +63 58 48";"BU 1134";"2016";"8";81;4.3;5.87;12.80;6.93;""
