"name";"cst";"SAO";"coord";"wds_name";"last";"obs";"pa";"sep";"m1";"m2";"d_mag";"orb"
"HD 16656";"Per";"38228";"02 41 29 +40 52 51";"COU 1511";"2010";"29";328;0.1;8.70;8.70;0.00;"Y"
"HD 16826";"Cet";"148549";"02 41 30 -15 06 02";"HDS 351";"2023";"24";24;0.1;7.77;8.65;0.88;"Y"
"HD 17215";"Hyi";"255913";"02 41 27 -71 27 45";"B 1923";"2023";"27";235;0.4;8.13;9.31;1.18;"Y"
"V559 Per";"Per";"38226";"02 41 35 +47 21 23";"HDS 352";"2015";"13";66;11.7;8.92;11.26;2.34;""
"";"Per";"38248";"02 42 06 +42 42 27";"HJ 1124 CD";"2021";"11";149;17.6;8.32;12.30;3.98;""
"HD 16576";"Per";"23537";"02 41 43 +55 28 54";"A 1280";"2012";"25";14;0.4;8.16;8.87;0.71;""
"HD 16693";"Per";"38244";"02 41 58 +42 47 31";"HJ 1123";"2019";"32";249;21.1;8.39;8.46;0.07;""
"12 Per";"Hor";"248629";"02 42 09 -60 03 52";"HDS 354";"2016";"4";185;1.3;8.80;11.90;3.10;""
"";"Per";"38255";"02 42 13 +42 46 41";"ARN 101";"2015";"13";334;33.6;8.74;10.05;1.31;""
"HD 16728";"Per";"38254";"02 42 13 +42 41 57";"STT 44 AB";"2024";"62";55;1.3;8.46;8.96;0.50;""
"";"Per";"38254";"02 42 13 +42 41 57";"STT 44 AC";"2017";"14";290;87.2;8.47;8.32;0.15;""
"12 Per";"Per";"55793";"02 42 15 +40 11 40";"MCA 8";"2016";"63";49;0.0;5.50;5.90;0.40;"Y"
"";"Per";"38259";"02 42 22 +42 45 36";"ES 1506 AB";"2018";"8";353;7.4;8.85;14.00;5.15;""
"HD 16760";"Per";"55798";"02 42 21 +38 37 07";"AG 49 AB";"2019";"26";344;14.3;8.84;10.38;1.54;""
"";"Ari";"93062";"02 42 22 +20 00 42";"BLA 1 Aa,Ab";"2023";"36";97;0.1;5.69;6.20;0.51;"Y"
"Mu Ari";"Ari";"93062";"02 42 22 +20 00 42";"BU 522 AB";"2017";"12";265;18.6;5.69;12.20;6.51;""
"HD 16772";"Per";"38265";"02 42 29 +40 15 40";"STF 292";"2017";"41";212;23.5;7.56;8.23;0.67;""
"85 Cet";"Ari";"93067";"02 42 29 +10 44 30";"CHR 200";"2018";"2";93;0.0;6.30;6.50;0.20;"Y"
"HD 16782";"Per";"38271";"02 42 46 +42 49 13";"HJ 2155";"2021";"17";322;17.3;8.96;10.14;1.18;""
"";"Per";"23556";"02 42 59 +53 31 34";"ES 8";"2015";"4";7;13.2;5.84;15.10;9.26;""
"HD 16780";"Per";"38274";"02 43 02 +48 15 55";"BU 521 AB";"2015";"10";159;5.4;8.43;11.60;3.17;""
"";"Per";"38274";"02 43 02 +48 15 55";"BU 521 AC";"2016";"9";233;71.9;8.43;11.69;3.26;""
"HD 16883";"Ari";"75531";"02 43 01 +20 13 50";"A 2220";"2016";"11";226;1.8;7.78;11.41;3.63;""
"HD 16994";"Cet";"167995";"02 42 57 -20 17 21";"HJ 3524";"2015";"26";166;19.8;7.67;9.16;1.49;""
"HD 16869";"Ari";"75530";"02 43 05 +27 00 15";"HDS 355";"2012";"6";257;0.4;8.20;10.85;2.65;""
"";"Cas";"23554";"02 43 09 +58 53 22";"A 970";"2015";"8";102;5.5;7.60;13.60;6.00;""
"HD 16909";"Ari";"93072";"02 43 21 +19 25 45";"BAG 20";"2019";"4";211;0.1;8.20;11.30;3.10;"Y"
"Kaffaljidhma";"Cet";"110707";"02 43 18 +03 14 09";"STF 299 AB";"2024";"242";299;1.9;3.54;6.18;2.64;"Y"
"HD 17098";"Eri";"216019";"02 43 20 -40 31 39";"HJ 3527 AB";"2016";"55";41;2.3;6.97;7.20;0.23;""
"NSV911";"Hor";"248632";"02 43 27 -66 42 51";"FIN 333";"2022";"34";214;0.4;6.83;7.23;0.40;"Y"
"HD 16983";"Ari";"93076";"02 43 49 +16 06 14";"HEI 23";"2016";"16";341;1.0;8.76;10.95;2.19;""
"HD 17082";"For";"168005";"02 43 45 -27 53 58";"BU 261 AB";"2016";"30";101;3.2;7.86;9.19;1.33;""
"";"For";"168005";"02 43 45 -27 53 58";"BU 261 AC";"2015";"10";134;69.8;7.86;10.51;2.65;""
"HD 16955";"Ari";"75539";"02 43 51 +25 38 18";"BU 306 AB";"2016";"32";19;2.9;6.40;10.36;3.96;""
"";"Ari";"75539";"02 43 51 +25 38 18";"BU 306 AC";"2015";"9";92;51.1;6.40;12.94;6.54;""
"The Per";"Per";"38288";"02 44 12 +49 13 42";"STF 296 AB";"2023";"86";305;21.2;4.16;9.10;4.94;"Y"
"";"Per";"38288";"02 44 12 +49 13 42";"STF 296 AC";"2002";"17";244;94.8;4.16;11.08;6.92;""
"HD 16968";"Per";"55824";"02 44 11 +35 06 54";"HJ 654";"2015";"18";43;33.4;7.22;11.55;4.33;""
"";"For";"";"02 44 15 -25 29 44";"FIN 379 Aa,Ab";"2021";"30";287;0.1;7.50;8.10;0.60;"Y"
"HD 17134";"For";"168012";"02 44 15 -25 29 44";"BSO 1 AB";"2018";"33";193;12.5;7.04;8.50;1.46;"Y"
"";"Ari";"75544";"02 44 37 +29 27 37";"STF 300";"2020";"143";316;3.1;7.89;8.08;0.19;""
"HD 17035";"Ari";"75546";"02 44 45 +24 11 04";"GRV 145";"2016";"12";279;18.1;8.25;12.03;3.78;""
"HD 17107";"Cet";"130090";"02 44 40 -01 57 43";"STF 303";"2020";"33";181;5.7;8.91;9.64;0.73;""
"Mu Cet";"Cet";"110723";"02 44 57 +10 06 51";"TOK 1 Aa,Ab";"2023";"45";230;0.3;4.20;6.20;2.00;"Y"
"";"Cet";"110723";"02 44 57 +10 06 51";"STG 2 AB";"2000";"3";344;158.4;4.20;13.60;9.40;""
"HD 17104";"Ari";"93085";"02 45 02 +14 14 15";"HU 1046";"2017";"18";127;0.8;7.95;10.65;2.70;""
"";"Per";"23583";"02 45 04 +57 08 09";"STI 1936";"2015";"13";219;10.0;8.31;12.90;4.59;""
"";"Per";"";"02 45 25 +56 33 49";"MLR 599 Aa,Ab";"2012";"4";7;0.2;8.55;"";"";""
"HD 16964";"Per";"23588";"02 45 25 +56 33 49";"STF 297 AB";"2024";"45";278;15.7;8.55;8.87;0.32;""
"";"Per";"23588";"02 45 25 +56 33 49";"STF 297 AC";"2024";"20";109;29.3;8.55;11.35;2.80;""
"";"Cet";"";"02 45 32 +01 33 14";"HLD 64";"2015";"17";219;5.2;8.90;12.70;3.80;""
"Gam Hor";"Hor";"248642";"02 45 27 -63 42 16";"HDO 306";"1999";"4";80;19.2;5.85;13.00;7.15;""
"HD 17343";"Eri";"216040";"02 45 38 -41 13 56";"CPO 30";"2016";"18";33;2.2;8.66;9.73;1.07;""
"HD 17653";"Hyi";"255919";"02 45 37 -71 14 09";"HDS 357";"2021";"12";17;0.4;6.79;10.56;3.77;"Y"
"";"Eri";"193896";"02 45 45 -39 43 02";"B 2077 AB";"1999";"2";18;10.5;7.60;14.50;6.90;""
"HD 17222";"Cet";"110735";"02 45 56 +07 14 29";"A 2024";"2016";"10";234;1.4;8.73;11.40;2.67;""
"HD 16893";"Cas";"12429";"02 45 60 +67 48 31";"HJ 1125";"2022";"16";224;26.3;8.58;11.84;3.26;""
"HD 17102";"Per";"38311";"02 45 59 +40 36 43";"HDS 359";"2011";"10";305;0.1;7.87;10.31;2.44;""
"HD 17251";"Eri";"130100";"02 45 60 -04 57 23";"BU 83 AB";"2022";"76";10;1.0;7.73;9.64;1.91;""
"HD 17063";"Per";"23597";"02 46 21 +53 09 47";"ES 9 AB";"2016";"16";28;2.9;8.47;11.98;3.51;""
"";"Per";"23597";"02 46 21 +53 09 47";"ES 9 AC";"2015";"5";305;10.3;8.47;14.00;5.53;""
"HD 17409";"For";"193906";"02 46 26 -36 54 35";"B 1436";"2016";"8";17;1.4;8.69;10.94;2.25;""
"";"Cas";"4723";"02 46 40 +75 24 29";"HJ 2151";"2015";"11";104;18.2;7.21;13.32;6.11;""
"HD 17478";"Eri";"216045";"02 46 45 -43 00 17";"RSS 60";"2015";"6";233;20.2;8.49;12.00;3.51;""
"HD 17088";"Cas";"23601";"02 46 51 +57 44 02";"HDS 360";"2012";"2";15;0.3;7.78;10.74;2.96;""
"HD 17600";"Hor";"248649";"02 46 52 -60 08 58";"HJ 3534 AB,C";"2016";"10";216;20.9;8.70;10.90;2.20;""
"HD 17159";"Per";"38322";"02 47 00 +50 07 28";"ARG 9";"2024";"41";152;2.5;8.86;9.05;0.19;"Y"
"CU Eri";"Eri";"148600";"02 46 58 -13 20 28";"RST 3371";"2016";"3";341;4.3;8.84;13.50;4.66;""
"";"Per";"55874";"02 47 09 +37 43 45";"A 1821 AB";"2016";"5";166;5.3;8.53;14.70;6.17;""
"";"Per";"55874";"02 47 09 +37 43 45";"A 1821 AC";"2016";"9";44;10.6;8.50;12.80;4.30;""
"HD 17240";"Per";"55872";"02 47 04 +35 33 17";"BU 9 AB";"2016";"66";217;0.9;6.42;8.64;2.22;"Y"
"";"Per";"55872";"02 47 04 +35 33 17";"BU 9 AC";"2015";"6";128;30.6;6.42;13.30;6.88;""
"HD 17249";"Per";"55876";"02 47 11 +36 33 49";"COU 1072";"2015";"9";42;0.7;8.57;10.88;2.31;""
"HD 17404";"Eri";"148603";"02 47 09 -15 22 38";"BU 1002";"2022";"15";359;1.4;8.25;10.52;2.27;""
"";"Ari";"93102";"02 47 20 +17 17 04";"A 2222 AB";"2016";"7";303;4.5;8.63;13.50;4.87;""
"";"Ari";"93104";"02 47 25 +17 12 36";"CHE 69";"2015";"11";352;28.2;8.54;12.82;4.28;""
"HD 17245";"Per";"38335";"02 47 31 +44 16 20";"CHR 7";"1984";"1";105;0.2;6.70;"";"";""
"HD 17332";"Ari";"93105";"02 47 27 +19 22 20";"STF 305 AB";"2022";"332";307;3.6;7.52;8.25;0.73;"Y"
"";"Ari";"93105";"02 47 27 +19 22 20";"STF 305 AC";"2015";"6";26;95.1;7.52;13.00;5.48;""
"HD 17198";"Per";"23611";"02 47 39 +53 56 36";"STF 301";"2016";"40";17;8.2;7.85;8.70;0.85;""
"HD 17330";"Ari";"75576";"02 47 39 +29 40 43";"BU 307";"2016";"22";316;16.0;7.11;11.60;4.49;""
"HD 17417";"Cet";"110751";"02 47 40 +01 42 20";"A 2411 AB";"2011";"18";280;0.4;8.22;9.62;1.40;""
"V563 Per";"Per";"23615";"02 47 49 +52 19 18";"HDS 362";"1991";"1";71;0.2;8.84;9.38;0.54;""
"HD 17329";"Ari";"55886";"02 47 45 +31 03 11";"BU 262";"2018";"42";50;1.7;8.24;9.89;1.65;""
"HD 17576";"For";"193923";"02 48 08 -36 58 54";"DAW 35 AB";"2015";"6";169;2.2;7.96;11.02;3.06;""
"";"Ari";"75580";"02 48 09 +27 04 07";"LDS 1138 AB";"2016";"12";22;20.3;7.62;15.59;7.97;""
"";"Ari";"75580";"02 48 09 +27 04 07";"LAF 28 AC";"2004";"1";131;11.8;5.70;18.90;13.20;""
"HD 17628";"Eri";"216055";"02 48 12 -45 19 34";"DON 41";"2016";"5";104;0.9;9.00;11.98;2.98;""
"HD 17627";"For";"193926";"02 48 38 -37 24 04";"HJ 3532";"2018";"41";144;5.3;7.01;8.11;1.10;""
"";"Cas";"4731";"02 48 42 +72 20 39";"MLR 450";"2016";"3";180;2.9;7.80;13.00;5.20;""
"HD 17359";"Per";"38352";"02 48 50 +49 11 02";"STF 304";"2016";"17";289;26.1;7.54;10.72;3.18;""
"HD 17597";"Eri";"148620";"02 48 54 -19 01 38";"B 1924";"1932";"2";236;0.4;9.00;11.00;2.00;""
"Bet For";"For";"193931";"02 49 05 -32 24 23";"B 1031 AB";"1928";"1";67;4.8;4.46;14.00;9.54;""
"Pi Ari";"Ari";"93127";"02 49 18 +17 27 52";"STF 311 AB";"2020";"82";118;3.3;5.32;7.95;2.63;""
"";"Ari";"93127";"02 49 18 +17 27 52";"STF 311 AC";"2018";"48";113;25.5;5.32;10.72;5.40;""
"HD 17617";"Eri";"148622";"02 49 20 -10 33 02";"STF 315";"2020";"43";166;1.2;8.10;8.90;0.80;"Y"
"HD 17497";"Tri";"55911";"02 49 27 +33 56 10";"STF 310";"2021";"21";93;2.4;7.36;10.42;3.06;""
"V480 Per";"Per";"23637";"02 49 31 +57 05 04";"MCA 9";"1980";"1";99;0.2;6.37;"";"";""
"HD 17510";"Per";"55912";"02 49 35 +36 48 29";"A 1822 CE";"2016";"14";310;2.0;8.32;11.46;3.14;""
"";"Ari";"55916";"02 49 41 +31 01 59";"GRV 148";"2015";"9";262;41.9;8.41;13.04;4.63;""
"";"Per";"23640";"02 49 42 +53 55 38";"ES 120";"2018";"8";72;4.3;8.99;12.60;3.61;""
"";"Per";"38371";"02 49 41 +45 24 16";"ES 705";"2015";"9";227;8.7;8.93;12.10;3.17;""
"HD 17692";"Eri";"168080";"02 49 47 -20 14 46";"HJ 3533";"2015";"27";267;37.8;7.56;8.19;0.63;""
"";"For";"168081";"02 49 51 -24 33 36";"BU 877 AB";"2016";"12";145;12.1;6.14;12.70;6.56;""
"Gam1 For";"For";"168081";"02 49 51 -24 33 36";"HJ 2161 AC";"2015";"15";129;37.3;6.27;11.18;4.91;""
"";"For";"168081";"02 49 51 -24 33 36";"FOX 9021 AD";"2015";"5";290;52.3;6.27;12.95;6.68;""
"HD 17327";"Cas";"12455";"02 49 58 +64 37 51";"STF 302";"2015";"14";170;5.3;7.54;10.34;2.80;""
"HD 17479";"Per";"38374";"02 49 58 +48 48 08";"HU 206";"2016";"9";337;1.9;8.33;10.43;2.10;""
"HD 17572";"Ari";"55920";"02 50 00 +30 31 35";"STT 46 AB";"2016";"17";75;4.8;6.78;10.79;4.01;""
"";"Ari";"55920";"02 50 00 +30 31 35";"HJ 656 AC";"2015";"9";185;13.8;6.78;12.70;5.92;""
"";"Ari";"75596";"02 49 59 +27 15 38";"MCA 10 Aa,Ab";"2003";"4";180;0.1;3.63;"";"";""
"Bharani";"Ari";"75596";"02 49 59 +27 15 38";"STT 47 AB";"2020";"29";296;34.7;3.63;11.04;7.41;""
"";"Ari";"75596";"02 49 59 +27 15 38";"H 5 116 AC";"2020";"28";238;27.7;3.63;10.66;7.03;""
"";"Ari";"75596";"02 49 59 +27 15 38";"H 6 5 AD";"2014";"31";237;122.3;3.63;8.80;5.17;""
"V793 Cas";"Cas";"4738";"02 50 12 +72 54 52";"HJ 2157 AB";"2015";"15";287;11.2;8.00;11.40;3.40;""
"";"Cas";"4738";"02 50 12 +72 54 52";"HJ 2157 AC";"2015";"17";22;24.4;8.00;10.58;2.58;""
"";"Cas";"4738";"02 50 12 +72 54 52";"HJ 2157 AD";"2015";"14";68;33.7;8.00;12.79;4.79;""
"Eta2 For";"For";"193940";"02 50 15 -35 50 37";"HJ 3536";"2016";"16";16;4.9;6.02;9.97;3.95;""
"HD 17699";"Eri";"130139";"02 50 21 -04 59 11";"BU 10 AB";"2022";"24";100;2.9;7.20;10.44;3.24;""
"";"Per";"55928";"02 50 35 +38 19 07";"BUP 34 AB";"2014";"9";122;75.8;4.25;12.80;8.55;""
"Miram";"Per";"23655";"02 50 42 +55 53 44";"STF 307 AB";"2024";"59";301;27.1;3.76;8.50;4.74;""
"";"Per";"23655";"02 50 42 +55 53 44";"STF 307 AC";"2024";"15";268;64.2;3.76;11.61;7.85;""
"";"Per";"23655";"02 50 42 +55 53 44";"WAL 19 AF";"2024";"8";25;57.0;3.76;11.44;7.68;""
"";"Eri";"216085";"02 50 48 -39 55 56";"HDS 368 Aa,Ab";"1991";"1";223;0.3;6.42;10.24;3.82;""
"Tau2 Eri";"Eri";"168094";"02 51 02 -21 00 14";"SEE 20";"2015";"6";127;49.6;4.75;15.00;10.25;""
"HD 17505";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AB";"2018";"30";93;2.2;7.39;9.09;1.70;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AC";"2015";"12";159;27.4;7.39;11.50;4.11;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AD";"2015";"5";76;16.7;7.39;12.00;4.61;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AE";"2015";"8";113;19.0;7.39;11.70;4.31;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AG";"2016";"18";157;123.7;7.39;8.37;0.98;""
"";"Cas";"12470";"02 51 08 +60 25 04";"TRN 13 AI";"2015";"5";144;4.7;7.39;14.00;6.61;""
"";"Cas";"12470";"02 51 08 +60 25 04";"STF 306 AF";"2015";"7";107;27.0;7.39;11.81;4.42;""
"";"Cas";"";"02 51 14 +60 23 10";"BU 1316 AB";"2018";"21";230;0.3;8.82;9.35;0.53;""
"HD 17779";"Cet";"110790";"02 51 21 +03 03 25";"HO 218";"1953";"11";215;0.1;8.80;8.80;0.00;""
"HD 17780";"Cet";"110789";"02 51 18 +01 42 09";"VOU 36";"2024";"23";18;0.2;8.23;9.54;1.31;""
"";"Cet";"";"02 51 27 -00 41 16";"RST 4752";"2016";"4";48;1.8;8.00;12.80;4.80;""
"HD 17647";"Per";"38396";"02 51 40 +45 58 45";"A 1281 AB";"2021";"34";151;0.7;8.97;10.72;1.75;"Y"
"HD 17708";"Per";"55948";"02 51 42 +38 54 05";"ROE 67 AB";"2018";"37";129;27.4;8.92;10.57;1.65;""
"";"Per";"55948";"02 51 42 +38 54 05";"SIN 6 AC";"2015";"8";256;178.0;8.92;14.60;5.68;""
"HD 18025";"Hor";"232919";"02 51 43 -52 33 34";"HU 1562";"2022";"28";75;0.1;8.79;9.71;0.92;"Y"
"HD 17603";"Per";"23663";"02 51 48 +57 02 54";"SCA 6";"2016";"12";261;32.1;8.57;11.14;2.57;""
"HD 17881";"Eri";"168103";"02 51 46 -21 17 23";"SEE 21";"2021";"19";323;0.1;9.00;9.20;0.20;""
"HD 18170";"Hor";"248672";"02 52 26 -59 55 56";"HJ 3541";"2016";"12";168;2.5;8.67;9.89;1.22;""
"HD 17907";"Cet";"110807";"02 52 40 +06 28 29";"STF 323";"2020";"70";278;2.7;7.81;7.92;0.11;""
"";"Cet";"110807";"02 52 40 +05 43 02";"LEP 10";"2016";"5";98;4.2;7.72;8.29;0.57;""
"";"Eri";"216081";"02 52 44 -41 23 31";"I 412";"2015";"6";288;20.3;6.69;14.50;7.81;""
"";"Per";"23674";"02 52 52 +52 59 51";"A 2906 AB";"2018";"25";115;0.3;7.26;8.78;1.52;"Y"
"NSV971";"Per";"23674";"02 52 52 +52 59 51";"STF 314 AB,C";"2024";"141";317;1.6;6.95;7.26;0.31;"Y"
"";"Cas";"12485";"02 52 58 +60 28 17";"BU 1375 AB";"2015";"7";179;16.9;7.25;13.11;5.86;""
"";"Cas";"12485";"02 52 58 +60 28 17";"BU 1375 AC";"2016";"11";24;75.9;7.25;12.54;5.29;""
"HD 18073";"For";"193962";"02 53 09 -35 02 29";"RST 5193";"2016";"4";241;1.8;8.20;12.40;4.20;""
"HD 17818";"Per";"38418";"02 53 21 +48 34 12";"STT 48";"2016";"12";317;6.6;6.37;10.55;4.18;""
"";"Eri";"130170";"02 53 27 -08 50 53";"RST 4216";"2016";"9";316;7.1;7.98;13.00;5.02;""
"HD 17706";"Cas";"12493";"02 53 40 +64 27 07";"MLR 307";"2008";"7";211;0.5;8.72;10.72;2.00;""
"";"Per";"55975";"02 53 43 +38 20 16";"BU 524 AB";"2015";"225";290;0.2;5.79;6.80;1.01;"Y"
"";"Per";"55982";"02 53 56 +31 41 48";"HJ 329";"2015";"11";108;35.4;7.99;12.60;4.61;""
"HD 18198";"Eri";"216086";"02 53 51 -44 36 20";"I 1480";"2022";"20";119;0.5;7.95;9.76;1.81;"Y"
"HD 17891";"Per";"38424";"02 54 01 +47 09 39";"BU 1293";"2016";"12";350;2.1;6.81;10.45;3.64;""
"HD 17996";"Ari";"93170";"02 53 59 +16 01 14";"HDS 370";"2012";"8";53;0.2;7.92;9.84;1.92;""
"";"For";"193970";"02 54 03 -35 54 17";"LDS 81";"2015";"7";189;36.5;8.25;13.80;5.55;""
"HD 17939";"Per";"55984";"02 54 07 +36 02 30";"STF 322";"2016";"23";321;5.7;8.92;10.70;1.78;""
"";"Cas";"12499";"02 54 11 +60 39 04";"ES 1815 AB";"2020";"10";234;6.8;8.52;10.20;1.68;""
"";"Cas";"12499";"02 54 11 +60 39 04";"ES 1815 AC";"2020";"11";53;16.0;8.52;13.20;4.68;""
"";"Cas";"4754";"02 54 19 +73 01 09";"MLR 451";"2016";"2";13;1.9;8.90;13.50;4.60;""
"";"Per";"23685";"02 54 15 +52 45 45";"LAB 1 Aa,Ab";"1994";"12";276;0.1;4.20;5.90;1.70;"Y"
"Tau Per";"Per";"23685";"02 54 15 +52 45 45";"EDG 1 AB";"2016";"10";107;51.0;3.95;12.28;8.33;""
"";"Per";"23685";"02 54 15 +52 45 45";"BU 1376 AC";"2016";"6";106;55.7;3.95;12.70;8.75;""
"HD 18408";"Hor";"248680";"02 54 23 -63 00 21";"I 148";"2016";"15";7;4.8;8.62;10.37;1.75;""
"";"Per";"23695";"02 54 59 +50 58 53";"CBL 15";"2016";"10";203;34.2;8.62;13.22;4.60;""
"";"Per";"55994";"02 55 01 +36 43 50";"A 1823";"2016";"9";163;3.1;8.59;13.40;4.81;""
"";"Eri";"";"02 54 54 -14 01 30";"HDS 372 Aa,Ab";"2019";"5";150;0.3;7.22;10.24;3.02;""
"";"Eri";"148663";"02 54 54 -14 01 30";"GAL 328 AB";"2015";"6";278;11.3;7.11;14.10;6.99;""
"HD 18218";"Eri";"148665";"02 55 08 -16 02 50";"HDS 373";"2021";"2";137;0.5;8.71;10.92;2.21;""
"HD 17911";"Cas";"23692";"02 55 13 +59 49 46";"MLR 520";"2011";"14";62;0.1;8.76;8.87;0.11;"Y"
"HD 17345";"Cep";"4753";"02 55 18 +80 06 24";"HDS 374";"1991";"1";53;0.4;7.40;10.89;3.49;""
"";"Ari";"75638";"02 55 22 +27 43 21";"HO 316";"2016";"9";289;20.4;6.80;13.40;6.60;""
"";"Cas";"4759";"02 55 33 +76 31 44";"HJ 2158";"2015";"8";158;16.5;7.65;13.40;5.75;""
"HD 18143";"Ari";"75644";"02 55 39 +26 52 24";"STF 326 AB";"2020";"109";221;4.6;7.68;10.02;2.34;"Y"
"";"Ari";"75644";"02 55 39 +26 52 24";"LDS 883 AC";"2020";"7";266;43.8;7.68;13.86;6.18;""
"";"Ari";"93187";"02 55 37 +13 10 42";"HU 1047";"2020";"7";200;0.2;8.70;10.40;1.70;""
"";"Per";"";"02 55 44 +47 46 49";"MET 18 AC";"2015";"4";47;12.9;7.21;14.21;7.00;""
"";"Ari";"56006";"02 55 39 +30 28 03";"COU 555 AB";"2016";"9";278;1.8;8.74;12.70;3.96;""
"";"Per";"56008";"02 55 46 +35 32 08";"HU 810 AB";"2016";"5";17;1.5;8.92;14.90;5.98;""
"";"Per";"56010";"02 55 47 +34 28 40";"STF 325 AB";"2019";"61";147;23.7;8.97;10.21;1.24;""
"HD 18377";"For";"193987";"02 55 51 -38 39 03";"B 679";"2016";"5";54;2.2;7.10;12.00;4.90;""
"";"Cas";"12517";"02 55 57 +61 31 16";"BUP 36 AB";"1999";"5";257;63.4;5.59;13.10;7.51;""
"HD 17948";"Cas";"12517";"02 55 57 +61 31 16";"BUP 36 AC";"2003";"6";38;81.4;5.63;11.92;6.29;""
"";"Per";"56013";"02 55 54 +31 34 44";"ES 325 AB";"2016";"11";2;13.7;8.10;12.91;4.81;""
"HD 17785";"Cas";"4776";"02 56 11 +72 53 10";"STF 312 AB";"2020";"93";49;1.7;8.16;8.92;0.76;"Y"
"";"Cas";"4776";"02 56 11 +72 53 10";"STF 312 AD";"2015";"9";283;59.0;8.16;12.82;4.66;""
"";"Cas";"4776";"02 56 11 +72 53 10";"STF 312 AC";"2022";"36";132;43.0;8.16;10.14;1.98;""
"NSV985";"Cas";"12519";"02 56 25 +64 19 57";"BLL 9 AB";"2016";"11";130;118.6;6.44;10.61;4.17;""
"HD 18161";"Per";"38453";"02 56 22 +41 25 55";"HDS 377";"2015";"3";45;0.3;8.52;10.38;1.86;""
"";"Per";"38455";"02 56 33 +47 09 50";"STF 324 AB";"2016";"11";204;25.5;5.60;12.80;7.20;""
"HD 18436";"For";"193996";"02 56 34 -39 26 46";"COO 17";"2016";"21";190;3.3;8.66;9.00;0.34;""
"HD 18320";"Cet";"110861";"02 56 47 +03 30 03";"PLQ 37";"2017";"14";145;14.3;8.71;10.97;2.26;""
"HD 18309";"Ari";"93197";"02 57 02 +17 14 22";"HO 317";"2016";"25";309;3.6;8.96;11.11;2.15;""
"";"Hor";"248692";"02 57 01 -63 02 06";"RST 56";"2015";"4";143;5.6;7.39;13.00;5.61;""
"HD 18368";"Cet";"110868";"02 57 15 +01 53 15";"A 2413";"2022";"105";170;0.6;8.28;8.62;0.34;"Y"
"HD 18384";"Cet";"168181";"02 57 11 -00 34 28";"STF 330";"2018";"39";192;8.9;7.25;9.06;1.81;""
"";"For";"168181";"02 57 15 -24 58 10";"BU 741 AB";"2023";"85";110;0.1;8.06;8.20;0.14;"Y"
"HD 18445";"For";"168181";"02 57 15 -24 58 10";"S 423 AB,C";"2017";"36";226;29.2;8.06;7.86;0.20;""
"";"For";"194002";"02 57 13 -24 58 30";"BEU 4 Ca,Cb";"2023";"20";142;0.1;8.24;9.30;1.06;"Y"
"";"For";"168180";"02 57 13 -24 58 30";"HDS 379 CD";"1991";"2";173;5.1;7.86;11.88;4.02;""
"HD 18307";"Per";"56033";"02 57 37 +35 44 30";"GRV 154";"2015";"11";353;22.9;8.74;11.80;3.06;""
"HD 18629";"Hor";"232951";"02 57 50 -50 09 10";"B 1441";"2016";"8";27;1.7;8.52;11.18;2.66;""
"HD 18433";"Cet";"110875";"02 57 52 +00 24 48";"STF 332";"2016";"51";53;12.0;8.94;9.10;0.16;""
"47 Ari";"Eri";"148689";"02 58 02 -15 50 18";"HU 811 AB";"2016";"14";239;1.7;8.13;10.22;2.09;""
"HD 18056";"Cas";"12530";"02 58 07 +69 11 36";"STF 317";"2019";"32";82;4.0;7.93;9.82;1.89;""
"Acamar";"Eri";"216113";"02 58 16 -40 18 17";"PZ 2";"2020";"81";90;8.2;3.20;4.12;0.92;""
"";"Ari";"93211";"02 58 24 +19 13 46";"YR 9";"2019";"11";239;0.6;8.85;12.41;3.56;""
"";"Ari";"75666";"02 58 36 +24 08 02";"BU 1173 AB";"2015";"73";108;0.2;8.30;8.35;0.05;"Y"
"HD 18461";"Ari";"93213";"02 58 39 +17 40 37";"HO 498";"2007";"3";62;0.4;8.80;12.30;3.50;""
"HD 18543";"Eri";"130215";"02 58 42 -02 46 58";"KUI 10";"2016";"7";243;3.0;5.23;12.50;7.27;""
"HD 18484";"Ari";"75671";"02 58 53 +21 37 04";"BU 525";"2024";"196";275;0.5;7.47;7.45;0.02;"Y"
"Eps Ari";"Ari";"75673";"02 59 13 +21 20 26";"STF 333 AB";"2023";"471";211;1.3;5.17;5.57;0.40;"Y"
"";"Ari";"75673";"02 59 13 +21 20 26";"STF 333 AC";"2000";"5";192;145.6;5.17;12.70;7.53;""
"";"Cas";"12552";"02 59 23 +60 33 60";"TRN 14 AB";"2016";"3";358;2.5;7.98;16.30;8.32;""
"HD 18570";"Cet";"110883";"02 59 22 +06 39 08";"STF 334";"2020";"104";308;1.1;7.90;8.23;0.33;""
"HD 18628";"Eri";"148700";"02 59 26 -10 16 27";"A 2610";"1995";"12";8;0.4;8.86;9.22;0.36;""
"HD 18483";"Per";"56056";"02 59 33 +37 52 41";"HO 219 DE";"2021";"16";250;6.6;8.44;12.30;3.86;""
