name,x,y,z,mag
T 193,0.96436282,0.15243715,-0.21625741,6.0
T 194,0.71274518,0.11288181,-0.69228030,7.5
T 195,0.68160757,0.10966410,0.72345345,5.0
T 196,0.92253746,0.14800252,-0.35639849,6.0
T 197,0.98413463,0.15876832,-0.07919368,7.0
T 198,0.76558330,0.12366515,-0.63133917,6.5
T 199,0.26694080,0.04397493,0.96270910,5.0
T 200,0.93483605,0.15352449,-0.32017461,2.5
T 201,0.96252132,0.15910578,-0.21963164,7.0
T 202,0.66517225,0.11060023,0.73845343,5.5
T 203,0.96728192,0.16137746,-0.19576261,5.0
T 204,0.52057747,0.08649424,-0.84942207,5.0
T 205,0.57214892,0.09620410,0.81448781,5.5
T 206,0.76518582,0.12856652,-0.63084175,6.0
T 207,0.90954335,0.15449991,-0.38582467,6.0
T 208,0.98572217,0.16821354,-0.00748419,7.5
T 209,0.96116589,0.16389863,-0.22203013,7.5
T 210,0.71762360,0.12226539,-0.68561472,7.5
T 211,0.57055701,0.09833585,0.81534947,7.5
T 212,0.26885184,0.04673374,0.96204711,6.0
T 213,0.98128753,0.16879835,-0.09263850,6.0
T 214,0.88954394,0.15336341,0.43033853,7.5
T 215,0.71656460,0.12328363,-0.68653938,6.5
T 216,0.95795405,0.16548988,-0.23438672,6.0
T 217,0.57361541,0.09917089,-0.81309931,6.0
T 218,0.94162784,0.16369504,-0.29417843,7.0
T 219,0.85080504,0.14887827,0.50395043,8.0
T 220,0.85071044,0.14905033,0.50405927,7.5
T 221,0.63954300,0.11138245,-0.76064361,8.0
T 222,0.95215229,0.16793233,0.25535220,6.5
T 223,0.65595128,0.11533154,-0.74594004,7.0
T 224,0.96536601,0.17241143,0.19581309,6.0
T 225,0.93129177,0.16681395,0.32383444,6.0
T 226,0.90201967,0.16197727,0.40015481,4.0
T 227,0.62249228,0.11234051,0.77452113,7.0
T 228,0.97859700,0.17665751,0.10554640,6.0
T 229,0.88733284,0.16073377,0.43220955,8.0
T 230,0.53348735,0.09754196,0.84016475,4.0
T 231,0.92306306,0.16808276,0.34598088,6.0
T 232,0.59644718,0.10803864,-0.79534798,9.5
T 233,0.97695113,0.17904789,-0.11622539,7.5
T 234,0.62838665,0.11578032,0.76923672,5.0
T 235,0.98018005,0.18076417,0.08106411,6.0
T 236,0.97686084,0.18018128,0.11522846,6.0
T 237,0.93689526,0.17457697,0.30290289,8.0
T 238,0.97596725,0.18175259,0.12022445,5.0
T 239,0.94356986,0.17664689,0.28012817,5.5
T 240,0.74825007,0.14179685,0.64808602,4.0
T 241,0.97446743,0.18543844,0.12659311,9.0
T 242,0.87502150,0.16680254,0.45443843,6.0
T 243,0.70269473,0.13445294,0.69867198,6.5
T 244,0.95215505,0.18140003,-0.24595690,6.0
T 245,0.66515051,0.12673966,-0.73587490,7.0
T 246,0.97123746,0.18625197,-0.14835091,8.0
T 247,0.62017314,0.11998983,0.77523397,7.0
T 248,0.02808732,0.00617223,0.99958642,6.5
T 249,0.96264348,0.18660103,-0.19620803,6.0
T 250,0.94206774,0.18339593,0.28084571,8.0
T 251,0.61897653,0.12155894,0.77594554,6.5
T 252,0.70508212,0.13771336,-0.69562507,7.5
T 253,0.97315890,0.19110861,0.12821563,8.0
T 254,0.97535535,0.19222360,0.10831452,7.5
T 255,0.97979750,0.19433181,0.04724409,6.5
T 256,0.95894764,0.19090152,0.20970462,7.5
T 257,0.96559674,0.19222858,-0.17513169,7.0
T 258,0.60827556,0.12097937,-0.78445194,6.0
T 259,0.48364879,0.09758471,0.86980519,5.0
T 260,0.70023337,0.14256373,-0.69953471,7.5
T 261,0.60284235,0.12424817,0.78812657,6.5
T 262,0.97888348,0.20192825,-0.03181387,5.0
T 263,0.92902422,0.19266806,0.31590032,8.0
T 264,0.93269216,0.19365234,0.30427635,8.5
T 265,0.97740565,0.20283894,0.05945213,8.5
T 266,0.51424472,0.10834843,0.85077200,5.5
T 267,0.97467269,0.20498465,0.08941166,8.5
T 268,0.94704429,0.19891870,-0.25206837,8.0
T 269,0.92756636,0.19704514,0.31748050,6.0
T 270,0.96497559,0.20505422,-0.16363032,6.5
T 271,0.82017216,0.17455689,-0.54483715,8.0
T 272,0.90048523,0.19252180,0.38995090,6.0
T 273,0.90175815,0.19355178,0.38648408,8.0
T 274,0.97170042,0.21029819,0.10757773,7.0
T 275,0.48795633,0.10633396,0.86636696,3.0
T 276,0.51039732,0.11138193,0.85269493,5.0
T 277,0.87410679,0.19081552,0.44668418,6.0
T 278,0.80455783,0.17615041,0.56714878,7.0
T 279,0.96730369,0.21176488,-0.13956793,6.0
T 281,0.95057936,0.20898538,0.22961704,7.0
T 280,0.07500583,0.01731032,0.99703284,5.0
T 282,0.77135364,0.17032780,0.61319002,4.0
T 283,0.95537906,0.21076029,-0.20695640,6.0
T 284,0.60685528,0.13485009,0.78328930,7.5
T 285,0.87998261,0.19514979,0.43306716,8.0
T 286,0.60787382,0.13669227,0.78217942,7.5
T 287,0.89991386,0.20173638,0.38659730,5.0
T 288,0.57547862,0.12849832,-0.80765867,7.0
T 289,0.91186616,0.20561592,0.35527764,7.5
T 290,0.97544174,0.21993088,0.01199214,8.5
T 291,0.85857327,0.19457180,0.47433507,6.0
T 292,0.81509034,0.18590156,0.54869696,7.0
T 294,0.95589019,0.21781464,0.19705513,8.0
T 293,0.94993395,0.21648882,0.22529556,6.5
T 295,0.91160847,0.20904061,0.35393787,8.0
T 296,0.96888081,0.22298687,0.10745623,7.0
T 297,0.95503936,0.22017675,0.19854981,8.0
T 298,0.05963126,0.01471679,0.99811198,6.0
T 299,0.95242386,0.22197138,-0.20884803,6.0
T 300,0.84304819,0.19689042,-0.50050366,5.0
T 301,0.52025166,0.12262610,0.84516333,8.5
T 302,0.97338734,0.22915823,0.00189604,8.0
T 303,0.96803242,0.22950209,0.10120292,6.5
T 304,0.91053700,0.21776190,0.35142871,7.0
T 305,0.69007979,0.16628400,0.70437172,7.5
T 306,0.95535934,0.23244672,0.18236516,8.0
T 307,0.96363627,0.23450085,0.12811903,8.0
T 308,0.95290218,0.23237222,0.19488609,8.0
T 309,0.88307106,0.21596980,0.41658438,6.5
T 310,0.52038940,0.12743997,-0.84436599,7.5
T 311,0.96290552,0.23836073,0.12647974,7.5
T 312,0.73600673,0.18311912,0.65173728,5.5
T 313,0.83057137,0.20697101,0.51702438,6.0
T 314,0.75550218,0.18747332,-0.62775011,7.0
T 315,0.96050021,0.23947323,0.14174596,7.0
T 316,0.96212441,0.24194470,0.12561599,4.0
T 317,0.82040729,0.20633607,-0.53325163,6.0
T 318,0.96505285,0.24386852,-0.09592256,6.0
T 319,0.51839751,0.13104879,-0.84503860,6.5
T 320,0.61828716,0.15839983,0.76982497,6.5
T 321,0.96343242,0.24602900,0.10614946,8.0
T 322,0.96179660,0.25020316,0.11111113,8.5
T 323,0.96874659,0.24775465,0.01215227,6.5
T 324,0.83739272,0.21397867,-0.50297770,6.5
T 325,0.32684038,0.08505040,0.94124481,6.5
T 326,0.68567891,0.17705619,-0.70604217,7.5
T 327,0.96404398,0.25112816,0.08691294,6.5
T 328,0.93773746,0.24467359,0.24654265,6.0
T 329,0.43743714,0.11534072,0.89182132,7.0
T 330,0.90401517,0.23793919,0.35516407,5.5
T 331,0.90405844,0.23797014,0.35503316,6.5
T 332,0.82413264,0.21819246,0.52268293,7.0
T 333,0.96400194,0.25539066,0.07399906,7.0
T 334,0.96395802,0.25554940,0.07402322,8.0
T 336,0.95000161,0.25170364,-0.18477615,6.0
T 335,0.56353880,0.15025023,0.81231083,6.0
T 337,0.58379462,0.15569416,0.79683321,7.0
T 338,0.89681591,0.23839594,0.37267760,8.0
T 339,0.63519772,0.17001969,0.75340372,6.5
T 340,0.94992615,0.25371369,-0.18239978,6.0
T 341,0.94382107,0.25284054,0.21277558,6.5
T 342,0.94974720,0.25528283,-0.18113788,8.5
T 343,0.18384954,0.05057438,0.98165247,6.5
T 344,0.91015314,0.24574199,0.33351482,7.5
T 345,0.70256107,0.19099730,0.68551293,5.5
T 346,0.77764656,0.21050071,-0.59241478,7.0
T 347,0.65355569,0.17667461,-0.73596945,3.5
T 348,0.82388480,0.22501039,0.52017704,7.0
T 349,0.90590277,0.24802969,0.34325128,6.0
T 350,0.84979910,0.23342822,0.47260211,6.5
T 351,0.94822728,0.26065046,-0.18145620,6.0
T 352,0.96389275,0.26525681,0.02344332,7.0
T 353,0.35912597,0.09996428,0.92792008,6.5
T 354,0.95131959,0.26307592,0.16056804,8.0
T 355,0.96003918,0.26600485,0.08698387,5.0
T 356,0.66220749,0.18442806,0.72626960,5.0
T 357,0.71163945,0.19665916,-0.67445865,7.5
T 358,0.71428914,0.19836213,-0.67115087,7.0
T 359,0.94608755,0.26367825,-0.18812796,3.5
T 360,0.89125631,0.24982385,0.37848413,8.0
T 361,0.78905808,0.22152869,0.57298550,2.0
T 362,0.89329172,0.25056738,0.37315667,7.5
T 363,0.02249485,0.00740708,0.99971952,2.5
T 365,0.72155733,0.20428485,0.66153058,6.5
T 366,0.90990860,0.25722689,0.32542382,6.0
T 364,0.41627401,0.11849639,0.90148464,5.0
T 367,0.55878421,0.15884579,0.81395836,4.5
T 368,0.87312755,0.24850327,0.41939767,6.5
T 369,0.53929435,0.15242718,-0.82820743,5.0
T 370,0.92897745,0.26446425,0.25895859,6.0
T 371,0.76696052,0.22047927,0.60262795,6.0
T 372,0.94796358,0.27151294,-0.16627018,6.0
T 373,0.41589444,0.12035323,0.90141384,8.0
T 374,0.82580376,0.23767360,0.51142879,7.0
T 375,0.96064052,0.27605242,0.03106218,6.0
T 376,0.17904092,0.05265374,0.98243164,7.0
T 377,0.94930365,0.27378647,0.15447831,7.5
T 378,0.51975354,0.14943130,-0.84114597,7.5
T 379,0.83643326,0.24292172,0.49129262,6.0
T 380,0.90032177,0.26128673,0.34806601,5.0
T 381,0.88985210,0.25910128,0.37553931,8.0
T 382,0.94661025,0.27561579,0.16722731,7.0
T 383,0.68244414,0.19999749,0.70304409,7.5
T 384,0.95835285,0.28102273,-0.05085318,6.5
T 385,0.50366284,0.14687228,-0.85132384,7.0
T 386,0.51536959,0.15055521,-0.84363932,7.5
