name,x,y,z,mag
U 496,0.85847653,0.18977896,-0.47644726,6.8
U 497,0.86967269,0.19286375,-0.45439299,8.2
U 498,0.87462001,0.19599058,0.44342704,6.5
U 499,0.89992540,0.20171150,0.38658343,5.0
U 500,0.97493116,0.21946909,0.03664086,9.0
U 501,0.87656684,0.19722653,-0.43901283,6.7
U 502,0.07500424,0.01731415,0.99703289,5.0
U 503,0.78063824,0.17715112,0.59935083,7.4
U 504,0.75995180,0.17274548,0.62660375,6.0
U 505,0.97478201,0.22178428,0.02473394,8.0
U 506,0.94993718,0.21648344,0.22528710,6.5
U 507,0.96774711,0.22110023,0.12074856,8.5
U 508,0.97432032,0.22293835,0.03159771,7.8
U 509,0.78319201,0.18023978,0.59508310,8.0
U 510,0.97385031,0.22468735,0.03363274,9.5
U 511,0.86197126,0.19988098,-0.46588961,7.8
U 512,0.96653460,0.22532358,0.12263829,9.0
U 513,0.95242668,0.22195336,-0.20885431,6.0
U 514,0.91328321,0.21321440,-0.34706397,7.2
U 515,0.97318896,0.22738672,0.03461979,8.8
U 516,0.84304822,0.19688762,-0.50050471,4.6
U 517,0.97253915,0.22891334,0.04202707,8.6
U 518,0.97156456,0.22965821,0.05761434,8.2
U 519,0.97257959,0.22993292,-0.03492570,8.7
U 520,0.96803145,0.22950053,0.10121571,6.5
U 521,0.79682504,0.18923186,0.57381283,6.5
U 522,0.97190442,0.23086549,0.04585756,7.7
U 523,0.79388725,0.18874737,-0.57802895,7.0
U 524,0.97214017,0.23189536,0.03417636,8.0
U 525,0.97006437,0.23142800,0.07359479,9.0
U 526,0.96070987,0.23144240,0.15320238,8.0
U 527,0.96262606,0.23204958,0.13965697,9.0
