index1,index2,mag,dist
CD -46°14826,PPM 304437,9.0,6.73
CD -42°16553,PPM 304441,9.3,8.58
CD -44°15419,PPM 304442,9.2,3.97
CD -50°14096,PPM 304443,8.9,8.87
CD -44°15420,PPM 304444,6.5,4.85
CD -44°15421,PPM 304447,8.2,3.69
CD -49°14311,PPM 304448,9.2,3.46
CD -46°14833,PPM 304458,8.1,23.44
CD -43°15563,PPM 304461,9.2,5.19
CD -49°14316,PPM 304462,5.8,4.33
CD -42°16560,PPM 304463,7.8,5.09
CD -48°14666,PPM 304464,9.4,11.68
CD -42°16563,PPM 304465,7.4,6.03
CD -45°15213,PPM 304468,9.4,13.18
CD -46°14836,PPM 304470,8.5,7.73
CD -49°14319,PPM 304474,9.1,1.23
CD -42°16567,PPM 304476,7.8,3.48
CD -42°16568,PPM 304479,9.6,2.46
CD -44°15432,PPM 304488,8.3,4.62
CD -46°14840,PPM 304489,9.6,6.68
CD -46°14842,PPM 304496,9.6,3.43
CD -45°15223,PPM 304500,9.6,6.09
CD -42°16575,PPM 304502,9.5,9.91
CD -42°16577,PPM 304504,9.5,0.79
CD -50°14111,PPM 304510,9.6,6.60
CD -45°15227,PPM 304511,8.2,34.41
CD -43°15576,PPM 304512,9.1,8.72
CD -48°14684,PPM 304513,7.5,3.25
CD -44°15438,PPM 304514,9.2,12.33
CD -45°15230,PPM 304515,9.6,7.91
CD -45°15232,PPM 304517,9.7,7.00
CD -44°15439,PPM 304519,8.2,14.60
CD -47°14785,PPM 304522,8.7,8.34
CD -45°15236,PPM 304523,9.4,2.98
CD -42°16584,PPM 304525,9.2,2.76
CD -48°14687,PPM 304530,9.5,2.23
CD -43°15579,PPM 304532,8.6,5.53
CD -44°15446,PPM 304533,8.6,1.79
CD -46°14858,PPM 304535,9.3,2.20
CD -49°14334,PPM 304536,9.2,3.32
CD -50°14116,PPM 304537,9.7,13.52
CD -43°15584,PPM 304538,7.5,0.95
CD -48°14688,PPM 304541,9.5,11.53
CD -45°15239,PPM 304542,9.6,4.95
CD -42°16587,PPM 304544,7.7,12.38
CD -49°14336,PPM 304548,9.6,9.91
CD -44°15454,PPM 304549,9.0,9.47
CD -44°15455,PPM 304550,9.0,6.79
CD -45°15243,PPM 304551,9.8,4.64
CD -49°14337,PPM 304555,5.7,9.62
CD -48°1,PPM 304556,9.0,9.11
CD -44°15458,PPM 304557,9.8,11.98
CD -44°2,PPM 304559,9.5,8.65
CD -44°5,PPM 304569,7.6,7.33
CD -42°1,PPM 304572,8.8,2.71
CD -42°3,PPM 304574,8.5,2.25
CD -43°3,PPM 304578,8.9,3.63
CD -45°6,PPM 304581,9.1,7.38
CD -45°7,PPM 304583,8.2,1.65
CD -45°8,PPM 304584,9.7,17.90
CD -47°13,PPM 304586,8.3,6.49
CD -44°8,PPM 304587,9.7,11.43
CD -42°7,PPM 304590,9.5,5.96
CD -44°10,PPM 304593,9.3,16.61
CD -46°10,PPM 304595,8.7,9.21
CD -42°10,PPM 304596,9.6,10.69
CD -44°11,PPM 304597,9.6,21.17
CD -45°13,PPM 304599,9.6,13.47
CD -43°11,PPM 304601,9.3,7.98
CD -44°12,PPM 304602,9.2,8.27
CD -47°16,PPM 304605,7.8,3.93
CD -49°11,PPM 304606,9.7,3.04
CD -44°18,PPM 304612,9.5,8.80
CD -42°19,PPM 304614,9.3,9.88
CD -47°23,PPM 304622,9.0,1.16
CD -50°21,PPM 304624,8.5,6.09
CD -45°17,PPM 304626,7.5,13.86
CD -49°20,PPM 304630,8.3,5.56
CD -48°15,PPM 304631,8.7,3.40
CD -44°24,PPM 304632,9.2,1.15
CD -45°22,PPM 304638,9.8,2.92
CD -50°28,PPM 304640,10.0,15.97
CD -42°26,PPM 304641,8.8,9.87
CD -45°25,PPM 304643,9.8,8.43
CD -49°25,PPM 304645,9.4,7.42
CD -47°31,PPM 304646,9.3,17.96
CD -50°30,PPM 304651,8.0,6.00
CD -45°27,PPM 304652,9.6,8.76
CD -48°21,PPM 304654,8.7,5.85
CD -42°32,PPM 304655,6.6,1.60
CD -46°30,PPM 304656,9.3,9.09
CD -43°30,PPM 304663,7.2,6.05
CD -46°33,PPM 304664,9.1,1.61
CD -48°23,PPM 304666,9.2,2.50
CD -44°31,PPM 304667,9.3,11.07
CD -44°33,PPM 304669,9.3,12.13
CD -43°32,PPM 304671,7.2,4.66
CD -42°39,PPM 304674,9.3,2.54
CD -49°33,PPM 304676,9.1,8.11
CD -49°35,PPM 304679,6.9,10.97
CD -49°36,PPM 304681,8.6,16.63
CD -42°42,PPM 304682,9.7,5.66
CD -43°38,PPM 304683,9.8,15.01
CD -42°44,PPM 304686,9.9,11.04
CD -44°40,PPM 304690,9.4,6.23
CD -44°41,PPM 304691,9.7,12.13
CD -50°41,PPM 304693,8.1,3.03
CD -48°27,PPM 304694,8.3,4.95
CD -47°44,PPM 304696,8.3,2.88
CD -44°42,PPM 304697,8.5,6.10
CD -46°42,PPM 304698,7.2,3.62
CD -45°49,PPM 304702,8.7,10.22
CD -42°52,PPM 304704,8.7,20.38
CD -42°54,PPM 304707,8.2,2.96
CD -43°45,PPM 304708,9.6,2.98
CD -42°55,PPM 304712,9.5,6.47
CD -46°51,PPM 304715,7.6,2.41
CD -44°44,PPM 304717,9.9,11.84
CD -44°45,PPM 304718,9.8,5.89
CD -43°50,PPM 304720,8.5,2.99
