19600, 8.2, ZC. 1409
19601, 8.7, OA. 13659
19602, 8.7, ZC. 1410
19603, 8.2, ZC. 1412
19604, 7.5, L. 5952
19605, 6.9, Ll. 26426
19606, 8.5, OA. 13661
19607, 7.7, L. 5913
19608, 7.7, L. 5924
19609, 7.5, L. 5956
19610, 8.5, ZC. 1423
19611, 8.2, B. 4932
19612, 9, ZC. 1433
19613, 7.2, L. 5955
19614, 7.5, L. 5959
19615, 8.2, OA. 13668
19616, 10, ZC. 1442
19617, 9, M. 1206
19618, 8.7, ZC. 1449
19619, 8.7, ZC. 1450
19620, 8, ZC. 1451
19621, 8.2, Ll. 26437
19622, 8, ZC. 1455
19623, 8, ZC. 1457
19624, 7.0, L. 5958
19625, 8.2, B. 4935
19626, 8.5, Schj. 5142
19627, 8.5, OA. 13675
19628, 9, ZC. 1473
19629, 7.7, B. 4936
19630, 7.7, P. 94
19631, 8.5, ZC. 1478
19632, 9, ZC. 1481
19633, 7.1, L. 5962
19634, 7.5, L. 5948
19635, 7.5, L. 5961
19636, 7, L. 5944
19637, 6.6, L. 5963
19638, 6.9, Ll. 26459
19639, 8.2, L. 5968
19640, 9, ZC. 1498
19641, 7, L. 5954
19642, 8.5, ZC. 1505
19643, 8.5, OA. 13681
19644, 7.5, L. 5967
19645, 9.2, ZC. 1508
19646, 8, B. 4938
19647, 8.7, OA. 13683
19648, 8.2, ZC. 1511
19649, 7, B. 4942
19650, 9, M. 1208
19651, 7, L. 5965
19652, 8.2, ZC. 1516
19653, 8, L. 5971
19654, 7.7, Ll. 26463
19655, 8.5, ZC. 1524
19656, 7.5, L. 5960
19657, 8.7, M. 1211
19658, 7, Ll. 26477
19659, 8, ZC. 1531
19660, 8.5, ZC. 1532
