13558, 8.5, OA. 10234
13559, 6.9, UA. 164
13560, 7.2, ZC. 3939
13561, 9, OA. 10235
13562, 6.6, L. 4074
13563, 6.4, L. 4077
13564, 8.2, ZC. 3952
13565, 10.2, G. 1161
13566, 6.7, L. 4076
13567, 10, 
13568, 7.1, ZC. 3958
13569, 7, L. 4099
13570, 9.5, G. 1162
13571, 8.5, ZC. 3963
13572, 7, B. 2741
13573, 6.7, Ll. 19512
13574, 8.5, Ll. 19513
13575, 8, B. 2744
13576, 7.2, ZC. 3978
13577, 7.7, L. 4082
13578, 8.5, ZC. 3983
13579, 8.7, ZC. 3985
13580, 7, Ll. 19519
13581, 7.7, B. 2746
13582, 8, OA. 10247
13583, 9, OA. 10248
13584, 8, OA. 10249
13585, 6.7, L. 4085
13586, 6.9, L. 4088
13587, 7.2, L. 4084
13588, 7.7, ZC. 4018
13589, 8.7, B. 2749
13590, 8.2, B. 2748
13591, 9.5, ZC. 4035
13592, 9.2, B. 2750
13593, 3.9, 
13594, 7, L. 4102
13595, 7, L. (4087) B. 2747
13596, 7.5, L. 4090
13597, 9, G. 1167
13598, 8.5, B. 2761
13599, 8, G. 1166
13600, 7.7, L. 4091
13601, 6.5, L. 4094
13602, 7.5, Ll. 19531
13603, 9, OA. 10261
13604, 6.8, L. 4139
13605, 7.5, OA. 10262
13606, 9, 
13607, 6.2, L. 4092
13608, 8.5, ZC. 4081
13609, 8.2, Ll. 19538
13610, 7, L. 4089
13611, 8.2, ZC. 4095
13612, 8.2, 
