13900, 8.2, ZC. 489
13901, 8, L. 4186
13902, 8.5, ZC. 490
13903, 7.7, L. 4188
13904, 8.7, B. 2878
13905, 7.5, L. 4199
13906, 6.7, Ll. 19880
13907, 7.5, L. 4254
13908, 8.7, OA. 10451
13909, 7.2, L. 4187
13910, 8.7, ZC. 512
13911, 8, B. 2879
13912, 8.5, B. (2883)
13913, 8.5, ZC. 520
13914, 7.5, L. 4205
13915, 8.2, B. 2882
13916, 8.2, Ll. 19885
13917, 7.2, Ll. 19891
13918, 7.7, L. 4190
13919, 8, B. 2886
13920, 8, Ll. 19890
13921, 7.4, L. 4209
13922, 7.3, L. 4192
13923, 6.8, L. 4200
13924, 8.2, L. 4197
13925, 6.4, L. 4201
13926, 8, Ll. 19895
13927, 7.7, F. 20
13928, 8, B. 2889
13929, 6.4, L. 4193
13930, 6.7, L. 4198
13931, 8.2, ZC. 571
13932, 7.7, L. 4207
13933, 8.5, ZC. 578
13934, 8.5, OA. 10463
13935, 6.7, L. 4196
13936, 7.5, F. 21
13937, 7.2, L. 4219
13938, 8.5, B. 2893
13939, 7.5, B. 2890
13940, 6.8, Ll. 19920
13941, 6.4, L. 4202
13942, 5.8, L. 4206
13943, 6.8, L. 4204
