28072, 6.8, Ll. 39357
28073, 5.3,
28074, 7.0, Ll. 39350
28075, 8, ZC. 726
28076, 8.5, OA. 20534
28077, 8.5, ZC. 729
28078, 7, Ll. 39367
28079, 6.3, F. 68
28080, 7, By. 2627
28081, 7, Ll. 39372
28082, 9.2, OA. 20541
28083, 8, P. 148
28084, 8.5, OA. (20542)
28085, 7.5,
28086, 8.5, OA. 20539
28087, 9.5,
28088, 7.7,
28089, 7.7, L. 8413
28090, 6.7, L. 8424
28091, 10,
28092, 6.5, L. 8463
28093, 7.7, Ll. 39373
28094, 6.9, Ll. 39397
28095, 9, ZC. 747
28096, 9, M. 1962
28097, 8.5, ZC. 751
28098, 8.7, ZC. 754
28099, 7.5, Ll. 39390
28100, 6.2,
28101, 8, ZC. 755
28102, 7.7, ZC. 756
28103, 7.7, B. 6866
28104, 7.7, M. 1964
28105, 5.3, F. 69
28106, 7.3, L. 8431
28107, 9, Cape III. 960
28108, 6.5, L. 8466
28109, 7.5, Ll. 39419
28110, 6.5, L. 8437
28111, 8, P. 158
28112, 9.2,
28113, 9, ZC. 780
28114, 8.5, L. 8465
28115, 8.5,
28116, var., UA. 26
28117, 6.9, L. 8436
28118, 8.5, OA. 20561
28119, 7.3, L. 8456
28120, 7.5, P. 159
28121, 8, P. 160
28122, 6.4, Y. 8892
28123, 7.7, Ll. 39452
28124, 8, OA. 20565
