8698, 7.5, Ll. 13483
8699, 8, ZC. 2612
8700, 7.0, Ll. 13486
8701, 8, L. 2596
8702, 8.5, 
8703, 9.5, 
8704, 7.5, Y. 2809
8705, 8.5, ZC. 2637
8706, 8.7, ZC. 2639
8707, 7.5, Ll. 13510
8708, 8.5, OA. 5945
8709, 10.2, 
8710, 8.5, B. 1409
8711, 7.7, OA. 5946
8712, 8.7, 
8713, 7.5, L. 2540
8714, 7, Ll. 13499
8715, 8.7, B. 1415
8716, 8.2, OA. 5947
8717, 8.5, B. 1417
8718, 7.0, Ll. 13505
8719, 9.2, ZC. 2663
8720, 6.7, L. 2539
8721, 8, ZC. 2665
8722, 8.2, B. 1414
8723, 8.2, OA. 5951
8724, 5.9, L. 2535
8725, 8.5, ZC. 2673
8726, 10.5, 
8727, 9.5, ZC. 2679
8728, 9.5, ZC. 2685
8729, 9.2, 
8730, 6.9, L. 2630
8731, 8.5, ZC. 2688
8732, 6.6, L. (2545)
8733, 9.5, ZC. 2692
8734, 8.7, 
8735, 7.7, Ll. 13535
8736, 6.5, L. 2546
8737, 7.7, L. 2548
8738, 5.6, 
8739, 5.5, L. 2557
8740, 8.5, ZC. 2709
8741, 8.5, ZC. 2714
8742, 6.6, L. 2543
8743, 7.5, UA. 48½
8744, 7.3, L. 2549
8745, 8.7, ZC. 2725
