7551, 8.5, B. 1184
7552, 6.8, B. 1186
7553, 8.5, ZC. 479
7554, 8.2, ZC. 483
7555, 7, Ll. 12006
7556, 8.2, ZC. 487
7557, 5.5, 
7558, 8.5, ZC. 492
7559, 8.5, ZC. 494
7560, 8.5, B. 1192
7561, 7.2, L. 2206
7562, 8.2, ZC. 500
7563, 6.9, L. 2224
7564, 9, B. 1188
7565, 8.7, ZC. 506
7566, 8, ZC. 507
7567, 9, ZC. 513
7568, 7.2, L. 2222
7569, 8.5, ZC. 517
7570, 8.2, ZC. 525
7571, 8, OA. 4895
7572, 7, P. 56
7573, 9, B. 1190
7574, 6.6, Ll. 12056
7575, 9, ZC. 528
7576, 8.7, ZC. 529
7577, 9, ZC. 531
7578, 8, Ll. 12058
7579, 7.5, L. (2275)
7580, 7.7, OA. 4903
7581, 8, ZC. 535
7582, 9, ZC. 538
7583, 7.5, ZC. 539
7584, 7, L. 2208
7585, 9, ZC. 542
7586, 4.8, 
7587, 8.5, ZC. 546
7588, 5.8, Ll. 12060
7589, 8.5, ZC. 547
7590, 8.2, ZC. 549
7591, 8.2, ZC. 550
7592, 8.5, OA. 4914
7593, 9, OA. 4911
7594, 7.1, L. 2211
7595, 6.9, Ll. 12064
7596, 8.7, ZC. 563
7597, 8.5, ZC. 565
7598, 6.4, L. 2214
7599, 7.2, OA. 4918
7600, 8, L. 2248
7601, 6.8, L. 2512
