28168, 9.5, ZC. 886
28169, 8.2, OA. 20607
28170, 7, L. 8487
28171, 6.7, 
28172, 7.5, ZC. 890
28173, 8.5, ZC. 891
28174, 9.5, 
28175, 8.5, ZC. 892
28176, 7.7, UA. 9 1/2
28177, 9, M. 1971
28178, 6.4, L. 8492
28179, 4.9, 
28180, 7.0, WB. 644
28181, 8, OA. 20612
28182, 6.8, L. 8486
28183, 6.4, Ll. 39579
28184, 8.5, L. 8448
28185, 8.7, L. 8444
28186, 8, ZC. 916
28187, 8.7, ZC. 917
28188, 7.5, B. 6881
28189, 9.2, ZC. 919
28190, 8.7, OA. 20618
28191, 8.7, OA. 21620
28192, 9.5, WB. 664
28193, 7, L. 8491
28194, 7.0, Ll. 39620
28195, 9, ZC. 927
28196, 8, B. 6883
28197, 8, Ll. 39647
28198, 8.2, ZC. 930
28199, 8.5, L. 8420
28200, 9.5, L. (8467)
28201, 10, M. 1973
28202, 7, L. 8496
28203, 7.7, OA. 20630
28204, 8, 
28205, 9.7, M. 1974
28206, 6.5, Ll. 39632
28207, 8.2, Ll. 39643
28208, 8.5, ZC. 940
28209, 8.5, ZC. 941
28210, 8.5, ZC. 943
28211, 8.7, ZC. 945
28212, 9.5, Melb.I. 1045
28213, 8.1, 
28214, 8, B. 6882
28215, 7.5, ZC. 953
28216, 7.2, L. 8482
28217, 8.2, L. 8425
28218, 8, P. 202
28219, 7.7, L. 8495
28220, 9, ZC. 958
