6273, 8.5, ZC. 729
6274, 7.7, L. 1866
6275, 7.7, B. 954
6276, 7.7, L. 1935
6277, 7.7, Ll. 10228
6278, 8, L. 1871
6279, 9.2, ZC. 737
6280, 9.5, OA. 3950
6281, 7.7, ZC. 739
6282, 9, ZC. 740
6283, 7.7, L. 1842
6284, 8, ZC. 743
6285, 6.1, Ll. 10254
6286, 9, ZC. 744
6287, 7.5, L. 1858
6288, 7.2, Ll. 10230
6289, 7.5, ZC. 750
6290, 7.7, L. (1846)
6291, 8, ZC. 753
6292, 9, ZC. 754
6293, 7.7, L. 1943
6294, 8.5, B. 960
6295, 9, ZC. 759
6296, 6.6, L. 1850
6297, 8.5, ZC. 761
6298, 6.6, Ll. 10269
6299, 7.0, L. 1840
6300, 10, 
6301, 9, ZC. 767
6302, 8.5, ZC. 768
6303, 7.5, P. 101
6304, 7.7, L. 1859
6305, 7.4, L. 1844
6306, 7.7, OA. 3965
6307, 9.2, OA. 3967
6308, 8.2, Ll. 10279
6309, 8.5, B. 967
6310, 7.2, B. 961
6311, 8.5, OA. 3972
6312, 7.5, L. 1900
6313, 6.5, 
6314, 8.5, L. 1854
6315, 9, ZC. 791
6316, 8.2, ZC. 792
6317, 8, ZC. 793
6318, 7.2, Ll. 10288
6319, 8.2, L. 1873
6320, 9.5, 
6321, 6.5, Ll. 10313
6322, 9, ZC. 798
6323, 6.9, L. 1849
