7141, 9, ZC. 2170
7142, 7.3, L. 2114
7143, 8.5, G. 200
7144, 8, Ll. 11464
7145, 7.5, L. 2134
7146, 6.3, L. 2096
7147, 7, OA. 4551
7148, 8.5, ZC. 2179
7149, 9.2, 
7150, 8.5, ZC. 2181
7151, 8.5, ZC. 2182
7152, 8.5, ZC. 2183
7153, 8.5, ZC. 2184
7154, 8.7, ZC. 2187
7155, 7.5, L. 2112
7156, 9.2, 
7157, 8.7, 
7158, 9, ZC. 2189
7159, 5.9, L. 2108
7160, 7, L. 2109
7161, 7.7, ZC. 2192
7162, 6.7, Ll. 11492
7163, 7.5, L. 2105
7164, 7.0, L. (2117)
7165, 7.2, Ll. 11485
7166, 8.2, ZC. 2204
7167, 7.2, L. 2107
7168, 8.5, OA. (4569)
7169, 9.2, 
7170, 7.2, L. 2110
7171, 8.7, ZC. 2207
7172, 8.5, ZC. 2208
7173, 8.5, ZC. 2213
7174, 7.7, L. (2119)
7175, 9, ZC. 2216
7176, 9, OA. 4572
7177, 7.7, ZC. 2219
7178, 8.5, OA. 4577
7179, 9, ZC. 2224
7180, 8.5, ZC. 2226
7181, 8.5, ZC. 2229
7182, 7.5, Ll. 11537
7183, 8.5, ZC. 2234
7184, 6.2, L. 2123
7185, 8.7, ZC. 2237
7186, 6.9, L. 2118
7187, 8, OA. 4581
7188, 8.5, ZC. 2242
7189, 8.5, B. 1119
7190, 8.2, ZC. 2244
7191, 5.8, Ll. 11530
7192, 8.5, B. 1121
7193, 8.7, ZC. 2248
7194, 8.5, WB. 1467
7195, 5.5, L. 2115
7196, 8, L. 2157
7197, 9, ZC. 2257
7198, 6.9, Ll. 11533
7199, 8.5, ZC. 2259
7200, 7.5, L. 2127
7201, 7.5, Ll. 11551
7202, 9.5, ZC. 2261
7203, 8.5, ZC. 2265
7204, 9.2, 
