11933, 7.2, L. 3541
11934, 7.2, UA. 70½
11935, 9, L. 3531
11936, 7.2, 
11937, 8.2, ZC. 3521
11938, 8, 
11939, 7.2, B. 2208
11940, 7.2, L. 3538
11941, 9, OA. 9011
11942, 7.0, L. 3529
11943, 7, L. (3539)
11944, 7.3, B. 2210
11945, 6.4, L. (3542)
11946, 5.7, F. 14
11947, 7.0, UA. 70
11948, 8.7, OA. 9013
11949, 7.5, L. 3583
11950, 8.7, G. 930
11951, 7.5, ZC. 3552
11952, 8.5, ZC. 3553
11953, 8.7, OA. 9019
11954, 7.7, L. 3543
11955, 8.5, ZC. 3565
11956, 5.1, 
11957, 8, B. 2215
11958, 7.8, 
11959, 6.8, Ll. 17418
11960, 6.9, P. 187
11961, 8.5, OA. 9022
11962, 8.7, ZC. 3596
11963, 8.7, OA. 9023
11964, 6.9, L. 3653
11965, 8.5, ZC. 3607
11966, 7.2, B. 2220
11967, 8.2, ZC. 3611
11968, 7.0, UA. 72
11969, 6.9, Ll. 17448
11970, 7, G. 932
11971, 9, OA. 9032
11972, 9, ZC. 3627
11973, 7.5, L. 3546
11974, 8, ZC. 3631
11975, 7, L. 3560
11976, 8, ZC. 3639
11977, 7.5, L. 3573
11978, 7.2, G. 934
11979, 8.5, ZC. 3641
11980, 8, Ll. 17461
11981, 8.5, OA. 9040
11982, 6.9, L. 3759
11983, 8, ZC. 3651
11984, 8, ZC. 3653
11985, 8.5, Y. 3725
