19721, 10.2, 
19722, 7.1, L. 5987
19723, 8.5, Ll. 26549
19724, 8.2, ZC. 1739
19725, 7.7, L. 5991
19726, 8.7, ZC. 1743
19727, 9, ZC. 1744
19728, 8, L. 5992
19729, 8.7, M. 1219
19730, 8.2, ZC. 1749
19731, 8.7, M. 1220
19732, 8.5, ZC. 1753
19733, 6.5, L. 5976
19734, 8.2, ZC. 1760
19735, 8.2, B. 4963
19736, 8.2, ZC. 1772
19737, 2.5, 
19738, 8, L. 5981
19739, 8, B. 4967
19740, 7, L. 5990
19741, 6.3, L. 5994
19742, 8.5, 
19743, 8.5, ZC. 1789
19744, 6.8, Ll. 26559
19745, 8.5, 
19746, 6.2, L. 5995
19747, 6.7, L. 5957
19748, 8.5, ZC. 1806
19749, 9.2, ZC. 1809
19750, 8.7, ZC. 1808
19751, 9, ZC. 1807
19752, 10, 
19753, 8.5, OA. 13734
19754, 9.5, ZC. 1816
19755, 8.5, ZC. 1817
19756, 9, ZC. 1825
19757, 7.5, L. 6000
19758, 8.2, ZC. 1827
19759, 7.2, L. 5996
19760, 6.6, L. 5999
19761, 8, ZC. 1833
19762, 8, ZC. 1834
19763, 8.7, ZC. 1837
19764, 8.5, ZC. 1838
19765, 8.7, ZC. 1841
19766, 7.1, L. 5986
19767, 8.2, OA. 13740
19768, 6.2, L. 6002
19769, 6.9, L. 5972
19770, 7.5, Ll. 26588
19771, 7.7, ZC. 1856
19772, 8, WB. 507
19773, 6.2, 
19774, 8, ZC. 1863
19775, 7.5, OA. 13747
