8111, 6.9, L. 2365
8112, 7.7, L. 2389
8113, 7.5, ZC. 1464
8114, 8.5, ZC. 1465
8115, 8, Ll. 12737
8116, 9, ZC. 1469
8117, 7.7, ZC. 1473
8118, 7.5, L. 2364
8119, 9.5, ZC. 1480
8120, 7.7, L. 2367
8121, 9, ZC. 1486
8122, 6.6, Ll. 12758
8123, 9, 
8124, 8.2, ZC. 1488
8125, 8.2, OA. 5353
8126, 9.7, 
8127, 6.6, Ll. 12757
8128, 9.5, ZC. 1494
8129, 8.7, ZC. 1496
8130, 7.7, ZC. 1497
8131, 7.7, L. 2366
8132, 9, G. 310
8133, 4.8, 
8134, 7, L. 2378
8135, 8.2, ZC. 1503
8136, 8.5, B. 1311
8137, 9.5, ZC. 1506
8138, 7.7, P. 191
8139, 4.9, 
8140, 8.7, OA. 5395
8141, 8.7, ZC. 1510
8142, 8.5, ZC. 1511
8143, 8.7, ZC. 1513
8144, 7.3, L. 2382
8145, 9.7, 
8146, 7.7, ZC. 1518
8147, 9.2, WB. 959
8148, 7.5, L. 2419
8149, 9.2, ZC. 1522
8150, 8, G. 314
8151, 6.5, P. 195
8152, 9, G. 315
8153, 6.8, L. 2379
8154, 9.5, ZC. 1535
8155, 6.3, L. 2376
8156, 6.6, Ll. 12801
8157, 8.5, OA. 5410
8158, 7.7, ZC. 1540
8159, 8, L. 2372
8160, 5.7, L. 2374
8161, 6.9, L. 2370
8162, 7.5, L. 2401
