10538, 8.7, ZC. 4119
10539, 9, 
10540, 5.2, F. 28
10541, 6.8, WB. 1594
10542, 7.7, L. 3101
10543, 7.5, OA. 7798
10544, 6.8, L. 3108
10545, 8, ZC. 4109
10546, 5.9, L. 3103
10547, 6.6, L. 3106
10548, 8.2, ZC. 4146
10549, 9, 
10550, 8.5, OA. 7801
10551, 7.7, L. 3117
10552, 8.5, OA. 7802
10553, 8.2, ZC. 4154
10554, 7.2, B. 1843
10555, 9, 
10556, 8, Melb.I. 390
10557, 8.2, OA. 7807
10558, 7.5, L. 3109
10559, 9.2, ZC. 4173
10560, 8.5, ZC. 4177
10561, 6.1, L. 3122
10562, 8.5, B. 1849
10563, 7.7, ZC. 4188
10564, 8, ZC. 4189
10565, 6.5, L. (3126) B. 1855
10566, 6.7, L. 3112
10567, 7.5, ZC. 4197
10568, 7, T. 3375
10569, 7.5, ZC. 4199
10570, 9, ZC. 4203
10571, 8.5, OA. 7815
10572, 7.5, L. 3116
10573, 9.5, 
10574, 8.5, Ll. 15711
10575, 8.5, ZC. 4221
10576, 8.2, Melb.I. 393
10577, 8.2, OA. 7824
10578, 8.2, L. 3226
10579, 7.7, L. 3104
10580, 7.7, B. 1851
10581, 8.2, Ll. 15719
10582, 8.7, 
10583, 8, ZC. 4234
10584, 7.5, B. 1854
10585, 7.2, ZC. 4239
10586, 8.2, OA. 7830
10587, 8.2, 
10588, 8.7, OA. 7831
10589, 7.2, B. 1853
10590, 8, 
10591, 7.5, Ll. 15732
10592, 6.6, Ll. 15717
10593, 9, ZC. 4258
10594, 8.7, ZC. 4259
