30927, 6.9, L. 9212
30928, 7.2, L. 9221
30929, 8.2, OA. 22358
30930, 5.2, 
30931, 8.2, ZC. 1107
30932, 7.0, L. 9203
30933, 7.2, Ll. 44416
30934, 8.5, ZC. 1109
30935, 8, ZC. 1111
30936, 7.0, Melb.I. 1155
30937, 7, Ll. 44421
30938, 7.5, F. 65
30939, 8.7, ZC. 1115
30940, 8.2, 
30941, 6.7, P. 200
30942, 7.7, Ll. 44426
30943, 7.7, L. 9217
30944, 8.5, Ll. 44429
30945, 6.4, F. 67
30946, 8, ZC. 1122
30947, 4.9, 
30948, 8, B. 7200
30949, 8.7, WB. 765
30950, 8.5, L. 9214
30951, 7, L. 9219
30952, 8.2, ZC. 1131
30953, 9, ZC. 1132
30954, 8.5, OA. 22369
30955, 8.5, Melb.I. 1156
30956, 7.7, ZC. 1135
30957, 8.2, ZC. 1136
30958, 8.5, ZC. 1139
30959, 9.5, ZC. 1143
30960, 8.7, ZC. 1144
30961, 8.5, OA. 22374
30962, 7.0, L. 9224
30963, 9.5, ZC. 1149
30964, 8, Cape III. 1103
30965, 9, ZC. 1150
30966, 8.5, ZC. 1151
30967, 8.7, ZC. 1152
30968, 5.3, 
30969, 8, ZC. 1154
30970, 8, Ll. 44474
30971, 8.5, OA. 22381
30972, 8.7, ZC. 1160
30973, 8.5, ZC. 1161
30974, 5.0, L. 9229
