27329, 6.4, L. 8280
27330, 5.7, L. 8269
27331, 8, B. 6773
27332, 5.3, 
27333, 8, ZC. 2108
27334, 7.5, L. 8236
27335, 7, L. 8282
27336, 7.3, L. 8287
27337, 8.2, OA. 20119
27338, 8.2, ZC. 2114
27339, 8.7, ZC. 2115
27340, 8.7, OA. 20123
27341, 8.7, OA. 20124
27342, 9, ZC. 2118
27343, 8.2, Ll. 38022
27344, 4.5, 
27345, 8.5, ZC. 2125
27346, 5.8, 
27347, 8.5, ZC. 2129
27348, 6.7, L. 8286
27349, 9.5, ZC. 2133
27350, 8.7, Cape III. 917
27351, 9, ZC. 2135
27352, 5.9, L. 8285
27353, 9.2, ZC. 2137
27354, 6.2, L. 8293
27355, 8.7, ZC. 2139
27356, 9.2, ZC. 2141
27357, 8.7, Cape III. 918
27358, 7.5, L. 8290
27359, 9.5, ZC. 2144
27360, 6.7, Ll. 38048
27361, 8.2, ZC. 2145
27362, 9, ZC. 2147
27363, 5.9, L. 8296
27364, 9, ZC. 2150
27365, 8.7, OA. 20132
27366, 9, ZC. 2152
27367, 6.9, L. 8289
27368, 8.5, B. 6779
27369, 9.2, ZC. 2162
27370, 8.2, ZC. 2163
27371, 8.5, ZC. 2164
27372, 7.2, L. 8302
27373, 10.5, 
27374, 8.2, OA. 20138
27375, 7, L. 8300
27376, 7.5, L. 8304
27377, 7.2, L. 8298
27378, 6.6, L. 8297
27379, 6.1, Ll. 38100
27380, 6.6, L. 8267
27381, 9, Ll. 38081
27382, 8, M. 1933
27383, 8.2, B. 6778
27384, 7, L. 8252
27385, 9.7, Y. 8613
27386, 7.0, Ll. 38112
27387, 8.5, ZC. 2186
27388, 9, OA. 20141
27389, 9.2, 
27390, 8.7, ZC. 2189
