7602, 8, ZC. 577
7603, 8.5, ZC. 578
7604, 8, ZC. 579
7606, 5.8, L. 2217
7607, 9, ZC. 582
7608, 5.9, Ll. 12085
7609, 6.4, L. 2218
7610, 8.5, ZC. 584
7611, 6.0, Ll. 12074
7612, 8.2, ZC. 585
7613, 7.1, L. 2221
7614, 9, ZC. 590
7615, 7.5, L. 2216
7616, 6.8, Ll. 12081
7617, 6.7, Ll. 12095
7618, 8.5, OA. 4924
7619, 8.5, OA. 4928
7620, 8.5, 
7621, 9.2, WB. 355
7622, 8.5, OA. 4929
7623, 8, L. 2272
7624, 8.5, ZC. 609
7625, 8.5, ZC. 608
7626, 6.2, Ll. 12118
7627, 7.2, L. 2223
7628, 5.9, F. 7
7629, 8, OA. 4941
7630, 7.5, L. 2249
7631, 7.5, B. 1204
7632, 5.4, Ll. 12104
7633, 8.5, G. 252
7634, 7.2, L. 2219
7635, 8, OA. 4943
7636, 9.2, ZC. 625
7637, 8.2, P. 72
7638, 8.5, ZC. 626
7639, 5.3, 
7640, 9, 
7641, 8.5, B. 1206
7642, 7.2, P. 73
7643, 9, ZC. 638
7644, 7.2, L. 2220
7645, 8.5, ZC. 641
7646, 8.2, OA. 4950
7647, 8.5, OA. 4953
7648, 9.2, ZC. 643
7649, 8.5, OA. 4961
7650, 7.7, ZC. 647
7651, 8.2, ZC. 648
7652, 6.9, Ll. 12150
7653, 7.2, L. 2225
7654, 7.7, B. 1210
7655, 6.5, L. 2242
7656, 8.7, ZC. 660
