number,name,ra_h,ra_m,ra_s,dec_d,dec_m,mag,BD_num,BD_mag,Lal_num,Lal_mag,WB_num,WB_mag,ARGEL,Albany,HEIS
649,4 PEG,21,32,16,5,12.5,5.8,4834,6.2,42155,7,743,6,5.7,5.8,6
650,,21,34,26,10,2.8,7.1,4872,7.5,42244,7.5,808,7.5,,,
651,7 PEG,21,36,1,5,6.7,5.6,4850,5.5,42297,6,847,6.5,5.7,5.6,5.7
652,,21,36,26,10,15.3,6.1,4604,6.3,42320,6.2,859,7,6,,6
653,,21,37,28,6,57.7,6.7,4889,6.5,42352,7.5,,,,,
654,,21,37,41,10,31.8,7.2,4608,8.0,42357,7.8,886,8,,,
655,9 PEG,21,38,36,16,46.7,4.8,4582,4.0,42393,5,,,5,4.4,4.3
656,,21,39,36,7,24.6,7.2,4745,7.5,,,931,8,,,
657,,21,45,44,10,30.3,6.8,4645,7.0,42619,6.5,1058,6.5,,,
658,,21,47,43,6,16.5,6.3,4919,6.5,42680,6,1094,7,,,6.3
659,,21,48,18,12,10.2,6.6,4711,6.8,42704,7,,,,,
660,17 PEG,21,50,51,11,29.0,5.7,4696,6.0,42787,5.5,1170,6,5.7,5.7,5.7
661,18 PEG,21,53,53,6,7.1,6.1,4940,6.0,42894,6,1234,7.5,6,6.0,5.7
662,20 PEG,21,55,0,12,31.4,5.8,4737,6.0,42932,6,,,5.7,5.7,6
663,,21,55,53,10,22.4,6.6,4676,6.5,42958,6.5,1273,7,,6.1,6.3
664,21 PEG,21,57,11,10,47.0,5.9,4681,6.2,43007,7,1301,6.5,5.7,5.7,5.7
665,,21,58,22,9,38.1,6.9,4975,6.8,43037,7.5,1323,7.5,,,
666,ALP AQR,21,59,22,-0,55.6,2.7,4246,2.8,43052,3,,,3,2.9,3
667,,22,0,55,11,9.7,7.2,4730,7.4,43126,8,1385,7,,,
668,,22,1,20,9,3.7,6.9,4792,7.1,43142,7,1391,7,,,
669,,22,1,29,10,8.7,7.0,4696,7.6,43134,7.5,1393,7.5,,,
670,THE PEG,22,3,53,5,35.0,3.6,4961,3.4,43236,4,41,6,3.3,3.4,3.3
671,30 PEG,22,14,10,5,9.7,5.4,4998,6.1,43581,5.5,260,6.5,5.7,5.5,5.7
672,PI AQR,22,18,54,0,44.6,4.9,4872,4.5,43752,5.2,377,4.5,4.7,4.5,4.7
673,34 PEG,22,20,14,3,45.4,6.2,4705,6.0,43809,6.5,404,6.5,6,6.0,6
674,36 PEG,22,22,53,8,29.5,5.9,4874,5.8,43902,6.2,458,6,6,5.9,6
675,37 PEG,22,23,39,3,47.9,5.8,4713,6.3,43929,6,472,7,5.7,5.7,5.7
676,,22,26,28,12,24.1,6.4,4838,7.0,44046,7.5,533,7,,,
677,ETA AQR,22,28,56,-0,45.7,4.1,4384,3.9,44131,4.2,582,5,3.7,3.8,4
678,,22,30,25,11,2.9,6.4,4781,7.2,44179,7,618,7,,,6.3
679,,22,30,55,11,56.0,6.5,4838,6.8,,,626,7,,,6.3
680,,22,32,30,3,52.8,6.9,4745,6.5,44264,7.2,665,7.5,,,
681,,22,34,6,3,55.8,7.0,4751,6.6,44325,7.2,698,8,,,6.3
682,ZET PEG,22,35,14,10,10.8,3.5,4797,3.5,44376,3.5,720,3,3.3,3.2,3.3
683,,22,36,2,4,31.2,7.2,4894,7.5,44407,7.5,743,8,,,
684,,22,36,33,4,18.9,6.9,4896,7.0,44430,7,760,7.5,,,
685,XI PEG,22,40,26,11,32.0,4.3,4875,4.8,44552,5,829,5,4.7,4.6,4.7
686,,22,42,35,3,38.2,7.1,4776,7.5,44632,7.8,874,8,,,
687,,22,45,21,4,7.4,6.9,4916,7.0,44712,7.5,925,8,,,
688,SIG PEG,22,46,4,9,10.2,5.3,5122,5.0,44739,6,932,5,5,5.3,5
689,,22,46,11,2,53.4,6.7,4573,6.5,44743,6.5,938,8,,,
690,RHO PEG,22,48,56,8,8.9,5.2,4961,4.7,44834,5.8,997,6,5,4.9,5
691,,22,51,11,3,8.5,6.5,4799,6.5,44888,6.5,1042,7,,,6.3
692,,22,52,58,3,41.5,7.1,4805,6.9,44939,7.8,1081,8,,,
