24622, 8.7, OA. 17586
24623, 8, L. 7570
24624, 6.5, L. 7540
24625, 8.7, ZC. 4007
24626, 8.5, ZC. 4019
24627, 7.5, ZC. 4022
24628, 8, L. 7511
24629, 9, ZC. 4031
24630, 7, L. 7558
24631, 7.7, L. 7563
24632, 6.3, P. 357
24633, 9, 
24634, 7.7, Ll. 33147
24635, 9, ZC. 4050
24636, 6.1, Ll. 33176
24637, 8.7, ZC. 4056
24638, 6.7, Ll. 33164
24639, 7, Ll. 33183
24640, 7.5, L. 7565
24641, 8, ZC. 4068
24642, 8.2, OA. 17646
24643, 8.5, OA. 17647
24644, 7.2, L. 7571
24645, 7.7, P. 355
24646, 6.6, L. (7532)
24647, 7.5, L. 7544
24648, 8.2, ZC. 11
24649, 5.4, L. 7579
24650, 7.5, L. 7568
24651, 8, P. 360
24652, 7.7, B. 6313
24653, 8.2, Melb.I. 913
24654, 7.0, Ll. 33200
24655, 8.5, ZC. 23
24656, 9, ZC. 26
24657, 9.5, M. 1686
24658, 9, ZC. 32
24659, 7.7, B. 6229
24660, 5.9, OA. 17670
24661, 8.5, ZC. 37
24662, 8.2, OA. 17667
24663, 7, L. 7575
24664, 8, ZC. 41
24665, 9, 
24666, 8.5, ZC. 42
24667, 7.7, OA. 17674
24668, 9.5, 
24669, 8.2, ZC. 46
24670, 8.5, ZC. 47
24671, 7.7, L. 7576
24672, 9.2, 
24673, 8.5, ZC. 55
24674, 8, ZC. 56
24675, 7.4, L. 7582
