index,decl,num,ref,dist10
1097,-39,5833,CPD -39°3895,8880
1098,-39,5834,CPD -39°3896,6440
1099,-39,5836,CPD -39°3897,8880
1100,-39,5837,CPD -39°3898,10683
1101,-39,5839,CPD -39°3900,14408
1102,-39,5840,CPD -39°3901,7738
1103,-39,5842,CPD -39°3903,7261
1104,-39,5843,CPD -39°3904,6133
1105,-39,5846,CPD -39°3906,5042
1106,-39,5847,CPD -39°3907,16080
1107,-39,5848,CPD -39°3908,8418
1108,-39,5849,CPD -39°3909,4860
1109,-39,5850,CPD -39°3910,4638
1110,-39,5851,CPD -39°3911,26280
1111,-39,5852,CPD -39°3912,9600
1112,-39,5855,CPD -39°3915,21720
1113,-39,5856,CPD -39°3916,6646
1114,-39,5858,CPD -39°3918,9843
1115,-39,5859,CPD -39°3919,3301
1116,-39,5860,CPD -39°3922,12194
1117,-39,5863,CPD -39°3923,7406
1118,-39,5864,CPD -39°3925,14700
1119,-39,5862,CPD -39°3926,12181
1120,-39,5865,CPD -39°3927,6124
1121,-39,5866,CPD -39°3928,14526
1122,-39,5867,CPD -39°3929,5675
1123,-39,5870,CPD -39°3931,3440
1124,-39,5869,CPD -39°3932,7984
1125,-39,5871,CPD -39°3933,9725
1126,-39,5872,CPD -39°3934,25141
1127,-39,5873,CPD -39°3935,13682
1128,-39,5874,CPD -39°3936,17580
1129,-39,5875,CPD -39°3937,3084
1130,-39,5876,CPD -39°3938,5726
1131,-39,5877,CPD -39°3939,28262
1132,-39,5878,CPD -39°3940,22740
1133,-39,5879,CPD -39°3941,3780
1134,-39,5881,CPD -39°3942,9481
1135,-39,5883,CPD -39°3944,16260
1136,-39,5884,CPD -39°3945,5113
1137,-39,5886,CPD -39°3948,15780
1138,-39,5888,CPD -39°3951,11583
1139,-39,5889,CPD -39°3952,3360
1140,-39,5890,CPD -39°3953,23160
1141,-39,5892,CPD -39°3954,4816
1142,-39,5891,CPD -39°3955,12420
1143,-39,5893,CPD -39°3956,4859
1144,-39,5894,CPD -39°3957,6788
1145,-39,5895,CPD -39°3958,18060
1146,-39,5896,CPD -39°3959,9840
1147,-39,5897,CPD -39°3961,12180
1148,-39,5898,CPD -39°3962,13263
1149,-39,5899,CPD -39°3964,6840
1150,-39,5900,CPD -39°3965,21301
1151,-39,5901,CPD -39°3968,7201
1152,-39,5902,CPD -39°3969,10681
1153,-39,5904,CPD -39°3970,11611
1154,-39,5905,CPD -39°3971,6842
1155,-39,5907,CPD -39°3972,9184
1156,-39,5906,CPD -39°3973,16920
1157,-39,5909,CPD -39°3974,6699
1158,-39,5910,CPD -39°3976,5461
1159,-39,5912,CPD -39°3978,14312
1160,-39,5913,CPD -39°3979,6008
1161,-39,5915,CPD -39°3980,22321
1162,-39,5914,CPD -39°3981,11343
1163,-39,5916,CPD -39°3982,3420
1164,-39,5917,CPD -39°3983,20160
1165,-39,5918,CPD -39°3984,10880
1166,-39,5919,CPD -39°3985,19985
1167,-39,5920,CPD -39°3987,12845
1168,-39,5922,CPD -39°3989,7680
1169,-39,5923,CPD -39°3990,12360
1170,-39,5924,CPD -39°3991,13324
1171,-39,5925,CPD -39°3992,8880
1172,-39,5926,CPD -39°3993,15840
1173,-39,5928,CPD -39°3994,24669
1174,-39,5929,CPD -39°3996,32880
1175,-39,5930,CPD -39°3997,31384
1176,-39,5934,CPD -39°3998,5715
1177,-39,5932,CPD -39°3999,5043
1178,-39,5933,CPD -39°4000,27960
1179,-39,5935,CPD -39°4001,32882
1180,-39,5936,CPD -39°4003,23046
1181,-39,5937,CPD -39°4004,24720
1182,-39,5938,CPD -39°4006,20160
1183,-39,5939,CPD -39°4007,16680
1184,-39,5941,CPD -39°4008,9904
1185,-39,5942,CPD -39°4009,13253
1186,-39,5943,CPD -39°4010,6431
1187,-39,5945,CPD -39°4011,10753
1188,-39,5946,CPD -39°4012,11700
1189,-39,5948,CPD -39°4014,22081
1190,-39,5950,CPD -39°4015,5407
1191,-39,5951,CPD -39°4016,6903
1192,-39,5953,CPD -39°4017,2371
1193,-39,5955,CPD -39°4018,9244
1194,-39,5954,CPD -39°4019,4081
1195,-39,5957,CPD -39°4022,23346
1196,-39,5956,CPD -39°4023,3799
1197,-39,5958,CPD -39°4024,11881
1198,-39,5960,CPD -39°4026,27000
1199,-39,5963,CPD -39°4027,29121
1200,-39,5964,CPD -39°4028,3309
1201,-39,5965,CPD -39°4031,7890
1202,-39,5967,CPD -39°4033,19801
1203,-39,5969,CPD -39°4034,18361
1204,-39,5968,CPD -39°4035,6001
1205,-39,5970,CPD -39°4037,8522
1206,-39,5972,CPD -39°4039,23881
1207,-39,5973,CPD -39°4040,5232
1208,-39,5974,CPD -39°4041,14103
1209,-39,5976,CPD -39°4044,25985
1210,-39,5977,CPD -39°4045,18421
1211,-39,5983,CPD -39°4053,1956
1212,-39,6016,CPD -39°4084,4500
1213,-39,6019,CPD -39°4087,3964
1214,-39,6072,CPD -39°4146,2640
1215,-39,6132,CPD -39°4195,35222
1216,-39,6133,CPD -39°4196,35160
1217,-39,6402,CPD -39°4436,3301
1218,-39,6489,CPD -39°4514,1922
1219,-39,6495,CPD -39°4517,3300
1220,-39,6734,CPD -39°4722,6060
1221,-39,7349,CPD -39°5307,7239
1222,-39,7482,CPD -39°5413,2505
1223,-39,7913,CPD -39°5768,2129
1224,-39,8034,CPD -39°5847,6000
1225,-39,8035,CPD -39°5849,9004
1226,-39,8036,CPD -39°5850,3443
1227,-39,8037,CPD -39°5851,4367
1228,-39,8038,CPD -39°5852,7682
1229,-39,8039,CPD -39°5853,26160
1230,-39,8040,CPD -39°5855,8281
1231,-39,8041,CPD -39°5856,15495
1232,-39,8044,CPD -39°5858,4145
1233,-39,8045,CPD -39°5859,21660
1234,-39,8046,CPD -39°5860,11822
1235,-39,8047,CPD -39°5861,13024
1236,-39,8049,CPD -39°5862,20901
1237,-39,8153,CPD -39°5926,5586
1238,-39,8371,CPD -39°6028,16027
1239,-39,8464,CPD -39°6071,2160
1240,-39,8511,CPD -39°6094,12060
1241,-39,8545,CPD -39°6110,4501
1242,-39,9158,CPD -39°6414,6122
1243,-39,9211,CPD -39°6428,2218
1244,-39,9369,CPD -39°6482,2555
1245,-39,9776,CPD -39°6666,9217
1246,-39,9873,CPD -39°6720,22621
1247,-39,10582,CPD -39°7021,2646
1248,-39,10599,CPD -39°7033,2161
1249,-39,10860,CPD -39°7162,2702
1250,-39,10931,CPD -39°7194,17700
1251,-39,10960,CPD -39°7207,2182
1252,-39,11013,CPD -39°7227,11581
1253,-39,11141,CPD -39°7276,6016
1254,-39,11403,CPD -39°7359,3783
1255,-39,11720,CPD -39°7510,27480
1256,-39,11892,CPD -39°7632,2642
1257,-39,11981,CPD -39°7715,3665
1258,-39,12097,CPD -39°7825,2881
1259,-39,12102,CPD -39°7829,1864
1260,-39,12125,CPD -39°7846,6780
1261,-39,12144,CPD -39°7859,3301
1262,-39,12224,CPD -39°7941,2464
1263,-39,13108,CPD -39°8296,2101
1264,-39,13136,CPD -39°8316,2879
1265,-39,13207,CPD -39°8386,3009
1266,-39,13932,CPD -39°8754,17161
1267,-39,14114,CPD -39°8867,2940
1268,-39,14116,CPD -39°8871,14266
1269,-39,14269,CPD -39°8953,2462
1270,-39,14378,CPD -39°9004,3601
1271,-39,14965,CPD -39°9215,7098
1272,-39,15176,CPD -39°9292,3834
