CROSS_NORTH - Compare several catalogs.
266) Warning: WB 7h 1120 is ALONE (nearest PPM star at 97.2 arcsec).
267) Warning: WB 7h 1191 is ALONE (nearest PPM star at 762.9 arcsec).
268) Warning: WB 7h 1198 is ALONE (nearest PPM star at 67.6 arcsec).
269) Warning: WB 7h 1235 is ALONE (nearest PPM star at 149.9 arcsec).
270) Warning: WB 7h 1262 is ALONE (nearest PPM star at 82.2 arcsec).
271) Warning: WB 7h 1330 is ALONE (nearest PPM star at 96.8 arcsec).
272) Warning: WB 7h 1363 is ALONE (nearest PPM star at 150.5 arcsec).
273) Warning: WB 7h 1370 is ALONE (nearest PPM star at 153.2 arcsec).
274) Warning: WB 7h 1379 is ALONE (nearest PPM star at 149.3 arcsec).
275) Warning: WB 7h 1389 is ALONE (nearest PPM star at 240.0 arcsec).
276) Warning: WB 7h 1416 is ALONE (nearest PPM star at 152.4 arcsec).
277) Warning: WB 7h 1437 is ALONE (nearest PPM star at 198.4 arcsec).
278) Warning: WB 7h 1473 is ALONE (nearest PPM star at 153.3 arcsec).
279) Warning: WB 7h 1532 is ALONE (nearest PPM star at 180.5 arcsec).
280) Warning: WB 7h 1613 is ALONE (nearest PPM star at 252.6 arcsec).
281) Warning: WB 7h 1644 is ALONE (nearest PPM star at 147.3 arcsec).
282) Warning: WB 7h 1685 is ALONE (nearest PPM star at 85.0 arcsec).
283) Warning: WB 7h 1712 is ALONE (nearest PPM star at 140.5 arcsec).
284) Warning: WB 7h 1784 is ALONE (nearest PPM star at 150.3 arcsec).
285) Warning: WB 7h 1800 is ALONE (nearest PPM star at 139.5 arcsec).
286) Warning: WB 8h 18 is ALONE (nearest PPM star at 346.6 arcsec).
287) Warning: WB 8h 105 is ALONE (nearest PPM star at 199.3 arcsec).
288) Warning: WB 8h 134 is ALONE (nearest PPM star at 296.9 arcsec).
289) Warning: WB 8h 215 is ALONE (nearest PPM star at 109.0 arcsec).
290) Warning: WB 8h 218 is ALONE (nearest PPM star at 152.5 arcsec).
291) Warning: WB 8h 224 is ALONE (nearest PPM star at 212.3 arcsec).
292) Warning: WB 8h 257 is ALONE (nearest PPM star at 118.4 arcsec).
293) Warning: WB 8h 283 is ALONE (nearest PPM star at 142.3 arcsec).
294) Warning: WB 8h 290 is ALONE (nearest PPM star at 92.9 arcsec).
295) Warning: WB 8h 302 is ALONE (nearest PPM star at 417.7 arcsec).
296) Warning: WB 8h 308 is ALONE (nearest PPM star at 68.3 arcsec).
297) Warning: WB 8h 360 is ALONE (nearest PPM star at 410.6 arcsec).
298) Warning: WB 8h 450 is ALONE (nearest PPM star at 112.3 arcsec).
299) Warning: WB 8h 461 is ALONE (nearest PPM star at 113.3 arcsec).
300) Warning: WB 8h 464 is ALONE (nearest PPM star at 266.4 arcsec).
301) Warning: WB 8h 529 is ALONE (nearest PPM star at 121.2 arcsec).
302) Warning: WB 8h 534 is ALONE (nearest PPM star at 150.9 arcsec).
303) Warning: WB 8h 539 is ALONE (nearest PPM star at 145.2 arcsec).
304) Warning: WB 8h 569 is ALONE (nearest PPM star at 145.3 arcsec).
305) Warning: WB 8h 641 is ALONE (nearest PPM star at 480.3 arcsec).
306) Warning: WB 8h 652 is ALONE (nearest PPM star at 148.1 arcsec).
307) Warning: WB 8h 655 is ALONE (nearest PPM star at 60.3 arcsec).
308) Warning: WB 8h 682 is ALONE (nearest PPM star at 396.5 arcsec).
309) Warning: WB 8h 694 is ALONE (nearest PPM star at 64.1 arcsec).
310) Warning: WB 8h 746 is ALONE (nearest PPM star at 549.9 arcsec).
311) Warning: WB 8h 794 is ALONE (nearest PPM star at 848.9 arcsec).
312) Warning: WB 8h 804 is ALONE (nearest PPM star at 144.6 arcsec).
313) Warning: WB 8h 811 is ALONE (nearest PPM star at 180.3 arcsec).
314) Warning: WB 8h 946 is ALONE (nearest PPM star at 1071.8 arcsec).
315) Warning: WB 8h 952 is ALONE (nearest PPM star at 1263.5 arcsec).
316) Warning: WB 8h 958 is ALONE (nearest PPM star at 64.2 arcsec).
317) Warning: WB 8h 972 is ALONE (nearest PPM star at 138.4 arcsec).
318) Warning: WB 8h 1076 is ALONE (nearest PPM star at 154.5 arcsec).
319) Warning: WB 8h 1088 is ALONE (nearest PPM star at 117.8 arcsec).
320) Warning: WB 8h 1167 is ALONE (nearest PPM star at 72.7 arcsec).
321) Warning: WB 8h 1198 is ALONE (nearest PPM star at 121.4 arcsec).
322) Warning: WB 8h 1208 is ALONE (nearest PPM star at 120.2 arcsec).
323) Warning: WB 8h 1260 is ALONE (nearest PPM star at 1368.2 arcsec).
324) Warning: WB 8h 1299 is ALONE (nearest PPM star at 61.1 arcsec).
325) Warning: WB 8h 1317 is ALONE (nearest PPM star at 150.8 arcsec).
326) Warning: WB 8h 1367 is ALONE (nearest PPM star at 149.0 arcsec).
327) Warning: WB 8h 1368 is ALONE (nearest PPM star at 178.2 arcsec).
328) Warning: WB 8h 1376 is ALONE (nearest PPM star at 412.2 arcsec).
329) Warning: WB 8h 1381 is ALONE (nearest PPM star at 734.6 arcsec).
330) Warning: WB 8h 1385 is ALONE (nearest PPM star at 182.3 arcsec).
331) Warning: WB 8h 1506 is ALONE (nearest PPM star at 214.2 arcsec).
332) Warning: WB 8h 1532 is ALONE (nearest PPM star at 150.0 arcsec).
333) Warning: WB 9h 65 is ALONE (nearest PPM star at 825.1 arcsec).
334) Warning: WB 9h 109 is ALONE (nearest PPM star at 167.4 arcsec).
335) Warning: WB 9h 134 is ALONE (nearest PPM star at 600.3 arcsec).
336) Warning: WB 9h 138 is ALONE (nearest PPM star at 437.0 arcsec).
337) Warning: WB 9h 165 is ALONE (nearest PPM star at 157.4 arcsec).
338) Warning: WB 9h 203 is ALONE (nearest PPM star at 490.9 arcsec).
339) Warning: WB 9h 242 is ALONE (nearest PPM star at 140.1 arcsec).
340) Warning: WB 9h 273 is ALONE (nearest PPM star at 220.4 arcsec).
341) Warning: WB 9h 290 is ALONE (nearest PPM star at 65.7 arcsec).
342) Warning: WB 9h 305 is ALONE (nearest PPM star at 180.9 arcsec).
343) Warning: WB 9h 367 is ALONE (nearest PPM star at 97.9 arcsec).
344) Warning: WB 9h 374 is ALONE (nearest PPM star at 212.2 arcsec).
345) Warning: WB 9h 376 is ALONE (nearest PPM star at 470.4 arcsec).
346) Warning: WB 9h 408 is ALONE (nearest PPM star at 312.7 arcsec).
347) Warning: WB 9h 430 is ALONE (nearest PPM star at 589.9 arcsec).
348) Warning: WB 9h 482 is ALONE (nearest PPM star at 146.8 arcsec).
349) Warning: WB 9h 537 is ALONE (nearest PPM star at 143.7 arcsec).
350) Warning: WB 9h 566 is ALONE (nearest PPM star at 159.3 arcsec).
351) Warning: WB 9h 725 is ALONE (nearest PPM star at 450.6 arcsec).
352) Warning: WB 9h 754 is ALONE (nearest PPM star at 146.6 arcsec).
353) Warning: WB 9h 786 is ALONE (nearest PPM star at 149.9 arcsec).
354) Warning: WB 9h 796 is ALONE (nearest PPM star at 211.8 arcsec).
355) Warning: WB 9h 835 is ALONE (nearest PPM star at 146.0 arcsec).
356) Warning: WB 9h 887 is ALONE (nearest PPM star at 433.3 arcsec).
357) Warning: WB 9h 895 is ALONE (nearest PPM star at 120.3 arcsec).
358) Warning: WB 9h 920 is ALONE (nearest PPM star at 1513.5 arcsec).
359) Warning: WB 9h 934 is ALONE (nearest PPM star at 219.9 arcsec).
360) Warning: WB 9h 944 is ALONE (nearest PPM star at 60.6 arcsec).
361) Warning: WB 9h 946 is ALONE (nearest PPM star at 247.3 arcsec).
362) Warning: WB 9h 971 is ALONE (nearest PPM star at 418.3 arcsec).
363) Warning: WB 9h 989 is ALONE (nearest PPM star at 199.2 arcsec).
364) Warning: WB 9h 993 is ALONE (nearest PPM star at 152.8 arcsec).
365) Warning: WB 9h 997 is ALONE (nearest PPM star at 592.2 arcsec).
366) Warning: WB 9h 1021 is ALONE (nearest PPM star at 110.4 arcsec).
367) Warning: WB 9h 1048 is ALONE (nearest PPM star at 375.8 arcsec).
368) Warning: WB 9h 1059 is ALONE (nearest PPM star at 385.4 arcsec).
369) Warning: WB 9h 1065 is ALONE (nearest PPM star at 85.3 arcsec).
370) Warning: WB 9h 1067 is ALONE (nearest PPM star at 245.0 arcsec).
371) Warning: WB 9h 1179 is ALONE (nearest PPM star at 219.4 arcsec).
372) Warning: WB 9h 1186 is ALONE (nearest PPM star at 154.1 arcsec).
373) Warning: WB 9h 1227 is ALONE (nearest PPM star at 196.2 arcsec).
374) Warning: WB 9h 1235 is ALONE (nearest PPM star at 102.5 arcsec).
375) Warning: WB 9h 1267 is ALONE (nearest PPM star at 477.2 arcsec).
376) Warning: WB 9h 1306 is ALONE (nearest PPM star at 210.8 arcsec).
377) Warning: WB 9h 1311 is ALONE (nearest PPM star at 60.6 arcsec).
378) Warning: WB 10h 9 is ALONE (nearest PPM star at 240.0 arcsec).
379) Warning: WB 10h 14 is ALONE (nearest PPM star at 1013.0 arcsec).
380) Warning: WB 10h 17 is ALONE (nearest PPM star at 889.8 arcsec).
381) Warning: WB 10h 68 is ALONE (nearest PPM star at 154.6 arcsec).
382) Warning: WB 10h 84 is ALONE (nearest PPM star at 675.9 arcsec).
383) Warning: WB 10h 113 is ALONE (nearest PPM star at 691.0 arcsec).
384) Warning: WB 10h 118 is ALONE (nearest PPM star at 61.1 arcsec).
385) Warning: WB 10h 127 is ALONE (nearest PPM star at 182.0 arcsec).
386) Warning: WB 10h 152 is ALONE (nearest PPM star at 888.2 arcsec).
387) Warning: WB 10h 164 is ALONE (nearest PPM star at 118.6 arcsec).
388) Warning: WB 10h 166 is ALONE (nearest PPM star at 151.4 arcsec).
389) Warning: WB 10h 190 is ALONE (nearest PPM star at 121.7 arcsec).
390) Warning: WB 10h 192 is ALONE (nearest PPM star at 122.3 arcsec).
391) Warning: WB 10h 195 is ALONE (nearest PPM star at 91.4 arcsec).
392) Warning: WB 10h 210 is ALONE (nearest PPM star at 570.6 arcsec).
393) Warning: WB 10h 310 is ALONE (nearest PPM star at 283.9 arcsec).
394) Warning: WB 10h 322 is ALONE (nearest PPM star at 765.4 arcsec).
395) Warning: WB 10h 356 is ALONE (nearest PPM star at 148.8 arcsec).
396) Warning: WB 10h 402 is ALONE (nearest PPM star at 601.2 arcsec).
397) Warning: WB 10h 422 is ALONE (nearest PPM star at 83.2 arcsec).
398) Warning: WB 10h 423 is ALONE (nearest PPM star at 515.9 arcsec).
399) Warning: WB 10h 438 is ALONE (nearest PPM star at 61.7 arcsec).
400) Warning: WB 10h 485 is ALONE (nearest PPM star at 394.4 arcsec).
401) Warning: WB 10h 506 is ALONE (nearest PPM star at 956.1 arcsec).
402) Warning: WB 10h 519 is ALONE (nearest PPM star at 436.8 arcsec).
403) Warning: WB 10h 522 is ALONE (nearest PPM star at 209.7 arcsec).
404) Warning: WB 10h 534 is ALONE (nearest PPM star at 890.5 arcsec).
405) Warning: WB 10h 535 is ALONE (nearest PPM star at 603.8 arcsec).
406) Warning: WB 10h 536 is ALONE (nearest PPM star at 889.7 arcsec).
407) Warning: WB 10h 540 is ALONE (nearest PPM star at 142.7 arcsec).
408) Warning: WB 10h 546 is ALONE (nearest PPM star at 152.3 arcsec).
409) Warning: WB 10h 553 is ALONE (nearest PPM star at 60.4 arcsec).
410) Warning: WB 10h 566 is ALONE (nearest PPM star at 909.2 arcsec).
411) Warning: WB 10h 584 is ALONE (nearest PPM star at 500.8 arcsec).
412) Warning: WB 10h 593 is ALONE (nearest PPM star at 893.0 arcsec).
413) Warning: WB 10h 611 is ALONE (nearest PPM star at 147.2 arcsec).
414) Warning: WB 10h 621 is ALONE (nearest PPM star at 217.5 arcsec).
415) Warning: WB 10h 651 is ALONE (nearest PPM star at 701.8 arcsec).
416) Warning: WB 10h 705 is ALONE (nearest PPM star at 146.6 arcsec).
417) Warning: WB 10h 733 is ALONE (nearest PPM star at 148.6 arcsec).
418) Warning: WB 10h 735 is ALONE (nearest PPM star at 1426.7 arcsec).
419) Warning: WB 10h 742 is ALONE (nearest PPM star at 240.7 arcsec).
420) Warning: WB 10h 747 is ALONE (nearest PPM star at 842.9 arcsec).
421) Warning: WB 10h 772 is ALONE (nearest PPM star at 771.8 arcsec).
422) Warning: WB 10h 790 is ALONE (nearest PPM star at 142.3 arcsec).
423) Warning: WB 10h 798 is ALONE (nearest PPM star at 546.0 arcsec).
424) Warning: WB 10h 801 is ALONE (nearest PPM star at 453.9 arcsec).
425) Warning: WB 10h 812 is ALONE (nearest PPM star at 537.6 arcsec).
426) Warning: WB 10h 813 is ALONE (nearest PPM star at 183.9 arcsec).
427) Warning: WB 10h 826 is ALONE (nearest PPM star at 888.6 arcsec).
428) Warning: WB 10h 841 is ALONE (nearest PPM star at 373.1 arcsec).
429) Warning: WB 10h 899 is ALONE (nearest PPM star at 842.5 arcsec).
430) Warning: WB 10h 902 is ALONE (nearest PPM star at 261.5 arcsec).
431) Warning: WB 10h 920 is ALONE (nearest PPM star at 811.3 arcsec).
432) Warning: WB 10h 927 is ALONE (nearest PPM star at 729.3 arcsec).
433) Warning: WB 10h 982 is ALONE (nearest PPM star at 147.5 arcsec).
434) Warning: WB 10h 989 is ALONE (nearest PPM star at 828.1 arcsec).
435) Warning: WB 10h 997 is ALONE (nearest PPM star at 924.1 arcsec).
436) Warning: WB 10h 1010 is ALONE (nearest PPM star at 472.7 arcsec).
437) Warning: WB 10h 1089 is ALONE (nearest PPM star at 388.1 arcsec).
438) Warning: WB 11h 39 is ALONE (nearest PPM star at 220.3 arcsec).
439) Warning: WB 11h 52 is ALONE (nearest PPM star at 222.0 arcsec).
440) Warning: WB 11h 103 is ALONE (nearest PPM star at 180.7 arcsec).
441) Warning: WB 11h 134 is ALONE (nearest PPM star at 152.4 arcsec).
442) Warning: WB 11h 156 is ALONE (nearest PPM star at 223.9 arcsec).
443) Warning: WB 11h 163 is ALONE (nearest PPM star at 899.5 arcsec).
444) Warning: WB 11h 196 is ALONE (nearest PPM star at 91.1 arcsec).
445) Warning: WB 11h 202 is ALONE (nearest PPM star at 279.9 arcsec).
446) Warning: WB 11h 206 is ALONE (nearest PPM star at 669.3 arcsec).
447) Warning: WB 11h 220 is ALONE (nearest PPM star at 626.6 arcsec).
448) Warning: WB 11h 247 is ALONE (nearest PPM star at 291.5 arcsec).
449) Warning: WB 11h 249 is ALONE (nearest PPM star at 857.9 arcsec).
450) Warning: WB 11h 276 is ALONE (nearest PPM star at 696.9 arcsec).
451) Warning: WB 11h 281 is ALONE (nearest PPM star at 254.4 arcsec).
452) Warning: WB 11h 297 is ALONE (nearest PPM star at 75.5 arcsec).
453) Warning: WB 11h 343 is ALONE (nearest PPM star at 1628.6 arcsec).
454) Warning: WB 11h 345 is ALONE (nearest PPM star at 65.0 arcsec).
455) Warning: WB 11h 381 is ALONE (nearest PPM star at 146.2 arcsec).
456) Warning: WB 11h 400 is ALONE (nearest PPM star at 70.0 arcsec).
457) Warning: WB 11h 405 is ALONE (nearest PPM star at 67.7 arcsec).
458) Warning: WB 11h 433 is ALONE (nearest PPM star at 262.7 arcsec).
459) Warning: WB 11h 521 is ALONE (nearest PPM star at 150.4 arcsec).
460) Warning: WB 11h 552 is ALONE (nearest PPM star at 213.0 arcsec).
461) Warning: WB 11h 555 is ALONE (nearest PPM star at 751.7 arcsec).
462) Warning: WB 11h 604 is ALONE (nearest PPM star at 153.0 arcsec).
463) Warning: WB 11h 676 is ALONE (nearest PPM star at 428.4 arcsec).
464) Warning: WB 11h 697 is ALONE (nearest PPM star at 144.1 arcsec).
465) Warning: WB 11h 709 is ALONE (nearest PPM star at 137.2 arcsec).
466) Warning: WB 11h 730 is ALONE (nearest PPM star at 149.7 arcsec).
467) Warning: WB 11h 734 is ALONE (nearest PPM star at 671.3 arcsec).
468) Warning: WB 11h 759 is ALONE (nearest PPM star at 793.9 arcsec).
469) Warning: WB 11h 760 is ALONE (nearest PPM star at 808.1 arcsec).
470) Warning: WB 11h 763 is ALONE (nearest PPM star at 402.2 arcsec).
471) Warning: WB 11h 768 is ALONE (nearest PPM star at 767.5 arcsec).
472) Warning: WB 11h 769 is ALONE (nearest PPM star at 93.8 arcsec).
473) Warning: WB 11h 783 is ALONE (nearest PPM star at 180.7 arcsec).
474) Warning: WB 11h 842 is ALONE (nearest PPM star at 527.7 arcsec).
475) Warning: WB 11h 847 is ALONE (nearest PPM star at 231.6 arcsec).
476) Warning: WB 11h 885 is ALONE (nearest PPM star at 91.8 arcsec).
477) Warning: WB 11h 901 is ALONE (nearest PPM star at 899.9 arcsec).
478) Warning: WB 11h 916 is ALONE (nearest PPM star at 179.1 arcsec).
479) Warning: WB 11h 925 is ALONE (nearest PPM star at 156.1 arcsec).
480) Warning: WB 11h 935 is ALONE (nearest PPM star at 116.3 arcsec).
481) Warning: WB 11h 943 is ALONE (nearest PPM star at 220.2 arcsec).
482) Warning: WB 11h 945 is ALONE (nearest PPM star at 901.0 arcsec).
483) Warning: WB 11h 949 is ALONE (nearest PPM star at 414.1 arcsec).
484) Warning: WB 12h 26 is ALONE (nearest PPM star at 704.2 arcsec).
485) Warning: WB 12h 60 is ALONE (nearest PPM star at 149.0 arcsec).
486) Warning: WB 12h 72 is ALONE (nearest PPM star at 601.6 arcsec).
487) Warning: WB 12h 109 is ALONE (nearest PPM star at 60.3 arcsec).
488) Warning: WB 12h 145 is ALONE (nearest PPM star at 137.3 arcsec).
489) Warning: WB 12h 156 is ALONE (nearest PPM star at 77.7 arcsec).
490) Warning: WB 12h 184 is ALONE (nearest PPM star at 66.2 arcsec).
491) Warning: WB 12h 247 is ALONE (nearest PPM star at 299.2 arcsec).
492) Warning: WB 12h 277 is ALONE (nearest PPM star at 133.2 arcsec).
493) Warning: WB 12h 426 is ALONE (nearest PPM star at 149.5 arcsec).
494) Warning: WB 12h 567 is ALONE (nearest PPM star at 86.3 arcsec).
495) Warning: WB 12h 602 is ALONE (nearest PPM star at 146.5 arcsec).
496) Warning: WB 12h 626 is ALONE (nearest PPM star at 129.4 arcsec).
497) Warning: WB 12h 629 is ALONE (nearest PPM star at 149.6 arcsec).
498) Warning: WB 12h 632 is ALONE (nearest PPM star at 132.1 arcsec).
499) Warning: WB 12h 694 is ALONE (nearest PPM star at 1005.6 arcsec).
500) Warning: WB 12h 743 is ALONE (nearest PPM star at 139.3 arcsec).
501) Warning: WB 12h 799 is ALONE (nearest PPM star at 143.5 arcsec).
502) Warning: WB 12h 957 is ALONE (nearest PPM star at 176.5 arcsec).
503) Warning: WB 12h 1007 is ALONE (nearest PPM star at 442.2 arcsec).
504) Warning: WB 12h 1061 is ALONE (nearest PPM star at 61.4 arcsec).
505) Warning: WB 13h 33 is ALONE (nearest PPM star at 183.1 arcsec).
506) Warning: WB 13h 45 is ALONE (nearest PPM star at 66.3 arcsec).
507) Warning: WB 13h 50 is ALONE (nearest PPM star at 474.9 arcsec).
508) Warning: WB 13h 107 is ALONE (nearest PPM star at 120.6 arcsec).
509) Warning: WB 13h 115 is ALONE (nearest PPM star at 896.6 arcsec).
510) Warning: WB 13h 131 is ALONE (nearest PPM star at 177.1 arcsec).
511) Warning: WB 13h 242 is ALONE (nearest PPM star at 641.9 arcsec).
512) Warning: WB 0h 300 is ALONE (nearest PPM star at 771.4 arcsec).
513) Warning: WB 13h 339 is ALONE (nearest PPM star at 154.3 arcsec).
514) Warning: WB 13h 360 is ALONE (nearest PPM star at 602.6 arcsec).
515) Warning: WB 13h 432 is ALONE (nearest PPM star at 679.8 arcsec).
516) Warning: WB 13h 475 is ALONE (nearest PPM star at 326.7 arcsec).
517) Warning: WB 13h 487 is ALONE (nearest PPM star at 193.2 arcsec).
518) Warning: WB 13h 494 is ALONE (nearest PPM star at 601.9 arcsec).
519) Warning: WB 13h 540 is ALONE (nearest PPM star at 432.5 arcsec).
520) Warning: WB 13h 576 is ALONE (nearest PPM star at 605.5 arcsec).
521) Warning: WB 13h 614 is ALONE (nearest PPM star at 146.6 arcsec).
522) Warning: WB 13h 618 is ALONE (nearest PPM star at 211.9 arcsec).
523) Warning: WB 13h 635 is ALONE (nearest PPM star at 61.2 arcsec).
524) Warning: WB 13h 660 is ALONE (nearest PPM star at 1535.0 arcsec).
525) Warning: WB 13h 677 is ALONE (nearest PPM star at 217.5 arcsec).
526) Warning: WB 13h 781 is ALONE (nearest PPM star at 153.3 arcsec).
527) Warning: WB 13h 787 is ALONE (nearest PPM star at 210.4 arcsec).
528) Warning: WB 13h 793 is ALONE (nearest PPM star at 151.9 arcsec).
529) Warning: WB 13h 805 is ALONE (nearest PPM star at 90.5 arcsec).
530) Warning: WB 13h 840 is ALONE (nearest PPM star at 64.7 arcsec).
531) Warning: WB 13h 905 is ALONE (nearest PPM star at 178.7 arcsec).
532) Warning: WB 13h 948 is ALONE (nearest PPM star at 147.6 arcsec).
533) Warning: WB 13h 956 is ALONE (nearest PPM star at 800.4 arcsec).
534) Warning: WB 13h 959 is ALONE (nearest PPM star at 872.6 arcsec).
535) Warning: WB 13h 1064 is ALONE (nearest PPM star at 829.1 arcsec).
536) Warning: WB 13h 1065 is ALONE (nearest PPM star at 893.3 arcsec).
537) Warning: WB 13h 1090 is ALONE (nearest PPM star at 147.3 arcsec).
538) Warning: WB 14h 27 is ALONE (nearest PPM star at 177.9 arcsec).
539) Warning: WB 14h 47 is ALONE (nearest PPM star at 222.8 arcsec).
540) Warning: WB 14h 105 is ALONE (nearest PPM star at 220.4 arcsec).
541) Warning: WB 14h 128 is ALONE (nearest PPM star at 525.2 arcsec).
542) Warning: WB 14h 175 is ALONE (nearest PPM star at 63.7 arcsec).
543) Warning: WB 14h 199 is ALONE (nearest PPM star at 200.8 arcsec).
544) Warning: WB 14h 302 is ALONE (nearest PPM star at 181.6 arcsec).
545) Warning: WB 14h 359 is ALONE (nearest PPM star at 117.1 arcsec).
546) Warning: WB 14h 360 is ALONE (nearest PPM star at 81.9 arcsec).
547) Warning: WB 14h 411 is ALONE (nearest PPM star at 600.3 arcsec).
548) Warning: WB 14h 428 is ALONE (nearest PPM star at 147.0 arcsec).
549) Warning: WB 14h 676 is ALONE (nearest PPM star at 702.7 arcsec).
550) Warning: WB 14h 705 is ALONE (nearest PPM star at 217.5 arcsec).
551) Warning: WB 14h 706 is ALONE (nearest PPM star at 204.6 arcsec).
552) Warning: WB 14h 712 is ALONE (nearest PPM star at 875.7 arcsec).
553) Warning: WB 14h 730 is ALONE (nearest PPM star at 154.3 arcsec).
554) Warning: WB 14h 765 is ALONE (nearest PPM star at 324.5 arcsec).
555) Warning: WB 14h 778 is ALONE (nearest PPM star at 340.2 arcsec).
556) Warning: WB 14h 808 is ALONE (nearest PPM star at 157.6 arcsec).
557) Warning: WB 14h 810 is ALONE (nearest PPM star at 605.1 arcsec).
558) Warning: WB 14h 858 is ALONE (nearest PPM star at 372.0 arcsec).
559) Warning: WB 14h 879 is ALONE (nearest PPM star at 150.4 arcsec).
560) Warning: WB 14h 888 is ALONE (nearest PPM star at 222.7 arcsec).
561) Warning: WB 14h 924 is ALONE (nearest PPM star at 301.3 arcsec).
562) Warning: WB 14h 964 is ALONE (nearest PPM star at 143.6 arcsec).
563) Warning: WB 14h 1036 is ALONE (nearest PPM star at 186.3 arcsec).
564) Warning: WB 14h 1060 is ALONE (nearest PPM star at 440.3 arcsec).
565) Warning: WB 14h 1076 is ALONE (nearest PPM star at 155.9 arcsec).
566) Warning: WB 14h 1102 is ALONE (nearest PPM star at 357.4 arcsec).
567) Warning: WB 14h 1138 is ALONE (nearest PPM star at 178.5 arcsec).
568) Warning: WB 14h 1139 is ALONE (nearest PPM star at 587.3 arcsec).
569) Warning: WB 14h 1148 is ALONE (nearest PPM star at 145.4 arcsec).
570) Warning: WB 14h 1160 is ALONE (nearest PPM star at 435.1 arcsec).
571) Warning: WB 14h 1162 is ALONE (nearest PPM star at 149.9 arcsec).
572) Warning: WB 14h 1164 is ALONE (nearest PPM star at 121.6 arcsec).
573) Warning: WB 15h 33 is ALONE (nearest PPM star at 89.4 arcsec).
574) Warning: WB 15h 130 is ALONE (nearest PPM star at 602.7 arcsec).
575) Warning: WB 15h 227 is ALONE (nearest PPM star at 320.7 arcsec).
576) Warning: WB 15h 241 is ALONE (nearest PPM star at 285.8 arcsec).
577) Warning: WB 15h 242 is ALONE (nearest PPM star at 358.6 arcsec).
578) Warning: WB 15h 259 is ALONE (nearest PPM star at 364.8 arcsec).
579) Warning: WB 15h 261 is ALONE (nearest PPM star at 338.0 arcsec).
580) Warning: WB 15h 309 is ALONE (nearest PPM star at 580.2 arcsec).
581) Warning: WB 15h 337 is ALONE (nearest PPM star at 144.4 arcsec).
582) Warning: WB 15h 356 is ALONE (nearest PPM star at 152.2 arcsec).
583) Warning: WB 15h 399 is ALONE (nearest PPM star at 348.2 arcsec).
584) Warning: WB 15h 414 is ALONE (nearest PPM star at 157.1 arcsec).
585) Warning: WB 15h 436 is ALONE (nearest PPM star at 309.8 arcsec).
586) Warning: WB 15h 437 is ALONE (nearest PPM star at 298.6 arcsec).
587) Warning: WB 15h 445 is ALONE (nearest PPM star at 148.4 arcsec).
588) Warning: WB 15h 449 is ALONE (nearest PPM star at 417.8 arcsec).
589) Warning: WB 15h 468 is ALONE (nearest PPM star at 486.8 arcsec).
590) Warning: WB 15h 474 is ALONE (nearest PPM star at 257.2 arcsec).
591) Warning: WB 15h 476 is ALONE (nearest PPM star at 543.8 arcsec).
592) Warning: WB 15h 492 is ALONE (nearest PPM star at 63.8 arcsec).
593) Warning: WB 15h 600 is ALONE (nearest PPM star at 298.1 arcsec).
594) Warning: WB 15h 610 is ALONE (nearest PPM star at 335.4 arcsec).
595) Warning: WB 15h 666 is ALONE (nearest PPM star at 443.0 arcsec).
596) Warning: WB 15h 667 is ALONE (nearest PPM star at 223.6 arcsec).
597) Warning: WB 15h 681 is ALONE (nearest PPM star at 146.4 arcsec).
598) Warning: WB 15h 706 is ALONE (nearest PPM star at 74.4 arcsec).
599) Warning: WB 15h 762 is ALONE (nearest PPM star at 145.3 arcsec).
600) Warning: WB 15h 778 is ALONE (nearest PPM star at 129.7 arcsec).
601) Warning: WB 15h 937 is ALONE (nearest PPM star at 303.4 arcsec).
602) Warning: WB 15h 953 is ALONE (nearest PPM star at 733.0 arcsec).
603) Warning: WB 15h 962 is ALONE (nearest PPM star at 440.7 arcsec).
604) Warning: WB 15h 1021 is ALONE (nearest PPM star at 300.3 arcsec).
605) Warning: WB 15h 1048 is ALONE (nearest PPM star at 889.6 arcsec).
606) Warning: WB 15h 1087 is ALONE (nearest PPM star at 944.1 arcsec).
607) Warning: WB 15h 1117 is ALONE (nearest PPM star at 184.0 arcsec).
608) Warning: WB 15h 1127 is ALONE (nearest PPM star at 599.9 arcsec).
609) Warning: WB 15h 1137 is ALONE (nearest PPM star at 153.3 arcsec).
610) Warning: WB 16h 70 is ALONE (nearest PPM star at 181.2 arcsec).
611) Warning: WB 16h 107 is ALONE (nearest PPM star at 440.5 arcsec).
612) Warning: WB 16h 187 is ALONE (nearest PPM star at 432.4 arcsec).
613) Warning: WB 16h 191 is ALONE (nearest PPM star at 194.5 arcsec).
614) Warning: WB 16h 252 is ALONE (nearest PPM star at 747.0 arcsec).
615) Warning: WB 16h 256 is ALONE (nearest PPM star at 685.6 arcsec).
616) Warning: WB 16h 260 is ALONE (nearest PPM star at 576.3 arcsec).
617) Warning: WB 16h 304 is ALONE (nearest PPM star at 143.8 arcsec).
618) Warning: WB 16h 312 is ALONE (nearest PPM star at 217.9 arcsec).
619) Warning: WB 16h 334 is ALONE (nearest PPM star at 357.9 arcsec).
620) Warning: WB 16h 346 is ALONE (nearest PPM star at 432.5 arcsec).
621) Warning: WB 16h 348 is ALONE (nearest PPM star at 205.9 arcsec).
