CROSS_NORTH - Compare several catalogs.
622) Warning: WB 16h 369 is ALONE (nearest PPM star at 116.1 arcsec).
623) Warning: WB 16h 378 is ALONE (nearest PPM star at 112.6 arcsec).
624) Warning: WB 16h 385 is ALONE (nearest PPM star at 597.2 arcsec).
625) Warning: WB 16h 401 is ALONE (nearest PPM star at 511.6 arcsec).
626) Warning: WB 16h 413 is ALONE (nearest PPM star at 499.3 arcsec).
627) Warning: WB 16h 434 is ALONE (nearest PPM star at 154.1 arcsec).
628) Warning: WB 16h 531 is ALONE (nearest PPM star at 296.9 arcsec).
629) Warning: WB 16h 549 is ALONE (nearest PPM star at 565.7 arcsec).
630) Warning: WB 16h 661 is ALONE (nearest PPM star at 892.1 arcsec).
631) Warning: WB 16h 662 is ALONE (nearest PPM star at 119.2 arcsec).
632) Warning: WB 16h 679 is ALONE (nearest PPM star at 897.9 arcsec).
633) Warning: WB 16h 684 is ALONE (nearest PPM star at 797.8 arcsec).
634) Warning: WB 16h 693 is ALONE (nearest PPM star at 764.8 arcsec).
635) Warning: WB 16h 741 is ALONE (nearest PPM star at 146.0 arcsec).
636) Warning: WB 16h 762 is ALONE (nearest PPM star at 1628.7 arcsec).
637) Warning: WB 16h 770 is ALONE (nearest PPM star at 1009.2 arcsec).
638) Warning: WB 16h 796 is ALONE (nearest PPM star at 145.9 arcsec).
639) Warning: WB 16h 822 is ALONE (nearest PPM star at 780.7 arcsec).
640) Warning: WB 16h 823 is ALONE (nearest PPM star at 1389.7 arcsec).
641) Warning: WB 16h 830 is ALONE (nearest PPM star at 224.6 arcsec).
642) Warning: WB 16h 852 is ALONE (nearest PPM star at 222.5 arcsec).
643) Warning: WB 16h 888 is ALONE (nearest PPM star at 123.2 arcsec).
644) Warning: WB 16h 902 is ALONE (nearest PPM star at 376.7 arcsec).
645) Warning: WB 16h 962 is ALONE (nearest PPM star at 952.2 arcsec).
646) Warning: WB 16h 973 is ALONE (nearest PPM star at 617.2 arcsec).
647) Warning: WB 16h 979 is ALONE (nearest PPM star at 874.8 arcsec).
648) Warning: WB 16h 997 is ALONE (nearest PPM star at 101.2 arcsec).
649) Warning: WB 16h 1015 is ALONE (nearest PPM star at 67.5 arcsec).
650) Warning: WB 16h 1035 is ALONE (nearest PPM star at 70.5 arcsec).
651) Warning: WB 17h 32 is ALONE (nearest PPM star at 716.0 arcsec).
652) Warning: WB 17h 52 is ALONE (nearest PPM star at 295.9 arcsec).
653) Warning: WB 17h 66 is ALONE (nearest PPM star at 726.0 arcsec).
654) Warning: WB 17h 102 is ALONE (nearest PPM star at 69.3 arcsec).
655) Warning: WB 17h 122 is ALONE (nearest PPM star at 143.2 arcsec).
656) Warning: WB 17h 135 is ALONE (nearest PPM star at 827.8 arcsec).
657) Warning: WB 17h 170 is ALONE (nearest PPM star at 153.0 arcsec).
658) Warning: WB 17h 174 is ALONE (nearest PPM star at 176.1 arcsec).
659) Warning: WB 17h 197 is ALONE (nearest PPM star at 177.9 arcsec).
660) Warning: WB 17h 220 is ALONE (nearest PPM star at 143.4 arcsec).
661) Warning: WB 17h 232 is ALONE (nearest PPM star at 890.8 arcsec).
662) Warning: WB 17h 250 is ALONE (nearest PPM star at 178.8 arcsec).
663) Warning: WB 17h 289 is ALONE (nearest PPM star at 151.2 arcsec).
664) Warning: WB 17h 291 is ALONE (nearest PPM star at 719.6 arcsec).
665) Warning: WB 17h 301 is ALONE (nearest PPM star at 454.7 arcsec).
666) Warning: WB 17h 410 is ALONE (nearest PPM star at 972.9 arcsec).
667) Warning: WB 17h 440 is ALONE (nearest PPM star at 60.8 arcsec).
668) Warning: WB 17h 455 is ALONE (nearest PPM star at 160.0 arcsec).
669) Warning: WB 17h 464 is ALONE (nearest PPM star at 679.4 arcsec).
670) Warning: WB 17h 480 is ALONE (nearest PPM star at 296.7 arcsec).
671) Warning: WB 17h 529 is ALONE (nearest PPM star at 213.6 arcsec).
672) Warning: WB 17h 530 is ALONE (nearest PPM star at 216.8 arcsec).
673) Warning: WB 17h 548 is ALONE (nearest PPM star at 212.3 arcsec).
674) Warning: WB 17h 570 is ALONE (nearest PPM star at 300.0 arcsec).
675) Warning: WB 17h 659 is ALONE (nearest PPM star at 283.0 arcsec).
676) Warning: WB 17h 662 is ALONE (nearest PPM star at 417.2 arcsec).
677) Warning: WB 17h 677 is ALONE (nearest PPM star at 149.6 arcsec).
678) Warning: WB 17h 687 is ALONE (nearest PPM star at 181.8 arcsec).
679) Warning: WB 17h 758 is ALONE (nearest PPM star at 1196.4 arcsec).
680) Warning: WB 17h 767 is ALONE (nearest PPM star at 292.0 arcsec).
681) Warning: WB 17h 773 is ALONE (nearest PPM star at 614.0 arcsec).
682) Warning: WB 17h 783 is ALONE (nearest PPM star at 150.6 arcsec).
683) Warning: WB 17h 786 is ALONE (nearest PPM star at 886.7 arcsec).
684) Warning: WB 17h 844 is ALONE (nearest PPM star at 217.0 arcsec).
685) Warning: WB 17h 851 is ALONE (nearest PPM star at 732.6 arcsec).
686) Warning: WB 17h 854 is ALONE (nearest PPM star at 264.3 arcsec).
687) Warning: WB 17h 865 is ALONE (nearest PPM star at 554.2 arcsec).
688) Warning: WB 17h 876 is ALONE (nearest PPM star at 818.1 arcsec).
689) Warning: WB 17h 883 is ALONE (nearest PPM star at 636.9 arcsec).
690) Warning: WB 17h 896 is ALONE (nearest PPM star at 825.9 arcsec).
691) Warning: WB 17h 919 is ALONE (nearest PPM star at 224.9 arcsec).
692) Warning: WB 17h 941 is ALONE (nearest PPM star at 894.6 arcsec).
693) Warning: WB 17h 990 is ALONE (nearest PPM star at 355.0 arcsec).
694) Warning: WB 17h 1102 is ALONE (nearest PPM star at 301.0 arcsec).
695) Warning: WB 17h 1117 is ALONE (nearest PPM star at 145.8 arcsec).
696) Warning: WB 17h 1161 is ALONE (nearest PPM star at 696.2 arcsec).
697) Warning: WB 17h 1171 is ALONE (nearest PPM star at 445.6 arcsec).
698) Warning: WB 17h 1195 is ALONE (nearest PPM star at 245.2 arcsec).
699) Warning: WB 17h 1207 is ALONE (nearest PPM star at 115.8 arcsec).
700) Warning: WB 17h 1247 is ALONE (nearest PPM star at 246.9 arcsec).
701) Warning: WB 17h 1251 is ALONE (nearest PPM star at 145.4 arcsec).
702) Warning: WB 17h 1255 is ALONE (nearest PPM star at 218.6 arcsec).
703) Warning: WB 18h 123 is ALONE (nearest PPM star at 514.7 arcsec).
704) Warning: WB 18h 129 is ALONE (nearest PPM star at 120.3 arcsec).
705) Warning: WB 18h 144 is ALONE (nearest PPM star at 124.2 arcsec).
706) Warning: WB 18h 308 is ALONE (nearest PPM star at 336.4 arcsec).
707) Warning: WB 18h 359 is ALONE (nearest PPM star at 570.9 arcsec).
708) Warning: WB 18h 385 is ALONE (nearest PPM star at 119.1 arcsec).
709) Warning: WB 18h 571 is ALONE (nearest PPM star at 296.5 arcsec).
710) Warning: WB 18h 575 is ALONE (nearest PPM star at 183.2 arcsec).
711) Warning: WB 18h 584 is ALONE (nearest PPM star at 1116.2 arcsec).
712) Warning: WB 18h 606 is ALONE (nearest PPM star at 115.9 arcsec).
713) Warning: WB 18h 619 is ALONE (nearest PPM star at 1166.2 arcsec).
714) Warning: WB 18h 642 is ALONE (nearest PPM star at 287.0 arcsec).
715) Warning: WB 18h 647 is ALONE (nearest PPM star at 299.6 arcsec).
716) Warning: WB 18h 751 is ALONE (nearest PPM star at 310.1 arcsec).
717) Warning: WB 18h 805 is ALONE (nearest PPM star at 505.9 arcsec).
718) Warning: WB 18h 846 is ALONE (nearest PPM star at 472.5 arcsec).
719) Warning: WB 18h 902 is ALONE (nearest PPM star at 204.3 arcsec).
720) Warning: WB 18h 959 is ALONE (nearest PPM star at 144.4 arcsec).
721) Warning: WB 18h 996 is ALONE (nearest PPM star at 650.8 arcsec).
722) Warning: WB 18h 1060 is ALONE (nearest PPM star at 436.9 arcsec).
723) Warning: WB 18h 1077 is ALONE (nearest PPM star at 187.7 arcsec).
724) Warning: WB 18h 1131 is ALONE (nearest PPM star at 60.1 arcsec).
725) Warning: WB 18h 1151 is ALONE (nearest PPM star at 190.2 arcsec).
726) Warning: WB 18h 1193 is ALONE (nearest PPM star at 62.4 arcsec).
727) Warning: WB 18h 1194 is ALONE (nearest PPM star at 474.3 arcsec).
728) Warning: WB 18h 1201 is ALONE (nearest PPM star at 112.0 arcsec).
729) Warning: WB 18h 1220 is ALONE (nearest PPM star at 177.4 arcsec).
730) Warning: WB 18h 1287 is ALONE (nearest PPM star at 603.6 arcsec).
731) Warning: WB 18h 1327 is ALONE (nearest PPM star at 118.0 arcsec).
732) Warning: WB 18h 1360 is ALONE (nearest PPM star at 1161.8 arcsec).
733) Warning: WB 18h 1369 is ALONE (nearest PPM star at 498.3 arcsec).
734) Warning: WB 18h 1446 is ALONE (nearest PPM star at 102.3 arcsec).
735) Warning: WB 18h 1484 is ALONE (nearest PPM star at 1170.7 arcsec).
736) Warning: WB 18h 1535 is ALONE (nearest PPM star at 91.1 arcsec).
737) Warning: WB 18h 1563 is ALONE (nearest PPM star at 76.3 arcsec).
738) Warning: WB 18h 1566 is ALONE (nearest PPM star at 772.5 arcsec).
739) Warning: WB 18h 1569 is ALONE (nearest PPM star at 907.2 arcsec).
740) Warning: WB 19h 171 is ALONE (nearest PPM star at 358.1 arcsec).
741) Warning: WB 19h 182 is ALONE (nearest PPM star at 75.8 arcsec).
742) Warning: WB 19h 206 is ALONE (nearest PPM star at 556.1 arcsec).
743) Warning: WB 19h 246 is ALONE (nearest PPM star at 355.9 arcsec).
744) Warning: WB 19h 276 is ALONE (nearest PPM star at 148.7 arcsec).
745) Warning: WB 19h 287 is ALONE (nearest PPM star at 148.2 arcsec).
746) Warning: WB 19h 375 is ALONE (nearest PPM star at 483.9 arcsec).
747) Warning: WB 19h 386 is ALONE (nearest PPM star at 225.1 arcsec).
748) Warning: WB 19h 391 is ALONE (nearest PPM star at 217.8 arcsec).
749) Warning: WB 19h 400 is ALONE (nearest PPM star at 250.6 arcsec).
750) Warning: WB 19h 411 is ALONE (nearest PPM star at 336.5 arcsec).
751) Warning: WB 19h 424 is ALONE (nearest PPM star at 457.1 arcsec).
752) Warning: WB 19h 442 is ALONE (nearest PPM star at 598.1 arcsec).
753) Warning: WB 19h 467 is ALONE (nearest PPM star at 91.4 arcsec).
754) Warning: WB 19h 490 is ALONE (nearest PPM star at 634.6 arcsec).
755) Warning: WB 19h 500 is ALONE (nearest PPM star at 499.0 arcsec).
756) Warning: WB 19h 506 is ALONE (nearest PPM star at 209.8 arcsec).
757) Warning: WB 19h 513 is ALONE (nearest PPM star at 346.6 arcsec).
758) Warning: WB 19h 533 is ALONE (nearest PPM star at 373.5 arcsec).
759) Warning: WB 19h 558 is ALONE (nearest PPM star at 222.6 arcsec).
760) Warning: WB 19h 607 is ALONE (nearest PPM star at 146.7 arcsec).
761) Warning: WB 19h 617 is ALONE (nearest PPM star at 73.5 arcsec).
762) Warning: WB 19h 620 is ALONE (nearest PPM star at 179.9 arcsec).
763) Warning: WB 19h 622 is ALONE (nearest PPM star at 318.8 arcsec).
764) Warning: WB 19h 626 is ALONE (nearest PPM star at 178.3 arcsec).
765) Warning: WB 19h 632 is ALONE (nearest PPM star at 177.4 arcsec).
766) Warning: WB 19h 651 is ALONE (nearest PPM star at 148.7 arcsec).
767) Warning: WB 19h 656 is ALONE (nearest PPM star at 94.7 arcsec).
768) Warning: WB 19h 665 is ALONE (nearest PPM star at 150.4 arcsec).
769) Warning: WB 19h 803 is ALONE (nearest PPM star at 262.3 arcsec).
770) Warning: WB 19h 807 is ALONE (nearest PPM star at 215.1 arcsec).
771) Warning: WB 19h 811 is ALONE (nearest PPM star at 427.2 arcsec).
772) Warning: WB 19h 815 is ALONE (nearest PPM star at 435.4 arcsec).
773) Warning: WB 19h 816 is ALONE (nearest PPM star at 60.8 arcsec).
774) Warning: WB 19h 828 is ALONE (nearest PPM star at 454.9 arcsec).
775) Warning: WB 19h 834 is ALONE (nearest PPM star at 214.1 arcsec).
776) Warning: WB 19h 860 is ALONE (nearest PPM star at 64.5 arcsec).
777) Warning: WB 19h 941 is ALONE (nearest PPM star at 148.4 arcsec).
778) Warning: WB 19h 1024 is ALONE (nearest PPM star at 110.9 arcsec).
779) Warning: WB 19h 1053 is ALONE (nearest PPM star at 151.2 arcsec).
780) Warning: WB 19h 1054 is ALONE (nearest PPM star at 218.8 arcsec).
781) Warning: WB 19h 1088 is ALONE (nearest PPM star at 351.4 arcsec).
782) Warning: WB 19h 1096 is ALONE (nearest PPM star at 319.0 arcsec).
783) Warning: WB 19h 1105 is ALONE (nearest PPM star at 154.9 arcsec).
784) Warning: WB 19h 1142 is ALONE (nearest PPM star at 184.3 arcsec).
785) Warning: WB 19h 1168 is ALONE (nearest PPM star at 60.8 arcsec).
786) Warning: WB 19h 1180 is ALONE (nearest PPM star at 792.7 arcsec).
787) Warning: WB 19h 1353 is ALONE (nearest PPM star at 586.8 arcsec).
788) Warning: WB 19h 1356 is ALONE (nearest PPM star at 357.6 arcsec).
789) Warning: WB 19h 1361 is ALONE (nearest PPM star at 307.8 arcsec).
790) Warning: WB 19h 1372 is ALONE (nearest PPM star at 146.4 arcsec).
791) Warning: WB 19h 1400 is ALONE (nearest PPM star at 435.0 arcsec).
792) Warning: WB 19h 1535 is ALONE (nearest PPM star at 146.9 arcsec).
793) Warning: WB 20h 23 is ALONE (nearest PPM star at 123.2 arcsec).
794) Warning: WB 20h 37 is ALONE (nearest PPM star at 109.2 arcsec).
795) Warning: WB 20h 41 is ALONE (nearest PPM star at 886.6 arcsec).
796) Warning: WB 20h 65 is ALONE (nearest PPM star at 745.1 arcsec).
797) Warning: WB 20h 111 is ALONE (nearest PPM star at 119.4 arcsec).
798) Warning: WB 20h 192 is ALONE (nearest PPM star at 121.7 arcsec).
799) Warning: WB 20h 198 is ALONE (nearest PPM star at 145.3 arcsec).
800) Warning: WB 20h 250 is ALONE (nearest PPM star at 615.8 arcsec).
801) Warning: WB 20h 271 is ALONE (nearest PPM star at 283.5 arcsec).
802) Warning: WB 20h 328 is ALONE (nearest PPM star at 591.3 arcsec).
803) Warning: WB 20h 345 is ALONE (nearest PPM star at 922.0 arcsec).
804) Warning: WB 20h 354 is ALONE (nearest PPM star at 149.7 arcsec).
805) Warning: WB 20h 370 is ALONE (nearest PPM star at 281.4 arcsec).
806) Warning: WB 20h 399 is ALONE (nearest PPM star at 73.0 arcsec).
807) Warning: WB 20h 531 is ALONE (nearest PPM star at 78.4 arcsec).
808) Warning: WB 20h 624 is ALONE (nearest PPM star at 130.6 arcsec).
809) Warning: WB 20h 660 is ALONE (nearest PPM star at 301.0 arcsec).
810) Warning: WB 20h 682 is ALONE (nearest PPM star at 614.6 arcsec).
811) Warning: WB 20h 757 is ALONE (nearest PPM star at 129.3 arcsec).
812) Warning: WB 20h 904 is ALONE (nearest PPM star at 460.4 arcsec).
813) Warning: WB 20h 982 is ALONE (nearest PPM star at 786.5 arcsec).
814) Warning: WB 20h 984 is ALONE (nearest PPM star at 142.3 arcsec).
815) Warning: WB 20h 1102 is ALONE (nearest PPM star at 893.4 arcsec).
816) Warning: WB 20h 1194 is ALONE (nearest PPM star at 298.9 arcsec).
817) Warning: WB 20h 1234 is ALONE (nearest PPM star at 208.4 arcsec).
818) Warning: WB 20h 1339 is ALONE (nearest PPM star at 188.0 arcsec).
819) Warning: WB 20h 1352 is ALONE (nearest PPM star at 433.9 arcsec).
820) Warning: WB 20h 1364 is ALONE (nearest PPM star at 359.2 arcsec).
821) Warning: WB 20h 1365 is ALONE (nearest PPM star at 73.8 arcsec).
822) Warning: WB 20h 1410 is ALONE (nearest PPM star at 220.1 arcsec).
823) Warning: WB 20h 1459 is ALONE (nearest PPM star at 154.9 arcsec).
824) Warning: WB 20h 1498 is ALONE (nearest PPM star at 152.9 arcsec).
825) Warning: WB 21h 87 is ALONE (nearest PPM star at 81.3 arcsec).
826) Warning: WB 21h 101 is ALONE (nearest PPM star at 244.7 arcsec).
827) Warning: WB 21h 110 is ALONE (nearest PPM star at 505.5 arcsec).
828) Warning: WB 21h 146 is ALONE (nearest PPM star at 559.3 arcsec).
829) Warning: WB 21h 159 is ALONE (nearest PPM star at 77.6 arcsec).
830) Warning: WB 21h 201 is ALONE (nearest PPM star at 430.6 arcsec).
831) Warning: WB 21h 226 is ALONE (nearest PPM star at 126.3 arcsec).
832) Warning: WB 21h 259 is ALONE (nearest PPM star at 181.7 arcsec).
833) Warning: WB 21h 269 is ALONE (nearest PPM star at 94.5 arcsec).
834) Warning: WB 21h 332 is ALONE (nearest PPM star at 82.1 arcsec).
835) Warning: WB 21h 340 is ALONE (nearest PPM star at 327.9 arcsec).
836) Warning: WB 21h 342 is ALONE (nearest PPM star at 299.8 arcsec).
837) Warning: WB 21h 353 is ALONE (nearest PPM star at 319.4 arcsec).
838) Warning: WB 21h 359 is ALONE (nearest PPM star at 437.5 arcsec).
839) Warning: WB 21h 362 is ALONE (nearest PPM star at 104.6 arcsec).
840) Warning: WB 21h 364 is ALONE (nearest PPM star at 60.8 arcsec).
841) Warning: WB 21h 366 is ALONE (nearest PPM star at 598.7 arcsec).
842) Warning: WB 21h 373 is ALONE (nearest PPM star at 437.6 arcsec).
843) Warning: WB 21h 456 is ALONE (nearest PPM star at 99.9 arcsec).
844) Warning: WB 21h 621 is ALONE (nearest PPM star at 169.8 arcsec).
845) Warning: WB 21h 656 is ALONE (nearest PPM star at 179.3 arcsec).
846) Warning: WB 21h 665 is ALONE (nearest PPM star at 380.2 arcsec).
847) Warning: WB 21h 671 is ALONE (nearest PPM star at 223.7 arcsec).
848) Warning: WB 21h 693 is ALONE (nearest PPM star at 152.4 arcsec).
849) Warning: WB 21h 696 is ALONE (nearest PPM star at 118.2 arcsec).
850) Warning: WB 21h 704 is ALONE (nearest PPM star at 747.2 arcsec).
851) Warning: WB 21h 793 is ALONE (nearest PPM star at 86.5 arcsec).
852) Warning: WB 21h 846 is ALONE (nearest PPM star at 444.3 arcsec).
853) Warning: WB 21h 857 is ALONE (nearest PPM star at 574.4 arcsec).
854) Warning: WB 21h 865 is ALONE (nearest PPM star at 697.9 arcsec).
855) Warning: WB 21h 870 is ALONE (nearest PPM star at 639.6 arcsec).
856) Warning: WB 21h 891 is ALONE (nearest PPM star at 444.7 arcsec).
857) Warning: WB 21h 905 is ALONE (nearest PPM star at 118.6 arcsec).
858) Warning: WB 21h 918 is ALONE (nearest PPM star at 466.3 arcsec).
859) Warning: WB 21h 919 is ALONE (nearest PPM star at 534.0 arcsec).
860) Warning: WB 21h 925 is ALONE (nearest PPM star at 780.6 arcsec).
861) Warning: WB 21h 937 is ALONE (nearest PPM star at 284.6 arcsec).
862) Warning: WB 21h 938 is ALONE (nearest PPM star at 739.4 arcsec).
863) Warning: WB 21h 971 is ALONE (nearest PPM star at 537.8 arcsec).
864) Warning: WB 21h 976 is ALONE (nearest PPM star at 200.3 arcsec).
865) Warning: WB 21h 987 is ALONE (nearest PPM star at 387.3 arcsec).
866) Warning: WB 21h 990 is ALONE (nearest PPM star at 867.9 arcsec).
867) Warning: WB 21h 997 is ALONE (nearest PPM star at 777.2 arcsec).
868) Warning: WB 21h 1000 is ALONE (nearest PPM star at 144.6 arcsec).
869) Warning: WB 21h 1008 is ALONE (nearest PPM star at 164.0 arcsec).
870) Warning: WB 21h 1011 is ALONE (nearest PPM star at 184.2 arcsec).
871) Warning: WB 21h 1019 is ALONE (nearest PPM star at 505.4 arcsec).
872) Warning: WB 21h 1020 is ALONE (nearest PPM star at 744.7 arcsec).
873) Warning: WB 21h 1035 is ALONE (nearest PPM star at 310.8 arcsec).
874) Warning: WB 21h 1040 is ALONE (nearest PPM star at 134.4 arcsec).
875) Warning: WB 21h 1041 is ALONE (nearest PPM star at 240.3 arcsec).
876) Warning: WB 21h 1076 is ALONE (nearest PPM star at 60.1 arcsec).
877) Warning: WB 21h 1077 is ALONE (nearest PPM star at 810.0 arcsec).
878) Warning: WB 21h 1089 is ALONE (nearest PPM star at 416.5 arcsec).
879) Warning: WB 21h 1150 is ALONE (nearest PPM star at 135.4 arcsec).
880) Warning: WB 21h 1165 is ALONE (nearest PPM star at 152.3 arcsec).
881) Warning: WB 21h 1166 is ALONE (nearest PPM star at 203.3 arcsec).
882) Warning: WB 21h 1258 is ALONE (nearest PPM star at 160.1 arcsec).
883) Warning: WB 21h 1305 is ALONE (nearest PPM star at 877.2 arcsec).
884) Warning: WB 21h 1306 is ALONE (nearest PPM star at 871.3 arcsec).
885) Warning: WB 21h 1325 is ALONE (nearest PPM star at 426.7 arcsec).
886) Warning: WB 21h 1347 is ALONE (nearest PPM star at 356.0 arcsec).
887) Warning: WB 22h 18 is ALONE (nearest PPM star at 403.4 arcsec).
888) Warning: WB 22h 43 is ALONE (nearest PPM star at 140.4 arcsec).
889) Warning: WB 22h 89 is ALONE (nearest PPM star at 71.6 arcsec).
890) Warning: WB 22h 103 is ALONE (nearest PPM star at 123.9 arcsec).
891) Warning: WB 22h 122 is ALONE (nearest PPM star at 147.6 arcsec).
892) Warning: WB 22h 193 is ALONE (nearest PPM star at 281.0 arcsec).
893) Warning: WB 22h 228 is ALONE (nearest PPM star at 385.3 arcsec).
894) Warning: WB 22h 270 is ALONE (nearest PPM star at 62.4 arcsec).
895) Warning: WB 22h 272 is ALONE (nearest PPM star at 555.1 arcsec).
896) Warning: WB 22h 313 is ALONE (nearest PPM star at 116.9 arcsec).
897) Warning: WB 22h 315 is ALONE (nearest PPM star at 60.8 arcsec).
898) Warning: WB 22h 330 is ALONE (nearest PPM star at 157.4 arcsec).
899) Warning: WB 22h 438 is ALONE (nearest PPM star at 157.9 arcsec).
900) Warning: WB 22h 490 is ALONE (nearest PPM star at 524.2 arcsec).
901) Warning: WB 22h 497 is ALONE (nearest PPM star at 102.9 arcsec).
902) Warning: WB 22h 500 is ALONE (nearest PPM star at 60.6 arcsec).
903) Warning: WB 22h 507 is ALONE (nearest PPM star at 61.5 arcsec).
904) Warning: WB 22h 536 is ALONE (nearest PPM star at 419.0 arcsec).
905) Warning: WB 22h 539 is ALONE (nearest PPM star at 604.0 arcsec).
906) Warning: WB 22h 562 is ALONE (nearest PPM star at 604.9 arcsec).
907) Warning: WB 22h 574 is ALONE (nearest PPM star at 307.3 arcsec).
908) Warning: WB 22h 603 is ALONE (nearest PPM star at 294.5 arcsec).
909) Warning: WB 22h 639 is ALONE (nearest PPM star at 75.0 arcsec).
910) Warning: WB 22h 667 is ALONE (nearest PPM star at 82.3 arcsec).
911) Warning: WB 22h 704 is ALONE (nearest PPM star at 292.9 arcsec).
912) Warning: WB 22h 722 is ALONE (nearest PPM star at 880.2 arcsec).
913) Warning: WB 22h 764 is ALONE (nearest PPM star at 338.1 arcsec).
914) Warning: WB 22h 795 is ALONE (nearest PPM star at 493.6 arcsec).
915) Warning: WB 22h 841 is ALONE (nearest PPM star at 88.0 arcsec).
916) Warning: WB 22h 875 is ALONE (nearest PPM star at 149.7 arcsec).
917) Warning: WB 22h 879 is ALONE (nearest PPM star at 603.9 arcsec).
918) Warning: WB 22h 887 is ALONE (nearest PPM star at 431.2 arcsec).
919) Warning: WB 22h 890 is ALONE (nearest PPM star at 150.3 arcsec).
920) Warning: WB 22h 891 is ALONE (nearest PPM star at 261.8 arcsec).
921) Warning: WB 22h 989 is ALONE (nearest PPM star at 239.4 arcsec).
922) Warning: WB 22h 1074 is ALONE (nearest PPM star at 136.4 arcsec).
923) Warning: WB 22h 1076 is ALONE (nearest PPM star at 286.1 arcsec).
924) Warning: WB 22h 1185 is ALONE (nearest PPM star at 113.7 arcsec).
925) Warning: WB 23h 22 is ALONE (nearest PPM star at 309.6 arcsec).
926) Warning: WB 23h 37 is ALONE (nearest PPM star at 62.1 arcsec).
927) Warning: WB 23h 60 is ALONE (nearest PPM star at 151.7 arcsec).
928) Warning: WB 23h 62 is ALONE (nearest PPM star at 760.5 arcsec).
929) Warning: WB 23h 64 is ALONE (nearest PPM star at 1231.5 arcsec).
930) Warning: WB 23h 119 is ALONE (nearest PPM star at 83.9 arcsec).
931) Warning: WB 23h 154 is ALONE (nearest PPM star at 228.2 arcsec).
932) Warning: WB 23h 191 is ALONE (nearest PPM star at 876.7 arcsec).
933) Warning: WB 23h 240 is ALONE (nearest PPM star at 630.7 arcsec).
934) Warning: WB 23h 287 is ALONE (nearest PPM star at 86.4 arcsec).
935) Warning: WB 23h 321 is ALONE (nearest PPM star at 1084.0 arcsec).
936) Warning: WB 23h 337 is ALONE (nearest PPM star at 660.2 arcsec).
937) Warning: WB 23h 387 is ALONE (nearest PPM star at 175.6 arcsec).
938) Warning: WB 23h 455 is ALONE (nearest PPM star at 354.5 arcsec).
939) Warning: WB 23h 483 is ALONE (nearest PPM star at 598.8 arcsec).
940) Warning: WB 23h 500 is ALONE (nearest PPM star at 224.9 arcsec).
941) Warning: WB 23h 524 is ALONE (nearest PPM star at 377.3 arcsec).
942) Warning: WB 23h 528 is ALONE (nearest PPM star at 869.4 arcsec).
943) Warning: WB 23h 539 is ALONE (nearest PPM star at 502.3 arcsec).
944) Warning: WB 23h 541 is ALONE (nearest PPM star at 766.3 arcsec).
945) Warning: WB 23h 545 is ALONE (nearest PPM star at 875.4 arcsec).
946) Warning: WB 23h 546 is ALONE (nearest PPM star at 848.1 arcsec).
947) Warning: WB 23h 552 is ALONE (nearest PPM star at 300.0 arcsec).
948) Warning: WB 23h 563 is ALONE (nearest PPM star at 296.2 arcsec).
949) Warning: WB 23h 639 is ALONE (nearest PPM star at 74.1 arcsec).
950) Warning: WB 23h 718 is ALONE (nearest PPM star at 479.3 arcsec).
951) Warning: WB 23h 747 is ALONE (nearest PPM star at 825.2 arcsec).
952) Warning: WB 23h 814 is ALONE (nearest PPM star at 176.2 arcsec).
953) Warning: WB 23h 834 is ALONE (nearest PPM star at 412.1 arcsec).
954) Warning: WB 23h 837 is ALONE (nearest PPM star at 674.5 arcsec).
955) Warning: WB 23h 867 is ALONE (nearest PPM star at 777.7 arcsec).
956) Warning: WB 23h 964 is ALONE (nearest PPM star at 60.9 arcsec).
957) Warning: WB 23h 969 is ALONE (nearest PPM star at 80.8 arcsec).
958) Warning: WB 23h 1083 is ALONE (nearest PPM star at 123.7 arcsec).
959) Warning: WB 23h 1148 is ALONE (nearest PPM star at 699.3 arcsec).
960) Warning: WB 23h 1154 is ALONE (nearest PPM star at 119.1 arcsec).
961) Warning: WB 23h 1184 is ALONE (nearest PPM star at 390.4 arcsec).
962) Warning: WB 23h 1265 is ALONE (nearest PPM star at 456.1 arcsec).
Available WB stars = 31895
Stars from WB identified with PPM = 30933
RSME of distance (arcsec) = 6.50  among a total of 30933 stars
Errors logged = 962

***************************************
Perform comparison between Oeltzen-Argelander North catalog and PPM...
Stars read from PPM: 175863
1) Warning: OA 3 is ALONE (nearest PPM star at 657.9 arcsec).
2) Warning: OA 74 is ALONE (nearest PPM star at 535.8 arcsec).
3) Warning: OA 76 is ALONE (nearest PPM star at 535.5 arcsec).
4) Warning: OA 144 is ALONE (nearest PPM star at 1023.9 arcsec).
5) Warning: OA 168 is ALONE (nearest PPM star at 347.7 arcsec).
6) Warning: OA 204 is ALONE (nearest PPM star at 228.5 arcsec).
7) Warning: OA 241 is ALONE (nearest PPM star at 479.6 arcsec).
8) Warning: OA 298 is ALONE (nearest PPM star at 82.2 arcsec).
9) Warning: OA 373 is ALONE (nearest PPM star at 145.8 arcsec).
10) Warning: OA 427 is ALONE (nearest PPM star at 708.8 arcsec).
11) Warning: OA 537 is ALONE (nearest PPM star at 669.9 arcsec).
12) Warning: OA 539 is ALONE (nearest PPM star at 659.7 arcsec).
13) Warning: OA 621 is ALONE (nearest PPM star at 582.0 arcsec).
